,race,age,gender
41682,pacific-islander,child,female
35863,other,tenager,male
6886,white,senior,female
10241,black,young-adult,male
16231,black,tenager,female
30655,asian,adult,female
3507,white,senior,male
31280,other,child,male
40382,white,adult,female
30391,white,tenager,male
22459,other,young-adult,male
25332,asian,senior,female
231,other,tenager,female
13547,white,adult,male
13968,white,adult,female
42229,other,adult,female
10984,white,senior,male
16187,white,senior,female
7006,black,child,female
8409,black,adult,male
31589,other,adult,female
13421,white,adult,female
9763,white,young-adult,female
27343,white,senior,female
458,asian,adult,female
2303,white,adult,female
14724,asian,adult,female
23358,white,adult,female
26898,native,tenager,female
32877,white,senior,female
37980,other,adult,male
18724,white,adult,male
23413,white,senior,male
22261,white,adult,male
22870,white,adult,male
31904,white,adult,male
28936,white,young-adult,male
24373,white,adult,male
3849,white,adult,female
26271,asian,adult,female
875,white,adult,female
469,asian,adult,female
12636,other,tenager,male
18097,white,adult,female
9477,white,senior,male
23787,white,adult,female
5642,white,adult,female
35685,white,senior,female
24911,asian,child,male
10575,white,adult,male
26470,white,senior,male
26495,white,senior,female
12215,white,adult,male
40524,black,child,female
8422,white,young-adult,male
10998,white,adult,female
25366,other,senior,male
3112,white,adult,male
21146,white,adult,male
27076,white,senior,male
17682,asian,tenager,male
2182,other,tenager,male
8138,white,tenager,male
43967,asian,adult,male
13332,asian,young-adult,female
3486,white,adult,male
19837,black,tenager,male
12981,black,adult,male
37443,white,adult,male
36569,other,tenager,female
31719,asian,adult,female
19340,white,tenager,male
17979,asian,young-adult,female
1547,black,adult,female
11917,white,tenager,female
21088,white,adult,male
13469,native,adult,male
2244,black,young-adult,male
11473,asian,young-adult,female
38232,asian,tenager,female
8958,white,senior,female
67,white,tenager,male
37222,white,senior,female
33420,black,child,male
34413,white,adult,male
949,white,child,male
36680,white,adult,male
6371,white,young-adult,male
42558,white,child,female
43896,white,senior,female
4339,white,adult,male
17631,white,senior,female
19198,white,adult,female
3114,white,child,female
29563,asian,adult,female
32777,asian,young-adult,female
43968,asian,adult,female
7025,asian,adult,male
3080,white,adult,female
44362,white,adult,male
20436,white,adult,female
11676,white,senior,male
5000,white,senior,male
15522,white,young-adult,female
38118,other,young-adult,male
30477,other,child,male
18241,white,young-adult,female
4408,white,tenager,female
1409,white,child,male
39982,other,adult,female
43013,other,adult,female
4213,white,adult,male
36136,other,adult,male
12260,black,adult,female
43397,other,child,female
32948,black,adult,male
12319,white,adult,male
27162,other,adult,male
8166,other,senior,female
17791,asian,adult,female
14281,white,senior,male
2207,white,adult,male
44476,asian,adult,male
8018,white,young-adult,male
15268,white,adult,male
12287,white,adult,female
43610,other,tenager,male
19259,white,adult,female
8086,black,tenager,female
356,white,adult,female
26323,white,adult,female
37777,other,adult,female
30733,white,tenager,male
31206,other,adult,female
35820,other,senior,female
31052,white,child,male
949,white,child,male
41760,white,adult,male
36247,other,adult,male
27611,other,tenager,female
13269,white,adult,female
14724,asian,adult,female
38718,white,adult,female
24406,asian,adult,female
40787,other,adult,female
25328,asian,adult,female
33872,other,tenager,female
16455,white,young-adult,male
25822,white,adult,male
13053,asian,adult,female
6674,white,adult,female
4173,white,adult,female
37920,other,senior,female
15541,other,child,male
19254,white,adult,female
7175,asian,adult,male
32124,white,senior,female
32344,white,adult,female
41341,white,senior,female
16378,other,tenager,female
39439,white,adult,male
3121,white,tenager,female
43526,other,senior,male
36145,asian,young-adult,male
15391,native,senior,male
8077,native,child,male
31988,white,child,male
44233,other,tenager,female
30490,white,senior,female
25901,white,adult,female
9678,white,senior,male
19957,black,adult,male
33653,black,young-adult,male
16475,white,adult,male
33803,white,tenager,male
40763,white,adult,female
17543,white,adult,female
15733,other,adult,male
5346,asian,tenager,female
9327,asian,young-adult,female
16410,white,adult,male
5214,other,adult,female
38412,black,adult,male
39706,other,adult,female
10294,white,adult,female
27784,white,adult,male
27641,asian,adult,male
43458,other,adult,female
19138,white,young-adult,male
9515,white,senior,male
40427,white,tenager,female
33077,white,adult,female
989,white,adult,female
40180,white,young-adult,male
37362,asian,senior,male
23043,white,tenager,male
38742,asian,tenager,female
14396,white,senior,male
15923,white,adult,female
38782,asian,senior,male
32338,white,senior,male
40082,asian,young-adult,male
22541,white,senior,male
8587,white,adult,male
30339,white,tenager,male
12354,white,adult,female
38625,other,tenager,male
24377,white,senior,female
32211,other,child,male
26271,asian,adult,female
2688,white,adult,female
9851,white,senior,female
2803,white,senior,male
32965,asian,adult,female
22026,white,adult,male
38037,native,adult,male
2384,white,adult,male
15756,white,adult,male
14534,white,adult,male
23115,white,tenager,male
18010,other,tenager,female
41830,white,adult,female
11005,white,child,female
5555,asian,tenager,male
6933,white,adult,male
40546,other,child,male
12820,white,young-adult,female
27641,asian,adult,male
29986,white,tenager,male
28041,white,senior,male
6529,white,adult,female
38754,white,young-adult,male
8359,white,senior,female
34040,white,senior,male
23038,white,adult,male
3744,asian,adult,male
36758,white,senior,female
23254,asian,adult,female
14131,white,senior,female
37677,white,senior,male
34311,other,tenager,female
6354,white,adult,female
15964,black,child,male
28939,white,senior,female
3646,white,adult,female
12997,white,senior,female
8290,asian,adult,male
18741,other,adult,male
2032,white,tenager,female
10889,white,senior,female
25379,white,tenager,male
17910,white,senior,male
43958,other,adult,male
34943,white,adult,male
25963,native,child,male
41068,white,adult,male
2029,white,tenager,female
33028,other,adult,male
37820,white,tenager,male
43802,white,tenager,male
39795,black,adult,female
10603,white,adult,female
27673,white,adult,female
13980,white,senior,female
34069,asian,tenager,male
18064,white,young-adult,male
27412,other,adult,male
21419,white,adult,male
1361,other,tenager,male
15449,asian,adult,male
42125,other,tenager,female
36756,other,tenager,female
33261,white,senior,male
32334,white,senior,male
14981,white,adult,female
7773,white,adult,female
37173,white,child,female
31950,native,child,male
6919,asian,adult,female
2914,white,senior,male
23771,white,senior,female
29515,white,adult,male
19990,asian,adult,female
20904,white,senior,male
25393,other,tenager,female
42422,white,senior,male
29745,pacific-islander,child,female
40747,other,child,male
6586,black,tenager,female
25328,asian,adult,female
39722,white,tenager,female
6919,asian,adult,female
20063,white,senior,female
9701,asian,adult,male
20800,white,senior,male
39084,other,senior,male
26680,pacific-islander,adult,male
860,white,tenager,female
4902,other,adult,female
15692,white,adult,male
28082,white,adult,female
26676,white,tenager,female
34365,asian,adult,female
38696,white,adult,male
44221,white,child,male
22430,white,tenager,female
38742,asian,tenager,female
21346,white,senior,male
23090,white,child,female
11748,white,senior,female
37379,other,tenager,female
41248,other,adult,female
25377,white,adult,male
34715,asian,tenager,female
28080,black,senior,male
26860,white,adult,female
7304,white,adult,male
24453,other,tenager,male
13,other,adult,male
32435,other,adult,male
15172,white,child,male
32672,white,adult,male
24900,white,child,male
13684,white,senior,female
44569,white,adult,female
41127,white,adult,male
8161,white,senior,female
7956,white,adult,male
13528,other,tenager,male
27167,other,tenager,male
35379,white,adult,male
17946,white,adult,male
547,other,tenager,male
40452,black,tenager,female
10752,other,child,female
33584,white,adult,male
25330,asian,young-adult,female
8165,white,adult,female
26960,white,senior,male
32894,other,adult,female
41682,pacific-islander,child,female
4609,white,adult,male
31407,white,adult,female
30822,white,tenager,male
39546,white,senior,male
30370,white,adult,male
3038,white,child,male
19233,white,adult,female
25554,asian,adult,male
34111,white,senior,female
7529,other,tenager,male
33150,white,senior,female
32968,asian,child,female
18862,other,tenager,female
34357,white,senior,female
9953,white,adult,male
6848,black,child,female
20480,native,adult,female
26274,asian,senior,female
20557,asian,adult,male
25817,asian,adult,female
35565,white,adult,female
38798,white,senior,female
341,white,adult,female
5406,native,adult,male
22855,white,senior,male
28681,white,adult,male
22204,other,tenager,male
40846,white,tenager,female
16101,white,senior,male
5590,white,young-adult,male
15933,white,tenager,male
36485,white,child,female
43793,white,senior,female
8388,black,young-adult,male
7666,white,child,female
32969,asian,adult,female
20998,white,tenager,female
25817,asian,adult,female
478,white,senior,female
4653,white,adult,male
28287,white,senior,female
2712,white,child,female
41356,white,senior,female
18007,white,young-adult,male
1670,white,adult,female
9653,white,adult,male
27671,white,senior,female
40532,white,senior,male
43169,white,senior,female
27786,asian,tenager,female
5629,white,senior,female
41918,other,adult,male
16927,white,senior,male
22341,asian,adult,female
17522,white,young-adult,male
33696,white,adult,male
44476,asian,adult,male
32458,white,adult,female
14071,white,adult,male
18464,white,tenager,male
21821,white,tenager,female
24453,other,tenager,male
11765,white,senior,female
31358,white,child,male
33511,white,adult,female
29030,white,adult,male
17788,asian,adult,male
16783,white,adult,male
23316,white,adult,male
26830,white,adult,female
36726,white,adult,male
858,white,adult,female
18224,white,tenager,female
31397,other,adult,female
8220,white,tenager,male
19442,white,adult,female
33927,white,tenager,female
36313,asian,adult,male
17681,asian,tenager,male
28114,white,adult,female
8272,asian,senior,female
13930,other,tenager,male
21517,asian,adult,female
44216,other,child,male
33499,white,tenager,female
40575,other,adult,female
36460,white,senior,female
5691,native,tenager,female
28658,white,child,female
6361,asian,senior,female
13668,white,child,female
9366,black,adult,male
8570,white,adult,female
38741,asian,adult,female
32752,white,adult,male
30667,white,senior,female
13321,other,tenager,male
34365,asian,adult,female
36111,white,young-adult,male
30716,white,tenager,female
5025,white,young-adult,male
20324,white,adult,female
15859,white,senior,female
4805,asian,adult,male
13086,white,adult,female
30540,other,child,female
24773,white,adult,male
11595,white,child,male
41469,other,senior,male
25883,white,adult,male
39796,black,adult,male
22733,white,senior,female
288,white,adult,female
2434,other,adult,male
4493,white,adult,male
41889,other,adult,male
35973,white,tenager,male
44518,asian,adult,female
42785,white,child,male
17600,other,child,male
44351,white,young-adult,male
31334,other,tenager,female
13079,asian,adult,male
7311,white,senior,male
37416,white,adult,male
35981,asian,adult,male
27109,white,young-adult,male
30358,white,adult,male
28231,asian,adult,male
15449,asian,adult,male
7458,white,tenager,female
12544,white,senior,male
34930,white,child,female
18095,black,child,male
35335,other,young-adult,female
19656,white,senior,male
20090,other,adult,male
40671,white,senior,female
35943,white,young-adult,male
17853,white,adult,male
3789,white,tenager,male
16750,white,tenager,male
22080,white,senior,male
20642,black,adult,male
13410,white,tenager,female
12728,asian,adult,female
1307,white,young-adult,male
4740,white,adult,female
29628,white,adult,female
29773,white,adult,male
2799,white,senior,male
9873,white,adult,female
36376,white,senior,female
30713,white,senior,female
12435,white,adult,male
7920,white,senior,female
17458,asian,adult,female
11483,white,young-adult,female
8290,asian,adult,male
42870,asian,adult,female
20445,white,senior,male
32896,other,tenager,male
5671,white,adult,male
33335,white,young-adult,male
21701,white,senior,female
22671,asian,senior,male
20432,white,senior,female
43648,white,adult,female
13773,white,adult,female
32073,black,young-adult,male
41283,white,senior,female
13897,white,adult,male
25365,white,senior,female
10694,asian,young-adult,male
10718,white,adult,female
42913,white,tenager,female
34026,white,adult,male
9048,black,adult,male
20449,white,tenager,male
37254,asian,senior,female
35934,other,tenager,female
1946,white,senior,male
512,white,senior,female
37980,other,adult,male
25554,asian,adult,male
37075,white,adult,male
5740,white,tenager,female
18383,white,adult,male
44378,white,adult,male
28727,other,child,female
19928,white,senior,female
39424,white,adult,female
16710,white,adult,male
5369,white,adult,female
19320,white,adult,female
7953,white,senior,male
2881,white,tenager,female
43114,white,child,female
8436,asian,young-adult,female
19419,asian,young-adult,female
43628,white,adult,male
21864,white,tenager,female
19898,white,child,female
41455,white,tenager,female
2874,white,adult,male
40440,white,senior,male
6,white,senior,male
23256,asian,young-adult,female
36357,white,senior,male
36145,asian,young-adult,male
35853,white,senior,male
29844,asian,adult,female
307,white,adult,male
24484,other,adult,female
33863,white,senior,male
25884,white,tenager,female
33659,white,adult,male
30697,black,adult,male
11132,asian,child,female
28459,asian,adult,male
14723,white,adult,male
33923,white,tenager,female
2345,white,adult,female
13839,white,senior,male
13623,white,adult,female
31522,white,adult,female
31970,white,adult,female
19915,white,adult,female
24028,white,senior,female
20238,white,senior,female
1004,white,child,female
35037,asian,tenager,female
12938,white,adult,male
22203,other,adult,female
21416,white,adult,male
41383,white,adult,male
30162,white,senior,male
44437,black,adult,male
35250,other,adult,male
31223,white,adult,male
9969,other,adult,male
18410,asian,adult,male
33900,other,adult,male
32039,other,young-adult,female
13189,white,senior,male
2533,white,senior,female
15635,white,adult,male
3331,black,adult,male
10112,white,senior,male
38587,other,adult,female
15318,white,senior,female
11000,white,tenager,male
13030,white,adult,male
18632,white,adult,male
16371,white,adult,male
24406,asian,adult,female
42099,white,senior,male
32966,asian,tenager,female
31510,white,senior,male
38634,white,young-adult,male
28170,white,senior,female
42914,white,tenager,female
44476,asian,adult,male
37066,white,tenager,female
19779,white,senior,female
4205,white,senior,female
9283,other,tenager,female
8607,black,young-adult,male
21485,other,child,male
740,white,senior,female
32039,other,young-adult,female
25966,white,senior,male
40555,pacific-islander,adult,female
17520,white,adult,male
16322,white,adult,female
36824,black,senior,male
32859,white,adult,female
31877,asian,adult,male
44431,asian,tenager,male
43840,other,adult,male
29563,asian,adult,female
25732,asian,adult,male
43207,white,senior,male
34619,white,adult,female
35328,white,child,male
38008,white,senior,female
30677,white,senior,male
7184,other,child,female
21516,asian,adult,male
32513,other,tenager,male
41148,white,tenager,female
34379,white,tenager,male
18218,asian,young-adult,female
22450,white,adult,female
8085,black,adult,male
44612,white,senior,female
8308,white,adult,female
2181,other,tenager,female
7099,white,senior,male
32395,white,child,female
33478,white,senior,female
18647,asian,tenager,male
6283,asian,senior,female
20811,white,senior,female
22006,white,senior,male
34477,white,adult,female
42645,white,senior,female
26552,white,child,male
41274,other,adult,male
23924,other,tenager,male
25393,other,tenager,female
17537,white,senior,female
32124,white,senior,female
35367,white,senior,male
37199,other,tenager,female
36081,asian,young-adult,male
20184,white,senior,female
32808,white,tenager,female
36420,white,young-adult,male
29912,asian,young-adult,female
23182,white,senior,female
35142,white,tenager,male
16042,other,young-adult,female
26566,white,adult,female
17969,other,adult,male
31649,white,adult,male
41192,white,adult,male
40082,asian,young-adult,male
42438,asian,adult,male
42281,black,senior,male
27313,white,young-adult,male
18218,asian,young-adult,female
14696,white,adult,male
5064,white,child,female
36053,asian,adult,male
42620,other,tenager,female
27986,native,tenager,female
41339,white,adult,female
8343,asian,young-adult,male
30872,white,young-adult,female
44473,other,young-adult,female
10906,white,senior,female
20712,white,adult,male
13928,black,adult,male
32330,white,tenager,female
27972,other,adult,male
31207,white,senior,male
34937,white,adult,female
7153,asian,adult,male
33654,black,young-adult,male
9492,white,adult,female
10490,white,tenager,male
15019,white,adult,female
16705,white,adult,male
40469,white,adult,female
26680,pacific-islander,adult,male
38720,white,young-adult,male
13265,white,young-adult,female
29144,white,adult,female
44313,white,adult,female
11353,white,tenager,male
1209,white,adult,female
39793,white,adult,male
33510,white,senior,female
5203,white,young-adult,male
30655,asian,adult,female
24943,black,adult,male
40716,other,child,male
27860,white,adult,female
17201,white,senior,male
32053,other,adult,female
36266,asian,adult,male
21786,white,child,female
13615,white,senior,male
24908,asian,adult,male
30134,other,young-adult,male
36229,asian,adult,male
44475,asian,adult,female
20650,white,senior,female
27287,white,tenager,female
10753,other,child,male
23860,white,senior,female
41841,white,senior,female
14651,white,senior,male
8897,other,tenager,female
34367,white,adult,male
30752,white,adult,female
12637,other,child,male
40338,white,adult,male
40891,asian,adult,male
20405,white,adult,male
8342,asian,young-adult,male
9467,white,child,male
5554,asian,adult,female
44210,white,senior,female
28056,white,tenager,female
22852,white,senior,male
38979,white,young-adult,male
30097,white,senior,female
13052,asian,adult,male
14181,white,adult,female
5947,white,tenager,female
6284,asian,young-adult,female
17418,black,adult,female
20963,white,senior,male
35177,black,adult,female
39888,white,senior,male
4152,white,senior,female
10695,asian,tenager,male
22541,white,senior,male
1887,other,adult,male
1207,asian,adult,female
9343,black,adult,male
39009,pacific-islander,adult,female
21215,white,adult,female
10442,white,senior,male
12129,white,tenager,female
33604,asian,tenager,male
12310,white,adult,female
12083,white,senior,female
33032,other,tenager,female
15689,white,senior,male
27854,other,adult,female
32142,white,adult,male
32320,black,tenager,female
26844,white,adult,male
36580,other,young-adult,male
34264,white,senior,female
6488,asian,adult,female
2296,asian,senior,female
26922,white,child,female
9861,white,adult,female
37036,other,adult,female
43712,asian,child,male
44440,black,child,male
7027,asian,child,male
39405,white,senior,female
24722,white,adult,female
21390,other,child,male
8342,asian,young-adult,male
20955,asian,tenager,female
25074,native,child,female
16040,other,adult,female
23389,white,adult,female
27162,other,adult,male
25794,white,adult,female
42403,white,adult,female
33606,other,senior,female
13196,white,senior,male
26102,white,adult,female
15179,white,adult,female
763,white,adult,female
27723,white,tenager,male
41682,pacific-islander,child,female
40456,white,senior,female
12995,white,adult,male
37541,white,child,male
42051,white,adult,female
3450,white,senior,female
8689,asian,young-adult,female
5010,white,adult,male
12568,white,tenager,female
39646,white,young-adult,female
4789,white,adult,male
42233,white,adult,female
42791,white,senior,female
39968,white,adult,female
35050,black,senior,male
42198,pacific-islander,senior,male
24555,white,tenager,male
17459,other,adult,male
42512,white,tenager,male
43658,white,tenager,female
40452,black,tenager,female
22401,asian,tenager,female
30606,white,adult,female
9319,white,senior,male
19219,other,adult,male
30436,white,tenager,female
40533,white,adult,male
8863,white,adult,male
26493,white,senior,female
44476,asian,adult,male
33048,white,adult,male
39009,pacific-islander,adult,female
13438,white,adult,male
29183,other,adult,female
37778,white,adult,male
12742,other,tenager,male
26783,white,adult,male
37254,asian,senior,female
32035,white,senior,male
34639,other,adult,male
32214,white,tenager,female
12479,asian,adult,female
35933,other,tenager,male
8733,asian,tenager,female
6486,white,senior,male
35981,asian,adult,male
30320,white,adult,female
25732,asian,adult,male
27609,other,adult,female
32543,black,tenager,female
42483,white,senior,female
29815,white,adult,female
40556,pacific-islander,child,female
15639,white,tenager,male
23812,white,tenager,female
37330,asian,senior,female
5487,white,adult,female
31096,asian,adult,female
11488,white,tenager,male
10448,white,adult,female
21525,white,adult,female
9462,white,adult,male
43564,white,child,male
25337,white,adult,female
7024,white,tenager,female
15964,black,child,male
27771,white,tenager,male
27881,white,senior,male
30193,white,tenager,male
8223,asian,adult,female
14878,asian,senior,female
37628,other,tenager,female
19914,white,senior,male
43610,other,tenager,male
36214,white,senior,male
30833,white,adult,female
32865,other,tenager,female
25592,white,senior,female
631,white,senior,female
33416,black,adult,female
22341,asian,adult,female
32968,asian,child,female
29741,white,senior,male
8272,asian,senior,female
9772,white,adult,male
8346,white,senior,male
2682,white,young-adult,female
6335,white,senior,male
35762,black,adult,male
35669,black,tenager,female
19728,white,adult,male
25816,asian,adult,male
898,other,tenager,male
4413,black,tenager,female
5481,white,adult,male
16001,white,adult,female
22202,other,adult,male
40002,other,adult,male
29587,asian,tenager,female
8620,other,young-adult,female
42438,asian,adult,male
695,white,tenager,female
29694,asian,adult,female
7576,black,adult,male
32010,black,senior,female
32777,asian,young-adult,female
19711,asian,adult,female
11984,white,tenager,female
1678,white,senior,female
14120,white,tenager,male
11792,other,child,female
33603,asian,tenager,male
7111,white,senior,female
31848,white,adult,female
40158,white,adult,female
38871,white,adult,male
5241,asian,senior,female
30798,white,senior,male
38517,white,adult,female
21357,white,senior,female
44475,asian,adult,female
20134,white,senior,female
35345,white,senior,male
40525,white,adult,male
7632,white,adult,male
27469,other,tenager,male
14455,asian,senior,male
19991,asian,adult,female
18609,other,adult,male
13474,white,adult,female
20193,white,tenager,female
6129,white,adult,male
16085,white,adult,male
32856,white,senior,male
13166,native,child,male
42669,asian,adult,female
29926,asian,adult,female
37874,other,adult,female
5189,white,adult,female
33417,black,tenager,male
43943,white,senior,male
15983,white,senior,male
5344,asian,adult,male
35345,white,senior,male
37051,white,adult,male
17793,asian,adult,female
16638,white,senior,female
13738,white,adult,female
32344,white,adult,female
5629,white,senior,female
15088,white,tenager,female
19430,white,adult,female
16133,white,child,female
16437,white,adult,female
16245,white,adult,male
17077,white,adult,female
17837,white,senior,female
38772,other,adult,female
16058,white,senior,male
2920,white,tenager,male
29442,white,senior,male
34396,white,senior,female
4178,white,senior,female
17140,white,adult,female
24570,white,senior,male
26085,white,senior,male
36101,asian,young-adult,female
41375,white,senior,female
35605,white,adult,male
18709,black,adult,male
31831,white,tenager,male
25088,white,tenager,male
38802,white,tenager,male
42735,white,adult,male
18427,white,adult,female
39970,white,adult,male
41239,white,young-adult,female
7153,asian,adult,male
38400,white,young-adult,male
31795,white,senior,female
17790,asian,adult,male
27118,native,adult,male
7176,asian,adult,female
5206,white,young-adult,male
19581,white,tenager,male
32321,black,tenager,female
41382,white,adult,female
14475,white,senior,female
31786,white,senior,female
29587,asian,tenager,female
43827,white,adult,female
24943,black,adult,male
30048,white,adult,male
6235,white,adult,male
7867,asian,young-adult,male
17751,white,senior,male
10828,other,tenager,male
32392,white,adult,female
11860,white,adult,female
37689,other,young-adult,male
41135,white,tenager,female
19441,white,adult,male
42909,white,adult,female
40545,white,young-adult,female
18647,asian,tenager,male
4778,white,young-adult,male
5129,other,tenager,male
21745,other,tenager,male
39719,white,senior,female
36266,asian,adult,male
3181,other,adult,male
4809,white,senior,male
11207,white,child,female
35812,white,senior,female
21453,white,senior,female
8733,asian,tenager,female
43032,white,adult,female
17719,white,adult,female
43118,white,adult,male
32459,white,adult,male
7806,white,child,male
42259,white,adult,male
7436,other,tenager,male
21454,other,adult,female
8707,other,adult,male
36053,asian,adult,male
4497,other,tenager,male
21633,white,adult,female
40360,other,adult,female
14230,white,adult,female
1455,white,adult,male
8912,other,adult,male
44429,asian,adult,female
43286,other,tenager,male
41601,white,adult,male
17699,white,adult,female
22360,white,adult,male
5996,white,senior,female
29844,asian,adult,female
17789,asian,young-adult,female
40544,other,young-adult,male
17507,white,senior,female
29624,white,adult,male
16851,white,adult,female
4116,white,adult,female
32864,other,tenager,male
10693,asian,adult,male
18647,asian,tenager,male
44144,other,child,male
13121,white,young-adult,female
34300,white,senior,male
20757,white,tenager,male
38675,white,adult,male
27749,white,senior,male
43404,white,adult,male
28877,other,tenager,male
32969,asian,adult,female
13052,asian,adult,male
19403,other,senior,male
36529,other,adult,male
13765,other,tenager,female
17201,white,senior,male
43130,white,adult,female
44518,asian,adult,female
24604,white,adult,female
7996,asian,adult,male
33435,white,tenager,female
12744,white,adult,male
35444,white,tenager,male
25051,white,tenager,male
6983,white,senior,male
8733,asian,tenager,female
38359,white,young-adult,male
25103,white,adult,female
30541,white,adult,female
16406,other,adult,male
37801,white,tenager,female
30171,white,senior,female
15055,other,adult,female
29256,white,adult,female
43712,asian,child,male
40396,white,senior,male
20364,white,tenager,female
6578,white,senior,male
13740,white,tenager,male
30697,black,adult,male
13332,asian,young-adult,female
21708,black,adult,female
39645,white,young-adult,male
481,white,adult,male
17792,asian,adult,male
18205,asian,young-adult,female
40622,other,young-adult,male
93,white,tenager,female
13838,white,senior,female
43645,white,tenager,male
29274,white,tenager,male
32382,other,tenager,male
41897,asian,adult,female
35860,other,adult,male
40714,other,adult,female
14557,white,young-adult,male
6487,asian,adult,male
44220,white,adult,female
3126,white,adult,female
23201,white,adult,female
39835,other,tenager,male
1820,white,senior,female
22655,white,young-adult,female
40863,white,child,female
23016,white,adult,female
35656,white,adult,male
42060,white,senior,female
20279,white,adult,male
9686,white,tenager,female
20507,black,senior,female
36576,white,young-adult,male
27768,other,child,female
1166,white,adult,female
37722,other,tenager,female
26280,white,adult,male
2244,black,young-adult,male
10695,asian,tenager,male
42870,asian,adult,female
22747,white,adult,female
21670,white,adult,female
20925,white,senior,female
5105,asian,adult,female
33134,white,tenager,female
26179,white,adult,female
2010,white,senior,female
31177,white,adult,male
27786,asian,tenager,female
23147,white,adult,female
42477,white,adult,female
36053,asian,adult,male
36266,asian,adult,male
28524,white,adult,male
6548,asian,adult,female
35372,white,senior,female
31205,other,adult,male
33902,white,child,female
35878,other,senior,male
44585,white,adult,female
3228,white,senior,female
43363,other,tenager,male
25941,pacific-islander,young-adult,female
42717,white,senior,male
6974,other,tenager,female
864,asian,adult,male
36363,black,tenager,male
10263,white,senior,female
10695,asian,tenager,male
24968,white,young-adult,female
43113,white,adult,female
1653,black,tenager,male
43722,white,adult,female
16239,black,tenager,female
35742,white,senior,male
20352,other,adult,male
18889,white,child,female
7579,white,adult,female
14164,white,young-adult,male
13084,asian,adult,male
42006,white,tenager,male
43683,white,senior,female
17983,white,young-adult,male
4316,white,tenager,male
3410,white,tenager,male
16526,white,tenager,female
23860,white,senior,female
19989,asian,adult,male
6421,white,tenager,female
26437,white,adult,female
9060,other,adult,male
17791,asian,adult,female
40067,white,senior,male
32169,white,adult,female
13145,white,senior,male
27786,asian,tenager,female
3567,white,senior,male
36751,other,young-adult,female
5346,asian,tenager,female
22408,white,child,male
31428,white,child,male
8213,white,adult,female
15538,white,tenager,male
5241,asian,senior,female
34362,white,senior,female
30440,white,adult,female
32906,white,adult,female
26523,asian,tenager,female
27167,other,tenager,male
32790,white,senior,female
9215,white,tenager,female
39009,pacific-islander,adult,female
40630,other,tenager,male
2121,white,adult,male
35811,white,senior,male
29727,other,tenager,female
26229,white,adult,female
22400,asian,tenager,female
34134,white,tenager,female
27690,white,tenager,female
2266,white,tenager,male
19766,white,adult,female
19037,white,senior,male
39397,white,adult,male
8343,asian,young-adult,male
5849,white,tenager,male
6821,black,tenager,male
19992,asian,tenager,male
41019,black,adult,female
40537,white,adult,male
32062,white,senior,female
33073,white,senior,female
5182,asian,adult,female
21168,white,adult,female
901,white,adult,female
33420,black,child,male
4805,asian,adult,male
27738,white,adult,female
28644,other,adult,female
12554,black,adult,female
19710,asian,adult,male
35672,white,adult,female
16797,white,adult,male
32295,white,adult,male
22462,white,adult,male
4460,black,adult,male
35514,other,senior,male
15906,asian,tenager,male
29570,white,tenager,male
24256,white,adult,male
22564,black,tenager,male
26678,white,tenager,male
37519,white,adult,male
19327,white,adult,female
42741,white,tenager,male
37764,white,tenager,female
19438,white,senior,female
30431,black,adult,male
10296,other,adult,male
21664,white,senior,female
16199,white,adult,male
18113,white,young-adult,female
9085,white,senior,female
22210,asian,adult,male
11662,white,tenager,female
5993,white,adult,female
4691,white,adult,male
28171,white,senior,male
32122,white,adult,male
14046,white,senior,female
5221,white,adult,male
14376,white,adult,female
35125,white,adult,male
36092,asian,tenager,male
12803,white,adult,female
1193,white,senior,male
3942,white,tenager,female
30378,white,tenager,female
39994,white,adult,female
30703,white,senior,female
2815,white,adult,female
28877,other,tenager,male
36015,white,senior,female
38408,asian,adult,male
19558,white,senior,female
8276,white,adult,male
32948,black,adult,male
4241,black,adult,male
27977,other,tenager,male
28395,white,senior,female
11131,asian,tenager,female
11129,asian,adult,female
11128,asian,adult,male
1654,black,tenager,female
26982,white,adult,male
27513,other,senior,male
34660,other,adult,female
33603,asian,tenager,male
29276,white,adult,female
34318,white,adult,male
40731,white,adult,male
2363,white,senior,female
17352,white,adult,male
36344,white,young-adult,female
1697,black,child,male
31878,asian,adult,female
26579,other,adult,male
26761,white,adult,female
1023,white,senior,female
33532,white,senior,female
11270,white,adult,male
18931,white,adult,female
5348,asian,tenager,male
9449,white,adult,female
2346,white,adult,male
20419,black,adult,male
15306,white,adult,male
5295,white,senior,male
4910,white,adult,male
18219,black,tenager,female
1177,asian,young-adult,male
5691,native,tenager,female
42188,white,adult,female
5089,black,young-adult,male
29142,white,adult,female
29184,white,adult,male
27816,white,adult,female
13262,asian,adult,female
36152,black,tenager,male
1109,asian,adult,female
24908,asian,adult,male
3796,white,adult,male
35909,other,adult,female
15806,other,adult,male
21702,white,adult,male
25402,other,tenager,female
40894,asian,tenager,male
15541,other,child,male
6858,white,tenager,male
13934,white,adult,male
22272,white,adult,male
2321,white,tenager,male
16060,white,adult,male
36245,black,tenager,male
2041,white,tenager,female
26271,asian,adult,female
36028,white,young-adult,female
11838,white,senior,female
39457,white,adult,male
19684,white,senior,male
27904,white,senior,male
40038,white,adult,female
14888,other,child,female
41437,pacific-islander,adult,male
32574,white,adult,male
7004,black,tenager,female
18220,white,tenager,male
