,SERIALNO,AGEP,SCHL,SEX,RAC1P,HINCP,VEH,NP
1555,2017000258374,adult,High-school,male,native,3,2.0,3.0
1556,2017000258374,adult,High-school,male,native,3,2.0,3.0
1557,2017000258556,adult,college,male,white,8,2.0,2.0
1558,2017000258556,adult,college,female,white,8,2.0,2.0
1559,2017000258679,adult,High-school,male,white,8,3.0,2.0
1560,2017000258679,adult,High-school,female,white,8,3.0,2.0
1561,2017000258753,adult,High-school,female,white,7,3.0,3.0
1562,2017000258753,tenager,below-high,female,white,7,3.0,3.0
1563,2017000258753,adult,High-school,male,white,7,3.0,3.0
1564,2017000259331,adult,college,male,white,6,3.0,2.0
1565,2017000259331,adult,High-school,female,white,6,3.0,2.0
1566,2017000261601,senior,High-school,female,white,2,2.0,1.0
1567,2017000262078,adult,Bachelor,female,white,7,3.0,4.0
1568,2017000262078,adult,Bachelor,male,white,7,3.0,4.0
1569,2017000262078,tenager,below-high,male,white,7,3.0,4.0
1570,2017000262078,tenager,below-high,female,white,7,3.0,4.0
1571,2017000262087,senior,High-school,female,white,6,2.0,2.0
1572,2017000262087,senior,High-school,male,white,6,2.0,2.0
1573,2017000262252,senior,High-school,female,white,3,2.0,2.0
1574,2017000262252,senior,college,male,white,3,2.0,2.0
1575,2017000262393,adult,High-school,female,white,10,3.0,2.0
1576,2017000262393,adult,High-school,male,white,10,3.0,2.0
1577,2017000262418,senior,college,male,white,4,1.0,2.0
1578,2017000262418,senior,High-school,female,white,4,1.0,2.0
1579,2017000262742,senior,Graduate,female,white,7,2.0,2.0
1580,2017000262742,senior,High-school,male,white,7,2.0,2.0
1581,2017000266332,adult,High-school,male,white,6,3.0,2.0
1582,2017000266332,adult,college,female,white,6,3.0,2.0
1583,2017000267151,adult,below-high,female,white,6,1.0,1.0
1584,2017000267773,adult,Bachelor,female,white,6,1.0,1.0
1585,2017000268116,adult,college,male,white,6,3.0,2.0
1586,2017000268116,adult,college,female,white,6,3.0,2.0
1587,2017000268355,adult,college,female,native,4,2.0,5.0
1588,2017000268355,tenager,below-high,female,native,4,2.0,5.0
1589,2017000268355,tenager,below-high,female,native,4,2.0,5.0
1590,2017000268355,child,below-high,male,native,4,2.0,5.0
1591,2017000268355,adult,college,male,native,4,2.0,5.0
1592,2017000268767,senior,college,male,white,7,3.0,2.0
1593,2017000268767,adult,college,female,native,7,3.0,2.0
1594,2017000270797,adult,High-school,female,white,2,1.0,1.0
1595,2017000271289,adult,college,female,white,5,1.0,1.0
1596,2017000271639,adult,below-high,male,native,2,0.0,1.0
1597,2017000271727,senior,college,female,white,5,2.0,1.0
1598,2017000272009,adult,High-school,male,white,6,0.0,1.0
1599,2017000272232,adult,High-school,male,white,6,2.0,2.0
1600,2017000272232,adult,High-school,female,white,6,2.0,2.0
1601,2017000272688,senior,High-school,female,white,3,3.0,2.0
1602,2017000272688,senior,High-school,male,white,3,3.0,2.0
1603,2017000272712,adult,High-school,male,white,8,2.0,2.0
1604,2017000272712,adult,High-school,female,white,8,2.0,2.0
1605,2017000273382,adult,college,male,white,8,3.0,1.0
1606,2017000273795,senior,Bachelor,female,white,5,1.0,1.0
1607,2017000274200,adult,High-school,female,white,10,2.0,2.0
1608,2017000274200,senior,High-school,male,white,10,2.0,2.0
1609,2017000274653,adult,college,female,white,8,3.0,3.0
1610,2017000274653,adult,High-school,male,white,8,3.0,3.0
1611,2017000274653,child,below-high,female,white,8,3.0,3.0
1612,2017000274857,senior,High-school,male,white,7,3.0,2.0
1613,2017000274857,senior,High-school,female,white,7,3.0,2.0
1614,2017000275927,senior,Bachelor,female,white,5,1.0,1.0
1615,2017000276044,senior,High-school,male,white,6,2.0,3.0
1616,2017000276044,senior,below-high,female,white,6,2.0,3.0
1617,2017000276044,adult,High-school,male,white,6,2.0,3.0
1618,2017000276155,senior,High-school,female,white,3,1.0,1.0
1619,2017000276434,adult,High-school,male,native,6,2.0,2.0
1620,2017000276434,adult,High-school,female,white,6,2.0,2.0
1621,2017000276571,adult,High-school,female,white,6,3.0,3.0
1622,2017000276571,adult,High-school,male,white,6,3.0,3.0
1623,2017000276571,adult,High-school,male,white,6,3.0,3.0
1624,2017000276752,adult,college,male,white,5,3.0,2.0
1625,2017000276752,tenager,below-high,female,white,5,3.0,2.0
1626,2017000276764,adult,High-school,female,white,6,3.0,2.0
1627,2017000276764,adult,college,male,white,6,3.0,2.0
1628,2017000276990,adult,Bachelor,female,white,8,2.0,5.0
1629,2017000276990,adult,Bachelor,male,white,8,2.0,5.0
1630,2017000276990,tenager,below-high,female,white,8,2.0,5.0
1631,2017000276990,tenager,below-high,male,white,8,2.0,5.0
1632,2017000276990,child,below-high,female,white,8,2.0,5.0
1633,2017000277015,adult,college,female,white,6,3.0,4.0
1634,2017000277015,adult,college,male,white,6,3.0,4.0
1635,2017000277015,young-adult,college,female,white,6,3.0,4.0
1636,2017000277015,tenager,below-high,male,white,6,3.0,4.0
1637,2017000278021,adult,Bachelor,female,white,8,0.0,6.0
1638,2017000278021,adult,High-school,male,white,8,0.0,6.0
1639,2017000278021,tenager,college,female,white,8,0.0,6.0
1640,2017000278021,tenager,below-high,female,white,8,0.0,6.0
1641,2017000278021,tenager,below-high,female,white,8,0.0,6.0
1642,2017000278021,tenager,below-high,male,white,8,0.0,6.0
1643,2017000278135,adult,college,female,black,8,3.0,4.0
1644,2017000278135,tenager,below-high,female,black,8,3.0,4.0
1645,2017000278135,adult,High-school,male,black,8,3.0,4.0
1646,2017000278135,adult,college,male,white,8,3.0,4.0
1647,2017000278488,senior,college,male,white,6,2.0,2.0
1648,2017000278488,senior,High-school,female,white,6,2.0,2.0
1649,2017000278639,senior,below-high,male,white,7,1.0,1.0
1650,2017000279006,senior,college,male,white,4,1.0,1.0
1651,2017000279465,adult,college,male,black,8,2.0,4.0
1652,2017000279465,adult,college,male,white,8,2.0,4.0
1653,2017000279465,tenager,below-high,male,black,8,2.0,4.0
1654,2017000279465,tenager,below-high,female,black,8,2.0,4.0
1655,2017000279996,young-adult,High-school,female,native,4,1.0,1.0
1656,2017000280399,adult,college,male,white,5,2.0,2.0
1657,2017000280399,tenager,below-high,male,white,5,2.0,2.0
1658,2017000280665,adult,Bachelor,male,white,7,2.0,4.0
1659,2017000280665,adult,High-school,female,white,7,2.0,4.0
1660,2017000280665,tenager,below-high,female,white,7,2.0,4.0
1661,2017000280665,tenager,below-high,male,white,7,2.0,4.0
1662,2017000280690,adult,college,male,native,7,3.0,3.0
1663,2017000280690,young-adult,college,female,native,7,3.0,3.0
1664,2017000280690,child,below-high,female,native,7,3.0,3.0
1665,2017000281212,adult,Bachelor,female,white,10,3.0,2.0
1666,2017000281212,senior,Graduate,male,white,10,3.0,2.0
1667,2017000281447,adult,High-school,female,white,6,3.0,2.0
1668,2017000281447,senior,High-school,male,white,6,3.0,2.0
1669,2017000282278,adult,college,male,white,5,3.0,4.0
1670,2017000282278,adult,below-high,female,white,5,3.0,4.0
1671,2017000282278,young-adult,below-high,male,white,5,3.0,4.0
1672,2017000282278,tenager,below-high,female,white,5,3.0,4.0
1673,2017000282533,senior,High-school,female,white,3,2.0,2.0
1674,2017000282533,senior,High-school,male,white,3,2.0,2.0
1675,2017000282544,adult,below-high,male,native,2,1.0,3.0
1676,2017000282544,tenager,below-high,female,native,2,1.0,3.0
1677,2017000282544,tenager,below-high,female,native,2,1.0,3.0
1678,2017000282605,senior,High-school,female,white,2,2.0,2.0
1679,2017000282605,senior,High-school,male,white,2,2.0,2.0
1680,2017000283067,adult,High-school,male,native,5,2.0,2.0
1681,2017000283067,adult,college,female,white,5,2.0,2.0
1682,2017000284254,adult,Bachelor,female,white,10,2.0,4.0
1683,2017000284254,adult,Graduate,male,white,10,2.0,4.0
1684,2017000284254,child,below-high,female,white,10,2.0,4.0
1685,2017000284254,child,below-high,female,white,10,2.0,4.0
1686,2017000285095,senior,below-high,male,white,2,2.0,2.0
1687,2017000285095,senior,below-high,female,white,2,2.0,2.0
1688,2017000285301,senior,High-school,male,white,10,3.0,3.0
1689,2017000285301,senior,Graduate,female,white,10,3.0,3.0
1690,2017000285301,adult,Bachelor,male,white,10,3.0,3.0
1691,2017000286117,senior,college,female,white,5,1.0,1.0
1692,2017000286282,senior,High-school,male,white,8,2.0,2.0
1693,2017000286282,senior,college,female,white,8,2.0,2.0
1694,2017000287314,adult,Bachelor,male,black,7,2.0,4.0
1695,2017000287314,adult,High-school,female,white,7,2.0,4.0
1696,2017000287314,tenager,below-high,male,black,7,2.0,4.0
1697,2017000287314,child,below-high,male,black,7,2.0,4.0
1698,2017000287423,adult,High-school,female,white,4,2.0,2.0
1699,2017000287423,adult,High-school,male,white,4,2.0,2.0
1700,2017000287425,senior,High-school,male,white,4,2.0,2.0
1701,2017000287425,senior,college,female,white,4,2.0,2.0
1702,2017000287510,adult,High-school,male,white,5,2.0,1.0
1703,2017000288070,adult,college,female,white,6,2.0,2.0
1704,2017000288070,adult,below-high,male,white,6,2.0,2.0
1705,2017000288965,adult,college,male,white,4,1.0,1.0
1706,2017000289481,adult,college,female,native,8,3.0,4.0
1707,2017000289481,adult,college,male,white,8,3.0,4.0
1708,2017000289481,young-adult,Bachelor,female,native,8,3.0,4.0
1709,2017000289481,tenager,below-high,female,native,8,3.0,4.0
1710,2017000289651,adult,college,female,white,5,3.0,2.0
1711,2017000289651,adult,High-school,male,white,5,3.0,2.0
1712,2017000290214,adult,High-school,female,white,3,1.0,1.0
1713,2017000290552,young-adult,High-school,female,other,3,1.0,2.0
1714,2017000290552,child,below-high,female,other,3,1.0,2.0
1715,2017000291177,senior,college,male,white,5,2.0,2.0
1716,2017000291177,adult,college,female,white,5,2.0,2.0
1717,2017000291568,senior,Bachelor,male,white,8,3.0,2.0
1718,2017000291568,adult,college,female,white,8,3.0,2.0
1719,2017000293898,senior,High-school,male,white,4,2.0,1.0
1720,2017000294097,adult,Bachelor,female,white,8,2.0,2.0
1721,2017000294097,adult,college,male,white,8,2.0,2.0
1722,2017000294442,senior,college,female,white,4,1.0,1.0
1723,2017000294676,senior,college,male,white,9,3.0,4.0
1724,2017000294676,senior,High-school,female,white,9,3.0,4.0
1725,2017000294676,adult,college,male,white,9,3.0,4.0
1726,2017000294676,adult,High-school,male,white,9,3.0,4.0
1727,2017000295214,young-adult,college,female,native,2,0.0,7.0
1728,2017000295214,tenager,below-high,female,native,2,0.0,7.0
1729,2017000295214,tenager,below-high,male,native,2,0.0,7.0
1730,2017000295214,tenager,below-high,male,native,2,0.0,7.0
1731,2017000295214,tenager,below-high,male,native,2,0.0,7.0
1732,2017000295214,child,below-high,female,native,2,0.0,7.0
1733,2017000295214,child,below-high,female,native,2,0.0,7.0
1734,2017000295271,adult,High-school,male,white,6,3.0,2.0
1735,2017000295271,adult,High-school,female,white,6,3.0,2.0
1736,2017000295462,adult,High-school,male,white,2,1.0,1.0
1737,2017000295704,adult,Bachelor,female,white,6,3.0,4.0
1738,2017000295704,adult,college,male,white,6,3.0,4.0
1739,2017000295704,tenager,below-high,female,white,6,3.0,4.0
1740,2017000295704,tenager,below-high,female,white,6,3.0,4.0
1741,2017000296224,adult,Bachelor,female,white,8,3.0,2.0
1742,2017000296224,adult,college,female,white,8,3.0,2.0
1743,2017000297008,young-adult,college,female,white,3,1.0,1.0
1744,2017000297086,adult,High-school,female,white,8,3.0,5.0
1745,2017000297086,adult,High-school,male,white,8,3.0,5.0
1746,2017000297086,adult,college,male,white,8,3.0,5.0
1747,2017000297086,young-adult,college,female,white,8,3.0,5.0
1748,2017000297086,tenager,below-high,male,white,8,3.0,5.0
1749,2017000297241,young-adult,college,female,white,4,1.0,1.0
1750,2017000297285,adult,college,male,white,10,2.0,2.0
1751,2017000297285,adult,college,female,white,10,2.0,2.0
1752,2017000297423,adult,college,female,other,8,2.0,3.0
1753,2017000297423,adult,High-school,male,white,8,2.0,3.0
1754,2017000297423,child,below-high,female,white,8,2.0,3.0
1755,2017000298575,adult,High-school,male,white,10,3.0,2.0
1756,2017000298575,adult,High-school,male,white,10,3.0,2.0
1757,2017000298816,adult,Graduate,female,white,8,2.0,3.0
1758,2017000298816,adult,Graduate,male,white,8,2.0,3.0
1759,2017000298816,child,below-high,female,white,8,2.0,3.0
1760,2017000300139,senior,college,female,white,6,0.0,1.0
1761,2017000300700,senior,High-school,female,white,2,1.0,1.0
1762,2017000301547,adult,Bachelor,female,white,7,3.0,5.0
1763,2017000301547,adult,Graduate,male,white,7,3.0,5.0
1764,2017000301547,tenager,below-high,male,white,7,3.0,5.0
1765,2017000301547,tenager,below-high,female,white,7,3.0,5.0
1766,2017000301547,tenager,below-high,male,white,7,3.0,5.0
1767,2017000301644,adult,college,male,white,5,2.0,2.0
1768,2017000301644,tenager,below-high,male,white,5,2.0,2.0
1769,2017000301787,adult,High-school,female,white,5,1.0,1.0
1770,2017000302585,adult,Graduate,male,white,7,2.0,5.0
1771,2017000302585,adult,Bachelor,female,white,7,2.0,5.0
1772,2017000302585,tenager,below-high,female,white,7,2.0,5.0
1773,2017000302585,tenager,below-high,female,white,7,2.0,5.0
1774,2017000302585,tenager,below-high,male,white,7,2.0,5.0
1775,2017000302894,senior,below-high,female,white,2,1.0,1.0
1776,2017000302895,adult,college,female,native,2,2.0,9.0
1777,2017000302895,young-adult,below-high,male,native,2,2.0,9.0
1778,2017000302895,tenager,below-high,male,native,2,2.0,9.0
1779,2017000302895,tenager,below-high,female,native,2,2.0,9.0
1780,2017000302895,tenager,below-high,female,native,2,2.0,9.0
1781,2017000302895,tenager,below-high,female,native,2,2.0,9.0
1782,2017000302895,child,below-high,female,native,2,2.0,9.0
1783,2017000302895,child,below-high,female,native,2,2.0,9.0
1784,2017000302895,adult,High-school,male,native,2,2.0,9.0
1785,2017000304118,adult,Bachelor,male,white,5,2.0,4.0
1786,2017000304118,adult,Bachelor,female,white,5,2.0,4.0
1787,2017000304118,child,below-high,male,white,5,2.0,4.0
1788,2017000304118,child,below-high,female,white,5,2.0,4.0
1789,2017000304459,senior,college,male,white,7,2.0,2.0
1790,2017000304459,senior,High-school,female,white,7,2.0,2.0
1791,2017000304539,adult,Bachelor,male,white,8,2.0,4.0
1792,2017000304539,adult,Graduate,female,white,8,2.0,4.0
1793,2017000304539,child,below-high,male,white,8,2.0,4.0
1794,2017000304539,child,below-high,male,white,8,2.0,4.0
1795,2017000304855,senior,High-school,male,white,5,2.0,2.0
1796,2017000304855,adult,High-school,female,white,5,2.0,2.0
1797,2017000305039,senior,High-school,female,white,2,1.0,1.0
1798,2017000306021,adult,college,male,white,7,1.0,3.0
1799,2017000306021,adult,High-school,female,white,7,1.0,3.0
1800,2017000306021,young-adult,High-school,female,white,7,1.0,3.0
1801,2017000306097,young-adult,High-school,female,white,5,1.0,4.0
1802,2017000306097,child,below-high,male,white,5,1.0,4.0
1803,2017000306097,child,below-high,female,white,5,1.0,4.0
1804,2017000306097,young-adult,High-school,male,white,5,1.0,4.0
1805,2017000306258,senior,college,female,white,6,1.0,1.0
1806,2017000306949,senior,below-high,male,white,4,2.0,1.0
1807,2017000307701,adult,High-school,male,white,5,1.0,1.0
1808,2017000307886,senior,Graduate,female,native,2,0.0,2.0
1809,2017000307886,tenager,below-high,male,native,2,0.0,2.0
1810,2017000308324,senior,college,male,white,5,2.0,2.0
1811,2017000308324,senior,Bachelor,female,white,5,2.0,2.0
1812,2017000308928,adult,High-school,male,white,5,2.0,1.0
1813,2017000309059,adult,college,female,white,8,1.0,1.0
1814,2017000309116,senior,High-school,female,white,7,3.0,2.0
1815,2017000309116,adult,college,male,white,7,3.0,2.0
1816,2017000309856,adult,college,female,white,7,3.0,2.0
1817,2017000309856,senior,college,male,white,7,3.0,2.0
1818,2017000310970,adult,college,female,white,4,2.0,1.0
1819,2017000311094,senior,High-school,female,white,3,1.0,1.0
1820,2017000311541,senior,High-school,female,white,8,2.0,2.0
1821,2017000311541,senior,High-school,male,white,8,2.0,2.0
1822,2017000311574,senior,High-school,male,white,2,0.0,1.0
1823,2017000311646,adult,High-school,male,white,7,2.0,4.0
1824,2017000311646,adult,Bachelor,female,white,7,2.0,4.0
1825,2017000311646,child,below-high,female,white,7,2.0,4.0
1826,2017000311646,child,below-high,male,white,7,2.0,4.0
1827,2017000312237,adult,Graduate,male,white,6,1.0,1.0
1828,2017000312814,senior,High-school,female,white,6,2.0,2.0
1829,2017000312814,senior,High-school,male,white,6,2.0,2.0
1830,2017000312961,adult,High-school,female,white,7,3.0,7.0
1831,2017000312961,adult,college,male,white,7,3.0,7.0
1832,2017000312961,tenager,below-high,male,white,7,3.0,7.0
1833,2017000312961,tenager,below-high,male,white,7,3.0,7.0
1834,2017000312961,tenager,below-high,female,white,7,3.0,7.0
1835,2017000312961,child,below-high,male,white,7,3.0,7.0
1836,2017000312961,child,below-high,male,white,7,3.0,7.0
1837,2017000313202,adult,High-school,female,white,8,3.0,2.0
1838,2017000313202,adult,college,male,white,8,3.0,2.0
1839,2017000313413,senior,college,female,white,3,1.0,1.0
1840,2017000313482,senior,Bachelor,female,white,6,2.0,2.0
1841,2017000313482,senior,Graduate,male,white,6,2.0,2.0
1842,2017000314175,adult,Graduate,male,white,10,3.0,3.0
1843,2017000314175,adult,Graduate,female,white,10,3.0,3.0
1844,2017000314175,tenager,below-high,male,white,10,3.0,3.0
1845,2017000314245,adult,college,female,white,6,1.0,1.0
1846,2017000314554,senior,college,male,white,8,3.0,2.0
1847,2017000314554,senior,college,female,white,8,3.0,2.0
1848,2017000314580,adult,High-school,male,white,8,3.0,5.0
1849,2017000314580,adult,High-school,female,white,8,3.0,5.0
1850,2017000314580,tenager,below-high,male,white,8,3.0,5.0
1851,2017000314580,tenager,below-high,male,white,8,3.0,5.0
1852,2017000314580,tenager,below-high,male,white,8,3.0,5.0
1853,2017000314844,senior,college,female,white,5,2.0,2.0
1854,2017000314844,senior,High-school,male,white,5,2.0,2.0
1855,2017000315443,senior,High-school,male,white,6,2.0,2.0
1856,2017000315443,senior,High-school,female,white,6,2.0,2.0
1857,2017000315472,adult,High-school,male,white,4,1.0,1.0
1858,2017000315765,adult,High-school,female,white,3,1.0,4.0
1859,2017000315765,tenager,below-high,male,white,3,1.0,4.0
1860,2017000315765,tenager,below-high,female,white,3,1.0,4.0
1861,2017000315765,tenager,below-high,female,white,3,1.0,4.0
1862,2017000316558,adult,college,male,white,7,2.0,2.0
1863,2017000316558,adult,college,female,white,7,2.0,2.0
1864,2017000316689,young-adult,college,male,white,5,1.0,2.0
1865,2017000316689,young-adult,below-high,female,white,5,1.0,2.0
1866,2017000316729,young-adult,college,male,white,7,3.0,3.0
1867,2017000316729,young-adult,college,female,white,7,3.0,3.0
1868,2017000316729,young-adult,High-school,male,white,7,3.0,3.0
1869,2017000316776,senior,High-school,male,white,5,2.0,2.0
1870,2017000316776,senior,college,female,white,5,2.0,2.0
1871,2017000316832,senior,Bachelor,male,white,6,2.0,2.0
1872,2017000316832,senior,college,female,white,6,2.0,2.0
1873,2017000316981,senior,Graduate,male,white,6,2.0,2.0
1874,2017000316981,senior,Bachelor,female,white,6,2.0,2.0
1875,2017000317360,adult,Graduate,male,white,6,2.0,2.0
1876,2017000317360,young-adult,Bachelor,female,white,6,2.0,2.0
1877,2017000317488,adult,college,male,white,5,3.0,2.0
1878,2017000317488,adult,college,female,white,5,3.0,2.0
1879,2017000317538,adult,college,male,white,5,2.0,2.0
1880,2017000317538,senior,High-school,female,white,5,2.0,2.0
1881,2017000317721,senior,High-school,male,white,5,1.0,1.0
1882,2017000318072,adult,Bachelor,female,white,5,1.0,1.0
1883,2017000319002,adult,Graduate,female,other,7,2.0,5.0
1884,2017000319002,tenager,below-high,male,other,7,2.0,5.0
1885,2017000319002,tenager,below-high,female,other,7,2.0,5.0
1886,2017000319002,tenager,below-high,female,other,7,2.0,5.0
1887,2017000319002,adult,Graduate,male,other,7,2.0,5.0
1888,2017000319770,adult,Bachelor,female,white,9,3.0,4.0
1889,2017000319770,adult,college,male,white,9,3.0,4.0
1890,2017000319770,young-adult,college,male,white,9,3.0,4.0
1891,2017000319770,tenager,High-school,male,white,9,3.0,4.0
1892,2017000320885,senior,college,female,white,6,1.0,1.0
1893,2017000320904,adult,High-school,male,white,7,3.0,4.0
1894,2017000320904,adult,college,female,white,7,3.0,4.0
1895,2017000320904,tenager,below-high,female,white,7,3.0,4.0
1896,2017000320904,child,below-high,male,white,7,3.0,4.0
1897,2017000321027,adult,High-school,male,white,5,2.0,1.0
1898,2017000321408,senior,college,female,white,5,1.0,3.0
1899,2017000321408,senior,High-school,male,white,5,1.0,3.0
1900,2017000321408,senior,below-high,female,white,5,1.0,3.0
1901,2017000321619,senior,High-school,male,white,4,2.0,1.0
1902,2017000321708,senior,High-school,female,white,6,3.0,1.0
1903,2017000321792,adult,High-school,male,white,4,1.0,1.0
1904,2017000321848,senior,college,male,white,3,2.0,1.0
1905,2017000321875,senior,college,female,white,8,3.0,2.0
1906,2017000321875,senior,college,male,white,8,3.0,2.0
1907,2017000322408,senior,college,female,white,2,1.0,1.0
1908,2017000322961,senior,High-school,male,white,6,2.0,1.0
1909,2017000322980,adult,college,female,native,4,1.0,5.0
1910,2017000322980,tenager,below-high,female,native,4,1.0,5.0
1911,2017000322980,tenager,below-high,female,native,4,1.0,5.0
1912,2017000322980,tenager,below-high,male,native,4,1.0,5.0
1913,2017000322980,adult,college,male,native,4,1.0,5.0
1914,2017000323063,adult,Bachelor,male,white,7,2.0,3.0
1915,2017000323063,adult,college,female,white,7,2.0,3.0
1916,2017000323063,child,below-high,male,white,7,2.0,3.0
1917,2017000323189,adult,High-school,male,white,6,2.0,3.0
1918,2017000323189,tenager,below-high,female,white,6,2.0,3.0
1919,2017000323189,adult,below-high,female,white,6,2.0,3.0
1920,2017000323411,adult,Bachelor,male,white,7,1.0,4.0
1921,2017000323411,adult,Bachelor,female,white,7,1.0,4.0
1922,2017000323411,tenager,below-high,male,white,7,1.0,4.0
1923,2017000323411,tenager,below-high,female,white,7,1.0,4.0
1924,2017000323652,adult,below-high,female,native,2,0.0,7.0
1925,2017000323652,tenager,below-high,female,native,2,0.0,7.0
1926,2017000323652,tenager,below-high,male,native,2,0.0,7.0
1927,2017000323652,tenager,below-high,male,native,2,0.0,7.0
1928,2017000323652,adult,below-high,female,native,2,0.0,7.0
1929,2017000323652,child,below-high,male,native,2,0.0,7.0
1930,2017000323652,adult,High-school,female,native,2,0.0,7.0
1931,2017000324092,adult,High-school,male,white,5,1.0,1.0
1932,2017000325064,senior,Bachelor,female,white,5,1.0,1.0
1933,2017000325244,adult,college,female,white,9,3.0,4.0
1934,2017000325244,adult,college,male,white,9,3.0,4.0
1935,2017000325244,tenager,below-high,male,white,9,3.0,4.0
1936,2017000325244,tenager,below-high,male,white,9,3.0,4.0
1937,2017000326105,adult,Bachelor,female,native,8,1.0,2.0
1938,2017000326105,adult,college,male,native,8,1.0,2.0
1939,2017000327906,adult,Graduate,female,native,8,1.0,2.0
1940,2017000327906,adult,Bachelor,female,white,8,1.0,2.0
1941,2017000328494,senior,college,male,white,6,3.0,2.0
1942,2017000328494,senior,college,female,white,6,3.0,2.0
1943,2017000328759,adult,High-school,female,white,6,3.0,3.0
1944,2017000328759,senior,High-school,male,white,6,3.0,3.0
1945,2017000328759,senior,college,female,white,6,3.0,3.0
1946,2017000329465,senior,Graduate,male,white,8,2.0,2.0
1947,2017000329465,senior,college,female,white,8,2.0,2.0
1948,2017000329506,adult,Graduate,male,white,8,2.0,4.0
1949,2017000329506,adult,Bachelor,female,white,8,2.0,4.0
1950,2017000329506,child,below-high,female,white,8,2.0,4.0
1951,2017000329506,child,below-high,female,white,8,2.0,4.0
1952,2017000329510,senior,Bachelor,female,other,5,3.0,3.0
1953,2017000329510,young-adult,Bachelor,female,white,5,3.0,3.0
1954,2017000329510,senior,Graduate,male,white,5,3.0,3.0
1955,2017000329967,adult,below-high,female,white,6,3.0,5.0
1956,2017000329967,adult,college,male,white,6,3.0,5.0
1957,2017000329967,tenager,below-high,female,white,6,3.0,5.0
1958,2017000329967,tenager,below-high,female,white,6,3.0,5.0
1959,2017000329967,tenager,below-high,female,white,6,3.0,5.0
1960,2017000330025,senior,Bachelor,male,white,6,2.0,2.0
1961,2017000330025,senior,college,female,white,6,2.0,2.0
1962,2017000330807,adult,High-school,male,white,6,2.0,2.0
1963,2017000330807,senior,High-school,female,white,6,2.0,2.0
1964,2017000331357,adult,college,female,white,7,2.0,4.0
1965,2017000331357,adult,Bachelor,male,white,7,2.0,4.0
1966,2017000331357,child,below-high,female,white,7,2.0,4.0
1967,2017000331357,child,below-high,male,white,7,2.0,4.0
1968,2017000331400,adult,college,male,white,8,3.0,6.0
1969,2017000331400,child,below-high,male,white,8,3.0,6.0
1970,2017000331400,child,below-high,male,white,8,3.0,6.0
1971,2017000331400,tenager,below-high,female,white,8,3.0,6.0
1972,2017000331400,child,below-high,female,white,8,3.0,6.0
1973,2017000331400,adult,High-school,female,white,8,3.0,6.0
1974,2017000332436,senior,college,male,white,6,2.0,2.0
1975,2017000332436,senior,High-school,female,white,6,2.0,2.0
1976,2017000332718,adult,High-school,male,white,2,1.0,2.0
1977,2017000332718,adult,High-school,female,white,2,1.0,2.0
1978,2017000334118,adult,college,male,white,6,3.0,5.0
1979,2017000334118,adult,Graduate,female,white,6,3.0,5.0
1980,2017000334118,tenager,below-high,male,white,6,3.0,5.0
1981,2017000334118,tenager,below-high,male,white,6,3.0,5.0
1982,2017000334118,tenager,below-high,male,white,6,3.0,5.0
1983,2017000334492,senior,college,male,white,7,2.0,2.0
1984,2017000334492,senior,below-high,female,white,7,2.0,2.0
1985,2017000334611,senior,High-school,male,white,9,3.0,2.0
1986,2017000334611,adult,Bachelor,female,white,9,3.0,2.0
1987,2017000335776,adult,High-school,female,white,6,2.0,2.0
1988,2017000335776,senior,High-school,male,white,6,2.0,2.0
1989,2017000335814,adult,college,male,white,7,3.0,5.0
1990,2017000335814,adult,college,female,white,7,3.0,5.0
1991,2017000335814,tenager,college,female,white,7,3.0,5.0
1992,2017000335814,tenager,below-high,female,white,7,3.0,5.0
1993,2017000335814,tenager,below-high,female,white,7,3.0,5.0
1994,2017000335861,senior,High-school,male,white,2,2.0,1.0
1995,2017000340089,senior,college,female,native,8,0.0,6.0
1996,2017000340089,adult,below-high,female,native,8,0.0,6.0
1997,2017000340089,adult,below-high,female,native,8,0.0,6.0
1998,2017000340089,adult,High-school,male,native,8,0.0,6.0
1999,2017000340089,young-adult,below-high,male,native,8,0.0,6.0
2000,2017000340089,tenager,below-high,female,native,8,0.0,6.0
2001,2017000340107,young-adult,High-school,female,white,4,3.0,3.0
2002,2017000340107,young-adult,High-school,male,white,4,3.0,3.0
2003,2017000340107,child,below-high,male,white,4,3.0,3.0
2004,2017000340142,adult,college,female,white,8,3.0,3.0
2005,2017000340142,adult,High-school,male,white,8,3.0,3.0
2006,2017000340142,child,below-high,female,white,8,3.0,3.0
2007,2017000340363,senior,Graduate,male,white,5,1.0,1.0
2008,2017000340623,senior,High-school,female,white,10,0.0,1.0
2009,2017000340686,adult,college,male,other,2,0.0,1.0
2010,2017000341411,senior,High-school,female,white,4,0.0,1.0
2011,2017000341803,adult,High-school,female,white,7,2.0,2.0
2012,2017000341803,adult,High-school,male,white,7,2.0,2.0
2013,2017000341828,adult,High-school,female,white,6,2.0,4.0
2014,2017000341828,tenager,below-high,female,white,6,2.0,4.0
2015,2017000341828,child,below-high,female,white,6,2.0,4.0
2016,2017000341828,tenager,below-high,female,white,6,2.0,4.0
2017,2017000341943,senior,High-school,female,white,4,1.0,1.0
2018,2017000342095,adult,Bachelor,female,white,8,1.0,3.0
2019,2017000342095,tenager,below-high,male,white,8,1.0,3.0
2020,2017000342095,tenager,below-high,male,white,8,1.0,3.0
