,race,age,gender
229276,black,child,male
275326,white,adult,male
1001095,asian,senior,female
1073849,other,tenager,male
427963,white,adult,male
493545,asian,adult,male
1339987,white,adult,female
362919,asian,adult,male
1633133,white,senior,female
992823,other,adult,female
1016425,white,adult,male
630625,white,adult,male
1540037,white,adult,female
722267,other,adult,male
1089937,other,adult,male
1635055,white,adult,female
1811237,white,adult,male
1525732,other,senior,female
327960,white,senior,female
834816,asian,young-adult,female
792651,white,adult,female
134131,asian,adult,female
1682924,white,child,female
1490214,white,senior,female
1562117,white,senior,female
1756713,other,adult,female
30811,other,tenager,female
1297060,asian,young-adult,female
84461,asian,senior,male
1409520,other,tenager,male
526519,asian,adult,male
1512011,white,young-adult,female
466229,white,child,female
96204,white,senior,male
338104,white,senior,female
840304,white,young-adult,male
546880,asian,senior,male
1687447,other,tenager,female
1422221,black,tenager,male
733053,white,senior,female
1225011,other,adult,female
563747,white,adult,female
1876397,white,senior,male
1877256,white,adult,female
258231,other,senior,female
1784612,white,adult,female
639781,white,adult,male
484839,white,adult,female
997865,other,tenager,female
1099463,white,adult,female
256695,white,adult,female
1781555,white,child,male
33594,white,adult,female
1210185,white,tenager,female
477423,native,adult,female
1292704,other,tenager,male
1721476,black,adult,male
1100883,white,child,female
1348438,white,young-adult,male
1523596,white,tenager,female
1337563,white,adult,male
1295,white,adult,female
1005045,other,adult,male
790530,other,adult,male
698572,white,young-adult,female
1614555,white,adult,male
1838418,other,senior,male
961145,white,senior,female
1705796,white,child,male
972861,white,adult,male
1409293,other,adult,female
1626423,other,adult,male
201213,other,child,female
1679612,white,young-adult,female
1685365,black,senior,female
1651186,white,tenager,male
773292,white,senior,male
1516968,white,young-adult,male
1312731,white,tenager,female
1858485,asian,adult,male
1150656,white,senior,female
1661002,white,senior,female
797179,black,tenager,male
1333235,white,adult,male
357320,white,senior,male
1405553,other,tenager,female
343374,other,adult,female
1045835,white,adult,male
1672611,white,child,female
1693042,white,adult,male
1656431,white,adult,female
1631568,black,adult,male
1823186,other,adult,female
1768795,white,senior,female
1046816,other,tenager,male
1450613,white,adult,male
91851,white,adult,female
289640,other,adult,female
810576,white,child,male
1662474,white,child,male
1711013,black,tenager,female
772714,white,tenager,female
1770370,white,senior,female
880049,other,adult,female
1224045,black,adult,female
359848,white,tenager,male
877392,white,tenager,female
237849,other,adult,male
744205,white,tenager,female
215628,asian,senior,female
1753627,white,adult,female
429478,other,tenager,male
423926,white,tenager,female
871742,white,adult,female
824886,native,adult,female
135292,other,adult,female
1047631,white,senior,male
680970,white,tenager,male
1282328,white,adult,male
80154,white,senior,male
1454956,other,tenager,female
459218,white,tenager,female
645783,black,child,male
7700,white,tenager,female
1462859,white,adult,male
428661,white,adult,male
1647087,white,child,male
1194511,white,child,male
1875415,white,senior,male
212330,white,adult,female
1509225,black,adult,male
857830,other,young-adult,female
208919,other,tenager,male
1238129,white,tenager,female
76281,pacific-islander,adult,female
685797,white,adult,female
4536,white,adult,male
119275,white,tenager,male
1361497,asian,senior,female
1858088,white,child,male
255958,white,adult,female
1485142,white,senior,female
1274999,white,adult,male
371587,white,tenager,male
518492,white,senior,male
1063868,native,tenager,male
723211,black,adult,female
1157942,white,adult,male
1031016,other,adult,female
915639,white,adult,female
824563,other,adult,male
779434,white,adult,male
1475219,white,adult,male
1423594,white,adult,female
1809956,asian,tenager,male
274567,white,adult,male
898390,white,child,male
53295,white,senior,male
511419,asian,adult,male
356059,asian,senior,female
1030594,white,child,male
1037997,white,tenager,male
894233,asian,senior,female
1462803,other,adult,male
839449,white,tenager,female
1216523,asian,young-adult,male
1696545,white,senior,male
140196,other,adult,male
1547266,white,child,male
1706875,other,tenager,female
528758,white,tenager,female
897118,white,adult,male
464152,black,adult,male
1326226,asian,child,male
1065068,black,tenager,male
1727764,asian,adult,female
738904,white,adult,female
1387326,white,adult,male
1646602,white,tenager,female
1013710,white,senior,female
29490,white,tenager,male
250612,white,adult,female
736614,other,tenager,female
716365,white,senior,female
1274060,asian,adult,female
619715,white,senior,female
1290861,white,adult,male
1583054,white,adult,female
844786,asian,adult,male
615680,white,adult,female
1080523,white,adult,male
1375235,white,young-adult,female
1254917,white,adult,female
750613,white,adult,male
2943,white,senior,female
113008,white,adult,male
18679,asian,tenager,male
966281,white,adult,male
134828,white,tenager,male
1661842,other,tenager,female
765845,asian,tenager,female
536471,white,young-adult,male
1159206,white,adult,male
524943,white,tenager,female
751662,white,child,female
684308,white,adult,female
611758,white,senior,male
1134416,asian,young-adult,male
320397,white,child,female
600497,white,senior,female
890547,white,tenager,female
281962,white,young-adult,male
1403056,other,adult,male
839991,other,tenager,male
1226459,white,adult,female
1300577,asian,young-adult,female
1307067,white,adult,male
640514,asian,child,female
1510545,white,young-adult,male
500362,white,adult,female
1809897,white,adult,male
1113615,white,young-adult,female
708516,white,tenager,female
1718260,white,adult,male
82507,white,tenager,male
768851,other,adult,male
1313891,white,young-adult,male
945748,other,child,female
1017702,other,adult,male
167294,white,adult,female
1812279,white,adult,female
685211,white,senior,female
473486,other,child,male
1112015,white,adult,female
1607382,white,adult,female
453314,white,adult,female
812783,white,tenager,male
1257821,other,adult,male
256171,white,senior,male
329937,asian,tenager,male
648855,white,adult,female
1668966,other,child,female
584132,asian,tenager,male
1677403,white,child,male
755723,white,adult,male
1379150,white,young-adult,female
394893,asian,adult,female
1563356,asian,adult,male
824294,white,child,female
1382548,asian,tenager,female
553259,asian,adult,male
767564,asian,young-adult,female
1350639,white,adult,female
1463320,white,adult,male
342319,white,adult,male
1180708,white,adult,female
834241,other,adult,female
485770,white,adult,male
525613,white,adult,female
720382,white,senior,female
1355946,white,young-adult,male
324520,native,young-adult,male
804800,white,senior,male
1716862,asian,adult,female
1282859,white,adult,female
167298,other,child,female
77405,other,senior,female
1230658,black,child,female
266916,white,young-adult,male
1379289,white,tenager,female
1753639,other,senior,female
1493967,native,adult,female
768018,white,senior,male
993130,asian,child,female
367702,white,adult,female
1309368,other,child,female
695210,white,adult,female
1684974,asian,adult,female
101905,white,young-adult,male
1171477,asian,tenager,male
363663,asian,adult,male
1229587,black,senior,female
346802,white,tenager,male
1024226,white,senior,female
320423,white,senior,male
442208,white,adult,female
1437860,black,adult,female
862699,asian,adult,male
488991,white,child,female
810212,white,senior,female
1443485,white,senior,female
316211,other,tenager,male
510704,white,adult,female
274456,white,senior,female
590482,black,tenager,male
84055,asian,senior,female
234905,white,adult,female
1231166,white,young-adult,female
1397169,white,adult,female
658362,white,adult,female
1769444,white,senior,female
1717061,white,adult,male
332628,other,adult,female
1185699,white,adult,female
1736226,other,tenager,female
573574,white,tenager,female
374987,white,senior,female
1517494,white,adult,male
837226,native,child,female
1385918,white,adult,female
355274,asian,adult,male
1718791,asian,adult,female
107070,asian,senior,female
1240496,black,tenager,male
1051346,white,adult,female
844258,other,adult,male
546958,white,tenager,female
28698,white,young-adult,female
831422,asian,adult,male
1286889,other,tenager,male
723550,asian,senior,male
1186199,white,adult,male
1562868,asian,tenager,male
1636385,asian,tenager,male
79434,other,tenager,female
1690883,other,adult,female
1282773,white,adult,female
1815709,asian,senior,female
1095754,white,young-adult,female
1149666,white,tenager,female
1338548,white,tenager,female
1288715,asian,adult,male
1366935,asian,adult,female
147213,white,adult,female
364002,asian,child,female
384873,white,adult,male
832143,other,young-adult,male
610828,white,senior,female
437166,white,tenager,female
987329,other,adult,female
766870,white,adult,male
75446,white,adult,male
176898,black,child,female
294958,other,adult,male
1860515,white,adult,female
1213515,asian,tenager,female
1828944,other,adult,female
1516481,asian,tenager,female
281278,white,senior,female
234030,other,adult,male
763786,white,tenager,female
771080,white,tenager,female
977458,white,senior,male
858564,asian,young-adult,male
810271,asian,tenager,male
1579664,white,senior,female
1063632,other,tenager,female
184981,white,adult,male
288758,white,adult,female
877844,white,senior,male
1379923,white,young-adult,male
23291,white,tenager,female
1099353,white,senior,male
1534831,white,adult,male
513571,white,child,male
273768,asian,child,male
763383,white,tenager,male
1878548,other,adult,female
406949,white,adult,female
643950,black,tenager,female
522675,asian,tenager,female
1586393,white,adult,female
1814881,white,tenager,female
935019,white,adult,female
852116,white,adult,male
1337914,white,adult,male
942060,white,adult,male
1075221,other,adult,male
33180,white,young-adult,female
296843,white,adult,female
471772,asian,adult,male
989072,white,adult,male
1447151,white,adult,male
937092,black,child,male
208821,asian,adult,male
452846,white,adult,female
353462,white,senior,male
403148,other,adult,female
213028,native,adult,male
824916,white,young-adult,female
757497,white,senior,female
37974,white,young-adult,male
1040139,other,child,male
1340823,white,adult,male
1828687,black,adult,female
646593,white,adult,male
1064815,white,tenager,female
1463318,white,adult,female
218249,asian,adult,female
1743198,asian,senior,male
696624,white,adult,male
78870,native,adult,female
1778490,asian,child,female
1514608,white,tenager,female
1532304,asian,adult,male
1433733,asian,young-adult,male
234762,other,adult,female
1148007,white,senior,female
565634,other,tenager,female
1634418,white,adult,male
673125,white,tenager,male
1725870,asian,adult,male
824728,white,tenager,male
253729,white,tenager,male
552404,white,senior,male
839396,asian,adult,male
809063,white,senior,male
107820,asian,adult,female
1299165,white,senior,female
1056818,asian,adult,male
1865923,asian,adult,male
1235844,white,tenager,female
1237476,black,senior,female
1527557,other,tenager,male
1064874,other,adult,female
54707,other,tenager,male
113951,asian,adult,male
1416919,white,adult,male
496542,white,adult,female
1687074,white,senior,male
525553,white,adult,female
1383117,white,adult,female
1537255,other,adult,female
1778277,asian,tenager,male
1265218,other,adult,female
250807,white,adult,female
1017902,white,adult,male
403309,white,adult,female
1734428,asian,adult,female
1357106,asian,adult,male
1373845,native,adult,female
1881561,white,young-adult,female
159012,other,young-adult,female
68690,asian,tenager,male
419980,white,adult,female
1246798,white,tenager,male
1800503,white,tenager,male
1214227,native,adult,male
1218135,white,young-adult,male
1410067,white,tenager,male
1466073,white,senior,male
1469698,white,senior,female
104662,white,adult,male
1628633,black,adult,female
1839644,white,tenager,female
1537356,other,young-adult,male
968974,other,tenager,female
750185,asian,adult,female
1730578,white,tenager,male
197730,white,young-adult,female
1327979,other,senior,female
1392225,asian,senior,male
999577,white,tenager,female
1851378,asian,adult,male
1880861,white,tenager,female
187448,white,child,male
1582705,asian,adult,female
1527702,other,adult,male
1398769,other,senior,male
389756,white,senior,female
777526,other,senior,male
657301,asian,adult,female
364467,asian,adult,male
1835518,white,senior,female
389028,other,tenager,female
824991,other,senior,male
195518,asian,adult,male
571953,white,tenager,male
906603,white,young-adult,female
1664274,white,adult,male
719425,white,adult,female
1161701,white,adult,female
1592083,white,tenager,female
1476837,white,adult,male
1504932,white,tenager,female
944818,white,senior,male
840102,asian,senior,female
1539718,other,adult,male
1718112,white,adult,male
120338,white,tenager,male
447956,white,adult,female
213560,other,tenager,female
1783814,white,young-adult,male
981721,native,young-adult,male
1181677,black,tenager,female
383293,white,adult,male
793914,white,tenager,male
663504,white,senior,male
1449791,other,adult,male
960811,white,adult,female
1218679,white,senior,female
492069,asian,senior,male
474011,white,senior,female
1582970,other,tenager,female
1608631,white,senior,male
318694,white,senior,female
657954,white,tenager,male
1532121,white,senior,female
331550,white,adult,male
114220,asian,tenager,male
1800528,white,senior,male
801095,white,young-adult,male
1252520,white,young-adult,female
386518,white,adult,female
964056,white,senior,female
764855,white,adult,female
184855,white,tenager,male
1500843,white,senior,female
942494,white,adult,female
675019,asian,adult,female
1049200,white,adult,female
268267,white,adult,female
479454,white,adult,male
1282705,asian,senior,male
720436,white,senior,female
49369,native,senior,female
970830,white,tenager,female
1248202,white,young-adult,female
759156,asian,tenager,female
367138,white,adult,male
381443,other,young-adult,female
1484975,pacific-islander,adult,female
1457284,white,senior,male
1420209,white,adult,male
2381,asian,senior,male
112179,white,tenager,male
731587,black,tenager,female
705471,white,adult,male
177565,white,senior,female
1241619,white,adult,female
199679,asian,adult,female
577977,white,adult,female
800675,white,young-adult,male
1511157,white,adult,male
371747,asian,young-adult,male
1235372,asian,adult,female
1544726,white,adult,female
574179,other,adult,male
171399,white,young-adult,male
1332209,asian,senior,male
1842898,white,child,male
960636,white,senior,male
348485,asian,adult,male
63515,white,adult,female
1333954,white,senior,female
131234,white,young-adult,male
778552,white,senior,female
639430,white,tenager,female
1682096,white,adult,female
1323652,asian,adult,male
161135,white,adult,female
1293242,white,senior,female
291661,other,adult,female
1150173,asian,adult,female
1569978,white,young-adult,female
589675,white,adult,female
164333,white,adult,female
63552,white,adult,male
719218,other,tenager,male
958385,white,adult,female
441807,white,adult,male
749116,white,adult,male
1145178,white,adult,male
238381,white,senior,female
661806,asian,adult,female
995747,white,adult,male
1192356,black,adult,female
1403081,white,senior,female
1149271,other,adult,female
182165,black,child,male
97152,white,child,female
72819,white,senior,female
1653848,pacific-islander,tenager,male
963854,black,adult,male
1124688,black,adult,male
123561,black,adult,male
1838109,asian,adult,male
1604535,other,tenager,male
1094986,white,senior,female
69137,white,adult,female
143515,asian,young-adult,female
316009,white,adult,female
814274,asian,young-adult,male
93259,black,adult,female
637144,white,young-adult,male
1509632,asian,adult,male
1680534,white,adult,male
1471546,other,senior,female
1273204,other,senior,male
1545250,asian,adult,female
1592755,asian,adult,male
961352,white,young-adult,female
518154,asian,senior,male
1027980,white,senior,male
412811,asian,senior,female
736290,other,adult,female
1434480,white,senior,female
1055077,white,adult,female
1367962,white,adult,male
831790,other,adult,female
1887384,asian,adult,female
587307,other,tenager,female
1183768,white,adult,female
494451,white,adult,female
1182688,asian,senior,male
1667317,white,tenager,female
1303347,white,child,male
489900,white,adult,male
1708417,white,child,female
1835927,white,adult,female
1328602,white,child,female
1125677,white,adult,male
766644,other,tenager,female
96540,asian,adult,male
1389351,white,adult,male
1825744,white,tenager,male
1098556,white,senior,female
1261105,white,tenager,female
1612723,asian,senior,female
141079,white,young-adult,female
1109124,other,adult,female
1103829,white,young-adult,male
1650526,white,young-adult,male
1348775,asian,senior,female
1434527,white,adult,male
460465,other,child,female
768657,other,adult,female
89272,asian,adult,female
976415,white,tenager,female
850003,white,adult,male
1186509,asian,senior,female
1522694,black,senior,female
457879,white,senior,female
117029,white,adult,male
788094,white,adult,female
882275,other,young-adult,male
1600301,white,adult,female
755244,asian,tenager,male
1387818,white,adult,female
1733636,asian,adult,male
1134597,white,young-adult,female
991183,white,young-adult,male
1151721,white,adult,female
97594,asian,adult,female
1553964,white,adult,female
1563311,asian,senior,female
1428904,white,senior,male
1583318,black,adult,female
1768717,other,adult,female
1526674,white,tenager,female
230916,white,child,female
1151982,white,senior,female
1759066,black,adult,female
987527,other,tenager,male
1454856,white,child,male
1087117,black,senior,female
388365,white,senior,male
128737,white,adult,female
1422937,white,tenager,male
835071,other,tenager,male
181608,white,tenager,female
731358,white,adult,female
1827596,white,adult,female
1278005,asian,adult,male
1218065,white,adult,female
1021127,white,senior,female
609082,native,tenager,male
1456980,white,adult,male
346063,other,adult,male
246636,white,adult,male
1829293,white,adult,female
846090,white,tenager,male
1264155,white,tenager,female
1675466,asian,child,female
1458938,asian,adult,male
1322705,white,senior,male
575275,asian,tenager,male
1666376,white,adult,female
1576457,white,tenager,female
1034646,asian,adult,male
1607944,white,adult,female
917296,black,adult,male
1454522,white,senior,female
403757,white,tenager,female
934140,white,adult,male
981967,black,senior,male
1215888,white,adult,female
599991,white,adult,female
1089280,white,adult,male
412496,white,tenager,female
1841746,white,adult,female
820113,white,young-adult,female
1105360,asian,senior,male
1131762,white,adult,male
113901,white,tenager,male
970233,black,tenager,female
145468,asian,senior,female
1807139,white,senior,male
867118,white,adult,female
1802044,white,tenager,male
604292,asian,tenager,female
356462,white,young-adult,female
409957,white,senior,female
194197,asian,adult,female
74730,asian,senior,male
137544,white,tenager,female
310796,white,adult,female
1777473,white,young-adult,male
621795,white,tenager,female
547042,white,senior,male
734172,white,tenager,female
1028640,white,adult,male
635418,white,tenager,female
1872252,other,tenager,male
219930,asian,young-adult,male
1626399,white,adult,female
571396,black,senior,female
46566,asian,adult,male
680817,asian,senior,female
1663709,white,adult,female
1571261,other,young-adult,female
973471,asian,senior,male
1384734,white,senior,female
217748,white,adult,female
1837017,black,adult,female
121684,white,adult,female
1001375,white,tenager,male
902182,black,adult,female
1268312,white,senior,male
447129,other,adult,male
273828,white,adult,female
624007,white,senior,female
1111884,black,adult,female
216172,white,tenager,female
166482,asian,adult,female
645945,white,adult,male
107313,white,adult,male
1803733,white,adult,female
581126,white,adult,male
1072181,white,adult,female
596135,white,adult,male
306177,white,adult,female
1165164,other,tenager,female
1764796,other,tenager,female
765666,asian,adult,female
93092,other,tenager,male
1495597,white,young-adult,male
1074284,white,adult,female
1050268,white,senior,female
1486436,white,adult,male
1642807,white,tenager,female
289987,white,tenager,female
357925,white,adult,male
933142,other,tenager,male
1178897,asian,adult,male
522868,white,adult,female
458301,white,adult,female
1064442,asian,adult,male
564982,white,adult,female
1446072,asian,adult,female
1069268,other,adult,female
279004,black,adult,male
1834994,white,tenager,male
197637,white,adult,male
1443231,other,young-adult,female
963873,white,adult,female
1617327,other,child,female
1349992,black,young-adult,female
375167,asian,adult,female
1301019,asian,adult,male
1615031,asian,adult,female
1114096,black,adult,male
732803,white,senior,female
960334,white,senior,female
159626,white,adult,female
1663744,white,senior,female
246375,other,young-adult,male
1447950,white,senior,male
1055487,white,adult,female
1483836,white,adult,male
789865,white,adult,male
545347,asian,tenager,female
1571462,other,adult,female
5528,white,tenager,female
949685,other,adult,male
463321,asian,adult,male
212578,white,adult,male
317651,black,tenager,female
1402758,other,child,female
152342,white,adult,female
1066169,white,adult,female
415090,other,adult,male
987799,white,adult,male
928282,other,adult,male
1131244,white,young-adult,male
676118,white,tenager,male
836163,white,senior,female
943276,white,senior,female
1016840,white,young-adult,male
1290402,white,adult,female
1455460,white,adult,male
1443598,other,tenager,male
262890,black,child,male
619821,black,senior,male
1370369,white,tenager,female
970595,white,senior,female
938085,asian,child,female
1547386,white,adult,male
1128868,asian,young-adult,female
1495756,white,adult,female
689654,white,tenager,female
578555,white,adult,female
1175079,other,adult,male
835689,white,adult,male
1768983,black,adult,male
750888,white,senior,female
1810637,white,young-adult,male
1868638,white,senior,female
1792312,white,adult,female
1015672,asian,adult,male
1523123,white,adult,male
1351973,white,adult,female
776408,white,tenager,male
1635485,black,child,female
1601527,asian,adult,female
86964,white,senior,female
923082,white,senior,female
1448000,white,adult,female
1270629,other,adult,male
1183864,white,tenager,male
1128465,asian,senior,female
584431,other,child,female
464858,white,tenager,female
148674,white,senior,female
1160957,other,adult,female
566199,other,adult,female
124044,white,tenager,male
352427,white,senior,female
1717709,asian,tenager,male
1196818,white,senior,female
1886058,white,adult,female
468823,white,adult,female
592301,native,senior,female
738001,black,adult,male
1748761,white,adult,male
1474770,white,tenager,female
263354,white,child,male
408490,white,adult,female
644990,white,young-adult,male
1251982,white,tenager,male
124493,white,tenager,female
1275997,asian,adult,male
1685150,other,adult,male
1241202,other,adult,male
907683,asian,adult,female
1024198,black,adult,female
9177,white,adult,male
545184,asian,adult,female
559149,white,adult,female
1772693,white,adult,male
435725,white,senior,male
642628,native,tenager,male
269373,white,senior,male
334882,white,adult,female
1288013,white,senior,male
541205,other,tenager,female
393329,other,tenager,male
1112142,white,senior,female
16601,asian,adult,female
83902,asian,adult,female
584585,white,adult,female
944650,white,adult,male
1094825,white,senior,male
1342679,white,adult,female
1575529,white,tenager,male
748924,other,adult,male
946362,other,adult,male
896130,white,adult,male
924156,asian,child,female
1301942,other,adult,male
1179670,white,adult,female
978448,other,child,male
137165,white,adult,male
1067619,white,adult,male
30389,asian,young-adult,male
17027,other,adult,male
500853,asian,senior,female
721331,asian,adult,male
381267,asian,adult,female
957006,white,tenager,female
210562,white,senior,female
1466401,white,tenager,female
1005760,white,senior,female
419235,white,adult,male
1076576,white,tenager,female
1077311,white,adult,male
484901,asian,adult,male
1691791,asian,young-adult,female
336307,white,young-adult,female
437955,white,adult,female
1025477,white,adult,female
110521,other,tenager,female
851859,white,tenager,male
1102259,white,adult,female
699214,white,adult,female
77308,other,adult,male
317946,black,child,female
1847295,asian,adult,female
538731,asian,adult,male
123945,white,tenager,male
795132,white,senior,female
517905,black,adult,male
1553162,white,tenager,female
1515055,black,adult,male
1292888,asian,young-adult,female
772444,white,adult,male
715540,white,young-adult,male
54876,asian,adult,female
475090,white,adult,male
850064,white,tenager,female
542446,white,senior,male
80117,white,young-adult,male
460110,asian,senior,female
1586779,asian,child,male
358494,white,child,female
3453,white,young-adult,male
1541979,white,adult,male
1371213,white,adult,male
1413475,white,senior,female
33581,white,adult,female
1519008,black,adult,male
239837,other,young-adult,male
1786120,white,adult,female
1844330,white,tenager,male
153005,white,adult,male
694615,other,tenager,female
768032,asian,adult,male
110581,white,tenager,female
1202169,white,adult,female
1338936,white,adult,female
1847790,white,adult,female
270174,white,young-adult,male
109272,white,senior,male
1865693,white,adult,female
822783,white,adult,female
466097,white,senior,female
176527,other,tenager,male
617646,white,senior,female
1581239,other,senior,male
1245696,other,adult,male
728607,white,tenager,female
155461,white,child,male
50532,white,senior,female
1667310,white,senior,male
1805411,asian,adult,male
148812,white,adult,male
1490983,white,adult,female
486585,other,young-adult,female
1821058,asian,senior,male
1346037,white,senior,female
488333,white,child,female
1105293,white,adult,male
318878,white,adult,male
705440,asian,adult,male
570066,white,senior,male
78409,white,tenager,female
1874129,other,adult,male
313615,other,adult,male
608006,white,adult,male
487515,white,adult,female
1832067,asian,child,male
769843,pacific-islander,senior,male
316240,white,adult,male
13175,black,adult,male
1072172,white,adult,male
1566957,white,tenager,male
1255733,pacific-islander,tenager,male
1272286,other,adult,female
1472111,other,child,female
1266497,white,senior,female
33562,white,young-adult,female
1751909,other,adult,female
1497875,white,senior,male
1124008,black,adult,female
535423,other,adult,male
584975,white,senior,female
1610890,white,adult,female
980636,white,adult,male
1705785,white,adult,male
1021093,white,adult,female
1391915,white,tenager,female
653633,black,senior,female
1051244,white,tenager,female
521951,white,adult,female
254670,black,adult,female
147554,asian,tenager,female
1572465,white,tenager,female
618445,other,adult,male
769704,asian,adult,female
280363,white,adult,male
1313210,white,tenager,female
1321598,white,senior,female
1733319,asian,adult,female
650792,asian,adult,female
1644766,pacific-islander,tenager,male
110805,white,senior,female
1828506,asian,tenager,female
1491518,asian,tenager,male
611736,white,adult,female
315485,black,tenager,male
1304894,white,tenager,male
1861417,asian,tenager,male
1246116,asian,adult,female
1053857,white,senior,male
387940,white,adult,female
799943,other,tenager,male
1383690,white,senior,female
654195,white,senior,female
1388606,black,adult,male
1705103,asian,senior,female
691476,other,young-adult,male
625281,white,adult,male
194495,white,adult,male
372808,asian,adult,female
652248,other,young-adult,female
187036,white,adult,male
1596105,black,adult,male
1656003,white,senior,male
409900,white,young-adult,male
1132525,other,senior,female
1125559,white,adult,male
1825320,asian,senior,female
766543,white,adult,male
382662,other,tenager,male
1686398,white,senior,female
1356851,white,adult,male
35017,asian,tenager,male
1677416,white,adult,male
1549034,native,adult,female
931014,white,senior,female
1613012,white,adult,male
573468,other,tenager,male
632808,white,adult,male
1614983,asian,senior,female
1321434,white,adult,male
1673336,white,senior,male
910128,white,adult,female
342690,other,adult,male
1239454,white,tenager,female
489421,black,adult,male
1606856,other,senior,female
978580,white,adult,female
1315820,white,adult,male
1067689,white,adult,male
97211,other,adult,female
395991,black,tenager,male
100257,white,adult,female
1349321,white,adult,female
885189,white,child,female
1577738,asian,senior,male
87031,asian,senior,female
626601,other,adult,male
577915,white,adult,male
933454,white,adult,male
717158,asian,senior,male
1754686,white,adult,female
438190,white,adult,male
206163,white,adult,female
265817,white,tenager,male
1692724,pacific-islander,adult,female
510954,black,adult,male
1125670,white,senior,female
1228033,white,adult,male
1142612,white,young-adult,male
248216,white,adult,male
1613996,other,adult,female
332810,asian,child,male
1397177,asian,adult,female
930859,other,young-adult,female
133230,asian,adult,male
1522087,white,young-adult,male
938391,asian,tenager,male
564896,white,senior,female
1562911,asian,tenager,female
1408751,asian,tenager,male
237993,white,adult,male
634513,white,senior,male
1179753,white,adult,female
130434,white,senior,female
518783,white,adult,female
328468,white,adult,female
749565,white,senior,female
72189,white,tenager,male
432913,white,senior,female
1026089,asian,child,female
712409,asian,young-adult,male
1846175,white,adult,male
1434283,black,adult,female
1056737,white,adult,female
1722180,white,senior,male
72094,white,tenager,male
1354571,white,tenager,male
1568332,white,adult,female
1841141,asian,tenager,male
1659021,white,adult,male
420083,white,adult,female
1128775,black,adult,male
559737,white,young-adult,female
1398328,white,adult,male
719671,white,tenager,male
1115521,white,adult,male
860180,native,adult,male
48964,white,adult,female
614464,white,child,male
1767434,native,child,male
1522008,white,senior,male
1364809,white,child,female
1321325,white,adult,female
595819,asian,adult,female
302885,white,adult,male
1537385,asian,senior,female
1303614,white,adult,female
264569,white,adult,male
104383,asian,adult,female
956519,other,child,female
1200223,asian,young-adult,female
802844,white,child,male
840814,white,tenager,female
1027031,white,senior,female
1779569,white,senior,male
1214130,other,senior,female
1704508,other,child,female
251917,white,senior,male
1021256,native,adult,male
1656775,white,adult,female
264829,white,adult,female
808191,white,adult,male
391022,other,tenager,male
837539,white,tenager,female
1630642,white,senior,male
1086471,asian,adult,male
29160,white,adult,male
173704,white,adult,male
623785,white,senior,male
1143969,white,young-adult,male
1086299,white,senior,female
1411285,white,adult,male
1610107,black,adult,female
1860865,white,senior,male
906866,asian,adult,female
1613034,asian,adult,male
857573,white,tenager,female
932513,white,tenager,male
469277,white,senior,male
1551150,white,senior,female
1729182,white,adult,male
1026032,white,tenager,female
1424058,white,adult,female
1143903,white,tenager,female
1093574,white,senior,male
287740,black,adult,male
984640,asian,adult,male
534,white,senior,male
1325818,white,adult,male
604368,white,young-adult,female
1335282,white,adult,male
1002063,white,tenager,male
549245,asian,adult,male
1878931,asian,young-adult,male
1724838,white,senior,female
318662,white,adult,male
310257,black,adult,female
544458,asian,adult,female
1105519,asian,adult,male
1454070,asian,adult,female
713694,white,child,male
20676,white,child,male
1688580,white,senior,male
428422,asian,adult,male
1376061,white,adult,male
1022940,asian,tenager,male
318776,white,child,female
1097097,black,senior,male
1343279,white,tenager,female
1748642,white,tenager,male
163785,black,senior,male
1281516,white,child,female
1258341,white,adult,female
1650001,black,young-adult,male
1240381,white,tenager,male
107956,white,adult,male
769075,white,adult,male
1035042,white,senior,female
1400942,white,adult,female
295073,white,young-adult,male
1358824,other,child,female
1351321,white,young-adult,male
754695,asian,adult,female
1410516,white,adult,male
399006,other,adult,male
261933,native,adult,male
824346,white,tenager,female
1069762,white,senior,male
829040,white,adult,male
1049423,asian,adult,female
1461308,other,adult,female
1616807,asian,adult,female
12811,asian,adult,female
199331,other,adult,female
923678,asian,adult,female
1169286,asian,adult,male
892295,other,adult,female
1707780,white,adult,male
638774,other,young-adult,female
209085,other,adult,female
633130,white,child,male
1508296,white,adult,male
1840829,black,tenager,female
334025,other,adult,male
299779,asian,adult,male
1352331,black,child,male
845299,white,adult,male
1049330,white,tenager,male
18237,black,adult,male
165199,white,adult,male
1153701,asian,senior,female
97756,white,senior,male
1733739,other,young-adult,female
716998,white,adult,male
60250,black,adult,female
387127,other,young-adult,female
1128715,other,adult,male
1692108,other,young-adult,male
1811790,other,adult,female
1133123,other,tenager,female
210152,black,adult,male
1759553,other,adult,male
669710,asian,senior,male
898915,other,adult,male
690897,white,tenager,male
1385625,white,tenager,female
1873932,asian,adult,male
1327132,white,adult,male
562718,black,child,female
738648,other,tenager,male
877932,other,child,female
984558,white,tenager,female
469780,white,adult,female
1279693,white,tenager,male
1373803,white,senior,male
1182587,other,tenager,male
702897,white,adult,male
664736,white,adult,male
943317,white,tenager,female
1092562,white,tenager,female
1520399,white,tenager,male
29106,white,senior,male
727992,white,adult,female
1280865,white,adult,male
320711,other,tenager,female
775806,white,adult,male
1393721,white,adult,male
1502780,white,young-adult,male
698161,white,tenager,female
1145783,white,adult,male
326536,white,adult,female
