"Column Name","Label"
"DP02_0062E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"DP02_0062M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"DP02_0062MA","Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"DP02_0062EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"DP02_0063E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
"DP02_0063M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
"DP02_0063MA","Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
"DP02_0063EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
"DP02_0064E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree"
"DP02_0064M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree"
"DP02_0064MA","Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree"
"DP02_0064EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree"
"DP02_0065E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"DP02_0065M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"DP02_0065MA","Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"DP02_0065EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"DP02_0066E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"DP02_0066M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"DP02_0066MA","Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"DP02_0066EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"DP02_0067E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher"
"DP02_0067M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher"
"DP02_0067MA","Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher"
"DP02_0067EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher"
"DP02_0068E","Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"DP02_0068M","Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"DP02_0068MA","Annotation of Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"DP02_0068EA","Annotation of Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"DP02_0069E","Estimate!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0069M","Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0069MA","Annotation of Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0069EA","Annotation of Estimate!!VETERAN STATUS!!Civilian population 18 years and over"
"DP02_0070E","Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans"
"DP02_0070M","Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans"
"DP02_0070MA","Annotation of Margin of Error!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans"
"DP02_0070EA","Annotation of Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans"
"DP02_0071E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0071EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0071M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0071MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"DP02_0072E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability"
"DP02_0072M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability"
"DP02_0072MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability"
"DP02_0072EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability"
"DP02_0073E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0073M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0073MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0073EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"DP02_0074E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability"
"DP02_0074M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability"
"DP02_0074MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability"
"DP02_0074EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability"
"DP02_0075E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0075M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0075MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0075EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"DP02_0076E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability"
"DP02_0076EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability"
"DP02_0076M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability"
"DP02_0076MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability"
"DP02_0077E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0077M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0077MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0077EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"DP02_0078E","Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability"
"DP02_0078M","Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability"
"DP02_0078MA","Annotation of Margin of Error!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability"
"DP02_0078EA","Annotation of Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability"
"DP02_0079E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0079M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0079MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0079EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"DP02_0080E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house"
"DP02_0080M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house"
"DP02_0080MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house"
"DP02_0080EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house"
"DP02_0081E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S."
"DP02_0081M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S."
"DP02_0081MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S."
"DP02_0081EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S."
"DP02_0082E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county"
"DP02_0082M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county"
"DP02_0082MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county"
"DP02_0082EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county"
"DP02_0083E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county"
"DP02_0083M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county"
"DP02_0083MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county"
"DP02_0083EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county"
"DP02_0084E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state"
"DP02_0084EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state"
"DP02_0084M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state"
"DP02_0084MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state"
"DP02_0085E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state"
"DP02_0085EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state"
"DP02_0085M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state"
"DP02_0085MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state"
"DP02_0086E","Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad"
"DP02_0086M","Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad"
"DP02_0086MA","Annotation of Margin of Error!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad"
"DP02_0086EA","Annotation of Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad"
"DP02_0087E","Estimate!!PLACE OF BIRTH!!Total population"
"DP02_0087EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population"
"DP02_0087M","Margin of Error!!PLACE OF BIRTH!!Total population"
"DP02_0087MA","Annotation of Margin of Error!!PLACE OF BIRTH!!Total population"
"DP02_0088E","Estimate!!PLACE OF BIRTH!!Total population!!Native"
"DP02_0088M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native"
"DP02_0088MA","Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Native"
"DP02_0088EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population!!Native"
"DP02_0089E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States"
"DP02_0089EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States"
"DP02_0089M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States"
"DP02_0089MA","Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States"
"DP02_0090E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence"
"DP02_0090M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence"
"DP02_0090MA","Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence"
"DP02_0090EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence"
"DP02_0091E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state"
"DP02_0091M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state"
"DP02_0091MA","Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state"
"DP02_0091EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state"
"DP02_0092E","Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0092M","Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0092MA","Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0092EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"DP02_0093E","Estimate!!PLACE OF BIRTH!!Total population!!Foreign born"
"DP02_0093M","Margin of Error!!PLACE OF BIRTH!!Total population!!Foreign born"
"DP02_0093MA","Annotation of Margin of Error!!PLACE OF BIRTH!!Total population!!Foreign born"
"DP02_0093EA","Annotation of Estimate!!PLACE OF BIRTH!!Total population!!Foreign born"
"DP02_0094E","Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0094M","Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0094MA","Annotation of Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0094EA","Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"DP02_0095E","Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen"
"DP02_0095M","Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen"
"DP02_0095MA","Annotation of Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen"
"DP02_0095EA","Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen"
"DP02_0096E","Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen"
"DP02_0096M","Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen"
"DP02_0096MA","Annotation of Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen"
"DP02_0096EA","Annotation of Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen"
"DP02_0097E","Estimate!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0097M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0097MA","Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0097EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States"
"DP02_0098E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native"
"DP02_0098EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native"
"DP02_0098M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native"
"DP02_0098MA","Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native"
"DP02_0099E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later"
"DP02_0099M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later"
"DP02_0099MA","Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later"
"DP02_0099EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later"
"DP02_0100E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010"
"DP02_0100EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010"
"DP02_0100M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010"
"DP02_0100MA","Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010"
"DP02_0101E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born"
"DP02_0101M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born"
"DP02_0101MA","Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born"
"DP02_0101EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born"
"DP02_0102E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later"
"DP02_0102EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later"
"DP02_0102M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later"
"DP02_0102MA","Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later"
"DP02_0103E","Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010"
"DP02_0103EA","Annotation of Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010"
"DP02_0103M","Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010"
"DP02_0103MA","Annotation of Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010"
"DP02_0104E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0104EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0104M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0104MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"DP02_0105E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
"DP02_0105EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
"DP02_0105M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
"DP02_0105MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
"DP02_0106E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
"DP02_0106EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
"DP02_0106M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
"DP02_0106MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
"DP02_0107E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
"DP02_0107EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
"DP02_0107M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
"DP02_0107MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
"DP02_0108E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
"DP02_0108EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
"DP02_0108M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
"DP02_0108MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
"DP02_0109E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America"
"DP02_0109EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America"
"DP02_0109M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America"
"DP02_0109MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America"
"DP02_0110E","Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
"DP02_0110EA","Annotation of Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
"DP02_0110M","Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
"DP02_0110MA","Annotation of Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
"DP02_0111E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0111EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0111M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0111MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"DP02_0112E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only"
"DP02_0112M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only"
"DP02_0112MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only"
"DP02_0112EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only"
"DP02_0113E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English"
"DP02_0113EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English"
"DP02_0113M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English"
"DP02_0113MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English"
"DP02_0114E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"DP02_0114EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"DP02_0114M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"DP02_0114MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"DP02_0115E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish"
"DP02_0115EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish"
"DP02_0115M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish"
"DP02_0115MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish"
"DP02_0116E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well""
"DP02_0116EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well""
"DP02_0116M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well""
"DP02_0116MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well""
"DP02_0117E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages"
"DP02_0117M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages"
"DP02_0117MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages"
"DP02_0117EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages"
"DP02_0118E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0118EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0118M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0118MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well""
"DP02_0119E","Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages"
"DP02_0119EA","Annotation of Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages"
"DP02_0119M","Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages"
"DP02_0119MA","Annotation of Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages"
