,race,age,gender,height
815,other,minor,male,5.209837634834324
816,other,minor,male,6.751707270109732
817,other,minor,male,4.987927782615656
818,other,minor,male,6.127623908812994
819,other,minor,male,7.3572385097129445
820,other,minor,male,7.017173959983368
821,other,minor,male,5.627115155868958
822,other,minor,male,6.899447915692475
823,other,minor,male,5.772828831897886
824,other,minor,male,5.395430058046145
825,other,minor,male,5.570318487683591
826,other,minor,male,7.007331224456289
827,other,minor,male,6.560506615872961
828,other,minor,male,4.579695858192288
829,other,minor,male,7.231949021372955
830,other,minor,male,6.304795700570618
831,other,minor,male,5.4572682449451175
832,other,minor,male,8.229193879059158
833,other,minor,male,5.434336418011012
834,other,minor,male,4.664850348726599
835,other,minor,male,4.79113564525653
836,other,minor,male,5.2554502243792145
837,other,minor,male,7.002642251049899
838,other,minor,male,4.125308879215923
839,other,minor,male,6.180916571936762
840,other,minor,male,4.8516975102008555
841,other,minor,male,5.982755733762872
842,other,minor,male,4.126260401807908
843,other,minor,male,6.449270790629432
844,other,minor,male,4.442090772270612
845,other,minor,male,5.944566411007232
846,other,minor,male,3.9827997382287803
847,other,minor,male,5.910329838801139
848,other,minor,male,5.920482455966889
849,other,minor,male,5.088701530633564
850,other,minor,male,6.1790758445795575
851,other,minor,male,6.729314313573294
852,other,minor,male,5.525729375772089
853,other,minor,male,7.014075484842232
854,other,minor,male,5.626217698196239
855,other,minor,male,6.617592010348772
856,other,minor,male,4.705388364493027
857,other,minor,male,3.771228188450089
858,other,minor,male,4.673252300048766
859,other,minor,male,4.947710451620323
860,other,minor,male,6.243318483708718
861,other,minor,male,7.85059161464204
862,other,minor,male,6.082395386517198
863,other,minor,male,5.836360499004215
864,other,minor,male,4.827605617958703
865,other,minor,male,4.557207745303838
866,other,minor,male,5.018765759277832
867,other,minor,male,4.471933038229414
868,other,minor,male,5.899607909540146
869,other,minor,male,5.04712186326939
870,other,minor,male,4.71843124092908
871,other,minor,male,5.556492944500633
872,other,minor,male,5.85419096950964
873,other,minor,male,5.506765283963304
874,other,minor,male,4.6509829182946865
875,other,minor,male,6.439505019341915
876,other,minor,male,6.922962155452842
877,other,minor,male,3.8828327600834465
878,other,minor,male,4.23693243953172
879,other,minor,male,6.201594445481865
880,other,minor,male,3.3508760812873817
881,other,minor,male,6.257116970599596
882,other,minor,male,4.2742183355380545
883,other,minor,male,6.252335568907071
884,other,minor,male,6.038049871082667
885,other,minor,male,5.275772251777702
886,other,minor,male,5.303022023072923
887,other,minor,male,4.738091053158144
888,other,minor,male,6.733963427947681
889,other,minor,male,6.158146917791685
890,other,minor,male,5.218879514761367
891,other,minor,male,4.921800018918825
892,other,minor,male,6.561985522551136
893,other,minor,male,5.855903013754066
894,other,minor,male,5.627549214233727
895,other,minor,male,5.658458841621941
896,other,minor,male,4.432927884080554
897,other,minor,male,7.331030437970384
898,other,minor,male,6.765432263170863
899,other,minor,male,5.806674314679528
900,other,minor,male,5.709746000836054
901,other,minor,male,5.799561679239726
902,other,minor,male,3.8721389763435665
903,other,minor,male,3.9431818193611186
904,other,minor,male,4.339223460040402
905,other,minor,male,5.617911052243139
906,other,minor,male,5.261407296966585
907,other,minor,male,5.565459960079007
908,other,minor,male,6.129187114562233
909,other,minor,male,4.744731357158278
910,other,minor,male,3.956383597298019
911,other,minor,male,6.305074802605326
912,other,minor,male,4.041222402276769
913,other,minor,male,3.975782109740158
914,other,minor,male,6.615746828700409
915,other,minor,male,5.00612815136079
916,other,minor,male,3.4758929237741922
917,other,minor,male,4.630695875508444
918,other,minor,male,5.884733189780317
919,other,minor,male,4.13178330645782
920,other,minor,male,5.487245218920469
921,other,minor,male,4.776703803740084
922,other,minor,male,5.819560543211021
923,other,minor,male,5.8260084200194076
924,other,minor,male,3.478120834959686
925,other,minor,male,5.044105742820069
926,other,minor,male,5.4634959559274465
927,other,minor,male,4.017490458185993
928,other,minor,male,5.453285319982362
929,other,minor,male,5.962336106948236
930,other,minor,male,5.173418963572823
931,other,minor,male,4.163491371060665
932,other,minor,male,4.48453636250555
933,other,minor,male,6.256043170893406
934,other,minor,male,4.970565827171439
935,other,minor,male,4.203482974437115
936,other,minor,male,5.979452785875172
937,other,minor,male,6.388825247752006
938,other,minor,male,5.310011661585098
939,other,minor,male,4.421594730903486
940,other,minor,male,4.9715909256593465
941,other,minor,male,5.471509870912594
942,other,minor,male,4.971524831985172
943,other,minor,male,5.116096796900124
944,other,minor,male,3.7931858811043337
945,other,minor,male,5.4098598152504795
946,other,minor,male,6.451225737726707
947,other,minor,male,6.1361747103934405
948,other,minor,male,6.67050189324215
949,other,minor,male,6.122795836275099
950,other,minor,male,4.495468389576007
951,other,minor,male,4.983913322126693
952,other,minor,male,6.327556686693876
953,other,minor,male,4.594684368831955
954,other,minor,male,5.430715589960839
955,other,minor,male,3.8752192034037747
956,other,minor,male,2.188879010406259
957,other,minor,male,5.065539938014904
958,other,minor,male,3.869949658997582
959,other,minor,male,7.301200682882913
960,other,minor,male,5.851005286901858
961,other,minor,male,6.343173114279842
962,other,minor,male,4.491048160293213
963,other,minor,male,5.006012652032454
964,other,minor,male,4.37887430401065
965,other,minor,male,5.310981679610869
966,other,minor,male,4.858802575153364
967,other,minor,male,4.816796125606263
968,other,minor,male,6.588815193041405
969,other,minor,male,5.394036211992935
970,other,minor,male,6.668685259392622
971,other,minor,male,6.3881717389305335
972,other,minor,male,5.8990441689447035
973,other,minor,male,6.996025119292608
974,other,minor,male,5.947770095909129
975,other,minor,male,6.255293463825932
976,other,minor,male,5.393789380075753
977,other,minor,male,5.112160503074165
978,other,minor,male,5.816172934349803
979,other,minor,male,5.389303962573406
980,other,minor,male,4.5053894174431965
981,other,minor,male,3.685439375296278
982,other,minor,male,4.750954957131654
983,other,minor,male,5.228639005101472
984,other,minor,male,5.210076250711087
985,other,minor,male,3.8696752354988684
986,other,minor,male,4.800096571398437
987,other,minor,male,5.100141573235776
988,other,minor,male,4.6889782615212505
989,other,minor,male,4.977262685075716
990,other,minor,male,4.863248084352169
991,other,minor,male,4.3309056317518175
992,other,minor,male,3.341800934611487
993,other,minor,male,4.992870984336992
994,other,minor,male,4.631289532708429
995,other,minor,male,4.7011514892204
996,other,minor,male,5.04811856638893
997,other,minor,male,5.671860430072186
998,other,minor,male,6.322342882632418
999,other,minor,male,5.729554740090951
1000,other,minor,male,4.640045564818166
1001,other,minor,male,5.227611924855667
1002,other,minor,male,4.311724336084856
1003,other,minor,male,5.810436189075605
1004,other,minor,male,5.742499618119469
1005,other,minor,male,5.0615533621481035
1006,other,minor,male,4.186069224242227
1007,other,minor,male,4.799151119947612
1008,other,minor,male,5.786258348930791
1009,other,minor,male,4.545308679423084
1010,other,minor,male,5.571021423874034
1011,other,minor,male,4.746107805189011
1012,other,minor,male,5.952185698173671
1013,other,minor,male,4.003840857824294
1014,other,minor,male,6.573659375894508
1015,other,minor,male,5.326943744048067
1016,other,minor,male,5.540994092758268
1017,other,minor,male,7.4963700851359985
1018,other,minor,male,6.0881870058123635
1019,other,minor,male,3.3188260672149936
1020,other,minor,male,4.8271020172718035
1021,other,minor,male,5.285132893707487
1022,other,minor,male,3.4078572398464715
1023,other,minor,male,6.032072798975227
1024,other,minor,male,6.312191119963257
1025,other,minor,male,4.043260813271194
1026,other,minor,male,5.402890409032938
1027,other,minor,male,4.699423953834638
1028,other,minor,male,5.633332314831118
1029,other,minor,male,5.580687130663158
1030,other,minor,male,4.437222483360838
1031,other,minor,male,5.091407985797436
1032,other,minor,male,5.280594952874124
1033,other,minor,male,6.0958275295034205
1034,other,minor,male,4.326307983353811
1035,other,minor,male,4.370321210606504
1036,other,minor,male,7.585756901207697
1037,other,minor,male,4.487783936905052
1038,other,minor,male,5.690989976040229
1039,other,minor,male,4.348916376017167
1040,other,minor,male,4.893625904149577
1041,other,minor,male,6.743172661350637
1042,other,minor,male,5.09711720661252
1043,other,minor,male,6.174962698725993
1044,other,minor,male,5.2918296566304965
1045,other,minor,male,4.662027714758252
1046,other,minor,male,5.776503550412368
1047,other,minor,male,4.507053961103775
1048,other,minor,male,5.07187079289217
1049,other,minor,male,4.657239873511928
1050,other,minor,male,4.453352024180186
1051,other,minor,male,4.2612552453419505
1052,other,minor,male,5.006338050364867
1053,other,minor,male,4.004948477827851
1054,other,minor,male,5.629676077232914
1055,other,minor,male,6.132635180684728
1056,other,minor,male,6.462790160089688
1057,other,minor,male,6.435949970929153
1058,other,minor,male,5.834820752464175
1059,other,minor,male,6.307165396988694
1060,other,minor,male,4.545686941068169
1061,other,minor,male,4.898495520887016
1062,other,minor,male,4.592870528520711
1063,other,minor,male,6.156550750249553
1064,other,minor,male,4.422485041106389
1065,other,minor,male,5.170920567103052
1066,other,minor,male,7.371428125928687
1067,other,minor,male,5.0919825832104095
1068,other,minor,male,5.164536259367804
1069,other,minor,male,6.507232877655188
1070,other,minor,male,6.666672115299434
1071,other,minor,male,5.426218351502529
1072,other,minor,male,4.861306448000559
1073,other,minor,male,7.381924120517996
1074,other,minor,male,3.9590633812454437
1075,other,minor,male,4.15083160469322
1076,other,minor,male,6.588024508747809
1077,other,minor,male,5.813958828839279
1078,other,minor,male,5.8054171108010895
1079,other,minor,male,6.610011913567313
1080,other,minor,male,5.175649797163135
1081,other,minor,male,2.710140594193487
1082,other,minor,male,4.194975699028334
1083,other,minor,male,5.188004043581141
1084,other,minor,male,4.923420410558494
1085,other,minor,male,5.0821593264083536
1086,other,minor,male,3.4026065989444394
1087,other,minor,male,6.591813708456779
1088,other,minor,male,4.613796258275396
1089,other,minor,male,5.257183666114937
1090,other,minor,male,5.364491262185659
1091,other,minor,male,5.351644421087639
1092,other,minor,male,5.291062498518574
1093,other,minor,male,4.356456694852504
1094,other,minor,male,6.077166853374067
1095,other,minor,male,3.788114448858696
1096,other,minor,male,4.526112216004995
1097,other,minor,male,3.589554444634236
1098,other,minor,male,4.837099663771334
1099,other,minor,male,5.386499417020114
1100,other,minor,male,5.96802007431464
1101,other,minor,male,5.701706725781216
1102,other,minor,male,4.394876207483198
1103,other,minor,male,5.473052885217945
1104,other,minor,male,5.164340609310612
1105,other,minor,male,3.663594310571008
1106,other,minor,male,4.648003727264329
1107,other,minor,male,7.441674707210601
1108,other,minor,male,6.188253874176742
1109,other,minor,male,5.13278258405407
1110,other,minor,male,6.9912918780242395
1111,other,minor,male,7.073676254178308
1112,other,minor,male,5.822202747714577
1113,other,minor,male,6.572252938029932
1114,other,minor,male,6.311422717075978
1115,other,minor,male,4.180668193221179
1116,other,minor,male,5.359189691531988
1117,other,minor,male,5.670309151769715
1118,other,minor,male,4.503290271478091
1119,other,minor,male,6.137205905099307
1120,other,minor,male,4.088863820193076
1121,other,minor,male,5.054187304282545
1122,other,minor,male,4.770044103457006
1123,other,minor,male,4.12226761626365
1124,other,minor,male,6.569795744055228
1125,other,minor,male,6.362707342093272
1126,other,minor,male,6.221577293439751
1127,other,minor,male,3.4131416221392197
1128,other,minor,male,5.217024447335885
1129,other,minor,male,4.856043293338811
1130,other,minor,male,5.078794605450073
1131,other,minor,male,5.829457490455136
1132,other,minor,male,5.997517580824539
1133,other,minor,male,7.149429503658232
1134,other,minor,male,5.103222137511241
1135,other,minor,male,3.4042330364117985
1136,other,minor,male,3.1133618318820084
1137,other,minor,male,5.818182922441579
1138,other,minor,male,6.861249409555501
1139,other,minor,male,5.728317046144064
1140,other,minor,male,6.705176852080572
1141,other,minor,male,6.3687447734500475
1142,other,minor,male,4.987884386122039
1143,other,minor,male,5.543635198169691
1144,other,minor,male,5.000524149751851
1145,other,minor,male,6.500733127214794
1146,other,minor,male,5.962494374479339
1147,other,minor,male,4.495002924603329
1148,other,minor,male,4.828638295053915
1149,other,minor,male,5.994385276807508
1150,other,minor,male,5.08272248750813
1151,other,minor,male,3.9194700109674576
1152,other,minor,male,6.393535107640463
1153,other,minor,male,3.3427847387481413
1154,other,minor,male,4.510216132134688
1155,other,minor,male,7.75317605616298
1156,other,minor,male,5.449933301578274
1157,other,minor,male,6.113464038976317
1158,other,minor,male,7.016465053544705
1159,other,minor,male,3.9483702805693373
1160,other,minor,male,5.393316560559057
1161,other,minor,male,3.9114925290325715
1162,other,minor,male,5.865582694587487
1163,other,minor,male,5.3142014603118755
1164,other,minor,male,5.263422064615717
1165,other,minor,male,4.487526871346957
1166,other,minor,male,6.6489293942358145
1167,other,minor,male,4.469213097406679
1168,other,minor,male,6.577153338593032
1169,other,minor,male,3.01336164790611
1170,other,minor,male,7.286847239375959
1171,other,minor,male,5.522499281939508
1172,other,minor,male,4.737097641604851
1173,other,minor,male,6.292718529385806
1174,other,minor,male,4.964136979890235
1175,other,minor,male,3.965558216486717
1176,other,minor,male,5.627246688788529
1177,other,minor,male,4.8561344429137945
1178,other,minor,male,3.9900379979493588
1179,other,minor,male,5.5451363217384015
1180,other,minor,male,4.530619483176008
1181,other,minor,male,5.760010923030033
1182,other,minor,male,3.9692886798205858
1183,other,minor,male,5.326375515862018
1184,other,minor,male,3.7314651967001007
1185,other,minor,male,5.81067651825101
1186,other,minor,male,7.156525017365502
1187,other,minor,male,6.174114345698038
1188,other,minor,male,6.161461972514403
1189,other,minor,male,4.053312011950531
1190,other,minor,male,4.767089550456409
1191,other,minor,male,4.925417716477538
1192,other,minor,male,5.177005414728788
1193,other,minor,male,6.663877819758371
1194,other,minor,male,6.469621644565093
1195,other,minor,male,6.637990661576248
1196,other,minor,male,5.069860929009636
1197,other,minor,male,2.8004659935034106
1198,other,minor,male,5.922811339823286
1199,other,minor,male,5.665583145564067
1200,other,minor,female,4.695084286663364
1201,other,minor,female,3.751913758334287
1202,other,minor,female,6.137102147978009
1203,other,minor,female,5.6636503877897955
1204,other,minor,female,5.133190590087995
1205,other,minor,female,4.853034360131692
1206,other,minor,female,5.256183874452013
1207,other,minor,female,7.65497615437663
1208,other,minor,female,3.5972389090375207
1209,other,minor,female,5.362752431783407
1210,other,minor,female,3.895053752340534
1211,other,minor,female,4.649415313008455
1212,other,minor,female,4.372943662741737
1213,other,minor,female,6.678225094710703
1214,other,minor,female,3.9832806366493467
1215,other,minor,female,5.316281241852147
1216,other,minor,female,7.011359074978195
1217,other,minor,female,4.713864532182048
1218,other,minor,female,5.039579846118915
1219,other,minor,female,5.499677546695206
1220,other,minor,female,4.455005677933901
1221,other,minor,female,5.37643667109064
1222,other,minor,female,4.597694231328407
1223,other,minor,female,5.384138201619197
1224,other,minor,female,4.986500989083464
1225,other,minor,female,4.697251278270885
1226,other,minor,female,4.0844714456278055
1227,other,minor,female,5.375178069403834
1228,other,minor,female,3.977076438718975
1229,other,minor,female,4.5388845610554185
1230,other,minor,female,6.365469575986493
1231,other,minor,female,5.2894432330722845
1232,other,minor,female,4.824344567329942
1233,other,minor,female,5.563717408573406
1234,other,minor,female,6.753830049178884
1235,other,minor,female,6.517756655289816
1236,other,minor,female,4.82035428731519
1237,other,minor,female,4.536993130087342
1238,other,minor,female,4.614077738144969
1239,other,minor,female,4.253159449363558
1240,other,minor,female,6.115583738190887
1241,other,minor,female,6.334783197563725
1242,other,minor,female,6.809663400874674
1243,other,minor,female,6.0436091301578925
1244,other,minor,female,3.3068022263867194
1245,other,minor,female,4.652283195821076
1246,other,minor,female,5.216219091348526
1247,other,minor,female,5.5572481986685816
1248,other,minor,female,4.195149166575056
1249,other,minor,female,4.860244632160021
1250,other,minor,female,4.861299086882067
1251,other,minor,female,7.1871690251937945
1252,other,minor,female,5.2938343396217755
1253,other,minor,female,5.791962078299369
1254,other,minor,female,5.618999196199121
1255,other,minor,female,5.809572541631073
1256,other,minor,female,5.36642298055177
1257,other,minor,female,6.068808826142534
1258,other,minor,female,3.8575958969067177
1259,other,minor,female,4.72813958617116
1260,other,minor,female,5.817486409618017
1261,other,minor,female,6.5269882942697475
1262,other,minor,female,5.575068842068655
1263,other,minor,female,4.893073330416585
1264,other,minor,female,4.964214088117657
1265,other,minor,female,6.143614556164155
1266,other,minor,female,4.123078003022173
1267,other,minor,female,5.704319927930873
1268,other,minor,female,5.193820575962674
1269,other,minor,female,5.74715778390218
1270,other,minor,female,5.703949422730782
1271,other,minor,female,5.304838853073765
1272,other,minor,female,5.249666646436884
1273,other,minor,female,3.683266521756013
1274,other,minor,female,6.528395755916199
1275,other,minor,female,5.438989241769587
1276,other,minor,female,5.334834955758288
1277,other,minor,female,7.4569727036261915
1278,other,minor,female,6.470687863855908
1279,other,minor,female,4.926704357993807
1280,other,minor,female,2.6836060505999586
1281,other,minor,female,3.999725917304885
1282,other,minor,female,6.1000241557129335
1283,other,minor,female,5.091318723780608
1284,other,minor,female,4.922943025837624
1285,other,minor,female,4.988976110118723
1286,other,minor,female,2.642561959814929
1287,other,minor,female,5.16550498023918
1288,other,minor,female,5.260135806890914
1289,other,minor,female,5.328316360207078
1290,other,minor,female,5.163403759401898
1291,other,minor,female,5.157453482975522
1292,other,minor,female,4.8194335855456085
1293,other,minor,female,3.7590400003970164
1294,other,minor,female,6.148529677756578
1295,other,minor,female,3.5979532088717976
1296,other,minor,female,5.556317237680724
1297,other,minor,female,6.353383412476655
1298,other,minor,female,6.3524634073549375
1299,other,minor,female,4.629350986128749
1300,other,minor,female,4.9681998378082275
1301,other,minor,female,5.770503308006464
1302,other,minor,female,5.143968160659104
1303,other,minor,female,4.792367871157295
1304,other,minor,female,5.983333179254102
1305,other,minor,female,5.4095109974287965
1306,other,minor,female,3.80313867609289
1307,other,minor,female,4.957599915213578
1308,other,minor,female,5.25736803355189
1309,other,minor,female,5.449411596989426
1310,other,minor,female,4.3654721004136485
1311,other,minor,female,6.0533006848916795
1312,other,minor,female,5.953800241612234
1313,other,minor,female,4.611605336206845
1314,other,minor,female,4.993831804109756
1315,other,minor,female,3.2084689892997855
1316,other,minor,female,4.901703781366916
1317,other,minor,female,5.236676109328791
1318,other,minor,female,5.760161343675244
1319,other,minor,female,3.8397586931035583
1320,other,minor,female,5.263928151872328
1321,other,minor,female,4.534374706053493
1322,other,minor,female,8.306521953810185
1323,other,minor,female,4.999727698451676
1324,other,minor,female,4.935352499881368
1325,other,minor,female,5.855370542007384
1326,other,minor,female,3.088498939354401
1327,other,minor,female,4.728646301241536
1328,other,minor,female,5.3659542667927465
1329,other,minor,female,4.610504690045177
1330,other,minor,female,4.358660249416191
1331,other,minor,female,4.533222690208015
1332,other,minor,female,6.8512306456082985
1333,other,minor,female,4.146866099990498
1334,other,minor,female,5.488501849457505
1335,other,minor,female,3.997329658743305
1336,other,minor,female,5.190303514015192
1337,other,minor,female,5.738832978489252
1338,other,minor,female,4.899066127659854
1339,other,minor,female,5.13024666500542
1340,other,minor,female,5.672806618303657
1341,other,minor,female,5.139917637177429
1342,other,minor,female,4.7455527992399
1343,other,minor,female,5.344769084854348
1344,other,minor,female,4.907768191881742
1345,other,minor,female,5.137808519804603
1346,other,minor,female,5.046004860800477
1347,other,minor,female,3.593503153625298
1348,other,minor,female,5.475420445565062
1349,other,minor,female,6.034716839558747
1350,other,minor,female,4.026370871295966
1351,other,minor,female,5.198968304097502
1352,other,minor,female,5.81832811614672
1353,other,minor,female,4.828397070015506
1354,other,minor,female,6.388832424361749
1355,other,minor,female,3.6216710235667784
1356,other,minor,female,6.059437873911314
1357,other,minor,female,4.928080077714887
1358,other,minor,female,2.5859950558458027
1359,other,minor,female,5.028761965440875
1360,other,minor,female,4.8082823508221635
1361,other,minor,female,6.883117651959372
1362,other,minor,female,4.772866216787602
1363,other,minor,female,7.289092588410325
1364,other,minor,female,4.503700900651247
1365,other,minor,female,5.687883327889684
1366,other,minor,female,3.9912298065681497
1367,other,minor,female,6.426645658818123
1368,other,minor,female,5.498891270951595
1369,other,minor,female,7.5572967023755275
1370,other,minor,female,4.263988930517386
1371,other,minor,female,4.672563429423006
1372,other,minor,female,4.334335031482813
1373,other,minor,female,7.657923097027832
1374,other,minor,female,3.1849634938764217
1375,other,minor,female,3.247685809001273
1376,other,minor,female,7.5426463709656435
1377,other,minor,female,5.084096199356161
1378,other,minor,female,6.62170217804168
1379,other,minor,female,5.941361625045002
1380,other,minor,female,5.806717631210889
1381,other,minor,female,4.565410156325756
1382,other,minor,female,3.4129836190624045
1383,other,minor,female,5.390446055592529
1384,other,minor,female,7.1926820049217
1385,other,minor,female,2.39365517372003
1386,other,minor,female,4.347928626220524
1387,other,minor,female,5.74647522966234
1388,other,minor,female,6.332290431855035
1389,other,minor,female,4.787794982521515
1390,other,minor,female,6.066905743956345
1391,other,minor,female,6.8686549827855
1392,other,minor,female,3.9706512949742923
1393,other,minor,female,5.156548912545019
1394,other,minor,female,3.9548827390447965
1395,other,minor,female,3.9591008892737074
1396,other,minor,female,7.447762960873046
1397,other,minor,female,6.531510587113454
1398,other,minor,female,5.640256500926433
1399,other,minor,female,4.209110147331209
1400,other,minor,female,7.118107574639914
1401,other,minor,female,5.578875404297166
1402,other,minor,female,5.49833085653743
1403,other,minor,female,5.980128450040703
1404,other,minor,female,7.1979302119238575
1405,other,minor,female,7.0552249319256575
1406,other,minor,female,6.341165314513075
1407,other,minor,female,3.6050078796390963
1408,other,minor,female,4.694188287835405
1409,other,minor,female,4.506997167319434
1410,other,minor,female,5.775293336602326
1411,other,minor,female,5.260878136398738
1412,other,minor,female,3.9257248113370444
1413,other,minor,female,5.241700270024359
1414,other,minor,female,5.140889071140534
1415,other,minor,female,6.543976028616219
1416,other,minor,female,4.616951468480363
1417,other,minor,female,5.303360074430818
1418,other,minor,female,5.155015316464133
1419,other,minor,female,4.327729681382975
1420,other,minor,female,8.43615598670789
1421,other,minor,female,4.475143556645055
1422,other,minor,female,5.0351168082926545
1423,other,minor,female,4.86303703900066
1424,other,minor,female,4.868554090148229
1425,other,minor,female,3.4049216919895615
1426,other,minor,female,4.573742572876753
1427,other,minor,female,5.743626316469565
1428,other,minor,female,5.411670546119072
1429,other,minor,female,4.771737050164619
1430,other,minor,female,6.285073625355585
1431,other,minor,female,4.640942423748256
1432,other,minor,female,2.945532408562994
1433,other,minor,female,5.400481710372854
1434,other,minor,female,4.173867040119075
1435,other,minor,female,5.834489255464987
1436,other,minor,female,6.7659676144979946
1437,other,minor,female,5.25683021998177
1438,other,minor,female,7.20391016156794
1439,other,minor,female,5.6272361631094565
1440,other,minor,female,4.4715466000271045
1441,other,minor,female,6.153088026935681
1442,other,minor,female,5.2580653992097846
1443,other,minor,female,5.618933590737984
1444,other,minor,female,4.741452393932917
1445,other,minor,female,5.923261085600893
1446,other,minor,female,4.439652664137473
1447,other,minor,female,5.707322877454984
1448,other,minor,female,3.8341359980726697
1449,other,minor,female,5.837213253543842
1450,other,minor,female,4.2077347947591655
1451,other,minor,female,5.845468002477704
1452,other,minor,female,6.021024986279999
1453,other,minor,female,4.122933211004414
1454,other,minor,female,6.165384169104334
1455,other,minor,female,3.3907803038551148
1456,other,minor,female,3.4487385605675396
1457,other,minor,female,6.361428080097129
1458,other,minor,female,4.106196635460226
1459,other,minor,female,4.711351298998062
1460,other,minor,female,5.744867160021313
1461,other,minor,female,5.337720080095805
1462,other,minor,female,5.371703757595447
1463,other,minor,female,5.071819953664949
1464,other,minor,female,5.81455432861104
1465,other,minor,female,5.7769772049276416
1466,other,minor,female,5.27770074505192
1467,other,minor,female,4.6591169930778245
1468,other,minor,female,3.930413940095448
1469,other,minor,female,6.801178918443329
1470,other,minor,female,4.227511521598405
1471,other,minor,female,4.307505360763097
1472,other,minor,female,5.894690813522985
1473,other,minor,female,5.817906828655017
1474,other,minor,female,5.041040579193201
1475,other,minor,female,4.580875344175953
1476,other,minor,female,5.951078006734029
1477,other,minor,female,4.6324341849779325
1478,other,minor,female,3.885649514408022
1479,other,minor,female,4.116944418818066
1480,other,minor,female,5.756089129486358
1481,other,minor,female,5.271625148442457
1482,other,minor,female,6.478798171694907
1483,other,minor,female,5.480804922189318
1484,other,minor,female,5.639981843594931
1485,other,minor,female,5.789154944727868
1486,other,minor,female,5.913000279705945
1487,other,minor,female,5.091342678224432
1488,other,minor,female,5.084258637294814
1489,other,minor,female,6.47268754613689
1490,other,minor,female,6.380107348262808
1491,other,minor,female,5.929404129215952
1492,other,minor,female,5.925204845380768
1493,other,minor,female,4.380453069879596
1494,other,minor,female,7.548437442354285
1495,other,minor,female,4.63322678552251
1496,other,minor,female,6.437606208723888
1497,other,minor,female,6.867602621497181
1498,other,minor,female,5.8681114888810955
1499,other,minor,female,6.701546444139735
1500,other,minor,female,5.291943280257058
1501,other,minor,female,6.203580663236432
1502,other,minor,female,4.48654084620346
1503,other,minor,female,6.062888467529055
1504,other,minor,female,4.87152731539599
1505,other,minor,female,4.635866190371975
1506,other,minor,female,7.0895825143966835
1507,other,minor,female,5.403544914400839
1508,other,minor,female,5.498454505392021
1509,other,minor,female,5.932124191816543
1510,other,minor,female,5.965354839959574
1511,other,minor,female,5.424373038928373
1512,other,minor,female,5.693490099927268
1513,other,minor,female,6.366050198496961
1514,other,minor,female,3.732541717606459
1515,other,minor,female,6.544398242230617
1516,other,minor,female,4.782776747430321
1517,other,minor,female,4.8249954094485545
1518,other,minor,female,3.961713761713405
1519,other,minor,female,4.027244819796426
1520,other,minor,female,3.6625125282913658
1521,other,minor,female,5.723740001753797
1522,other,minor,female,6.3947548929591385
1523,other,minor,female,3.3042138642702565
1524,other,minor,female,4.067404704009785
1525,other,minor,female,5.889846190166257
1526,other,minor,female,4.422042933840353
1527,other,minor,female,4.667789323190413
1528,other,minor,female,5.251306120116832
1529,other,minor,female,5.259343356667605
1530,other,minor,female,6.746445103854716
1531,other,minor,female,6.683113221376822
1532,other,minor,female,5.101153363918356
1533,other,minor,female,5.656281063689426
1534,other,minor,female,5.485540419525832
1535,other,minor,female,4.3756891586580435
1536,other,minor,female,3.9291746144097095
1537,other,minor,female,3.951002624103701
1538,other,minor,female,6.844354368139989
1539,other,minor,female,5.105786404787812
1540,other,minor,female,3.564454174920283
1541,other,minor,female,3.9099681861994613
1542,other,minor,female,6.1319659085650065
1543,other,minor,female,5.39808062378424
1544,other,minor,female,5.807018280615991
1545,other,minor,female,4.066014346723323
1546,other,minor,female,3.7444913957253245
1547,other,minor,female,3.9058478488944735
1548,other,minor,female,6.385624026136032
1549,other,minor,female,4.645080976936213
1550,other,minor,female,4.701473777242278
1551,other,minor,female,6.257495489321259
1552,other,minor,female,5.826547691055095
1553,other,minor,female,4.01366458643709
1554,other,minor,female,5.632648137148168
1555,other,minor,female,4.865971822161052
1556,other,minor,female,5.194831680115183
1557,other,minor,female,5.661637177108345
1558,other,minor,female,6.234778589520875
1559,other,minor,female,4.975059976664299
1560,other,minor,female,5.984038716799262
1561,other,minor,female,7.613373373747832
1562,other,minor,female,5.169688264002646
1563,other,minor,female,6.651653924505101
1564,other,minor,female,4.3406343100948845
1565,other,minor,female,4.581457940451737
1566,other,minor,female,4.91686664847216
1567,other,minor,female,3.9956102152505393
1568,other,minor,female,5.2247775719862455
1569,other,minor,female,4.420926138308914
1570,other,minor,female,5.2458296475689705
1571,other,minor,female,3.5287222990820135
1572,other,minor,female,4.203945896863887
1573,other,minor,female,7.534275308755822
1574,other,minor,female,4.165293071432172
1575,other,minor,female,5.245393436189952
1576,other,minor,female,4.987806166884095
1577,other,minor,female,5.244656268955246
1578,other,minor,female,4.732920507809249
1579,other,minor,female,6.4789452277431065
1580,other,minor,female,5.8440195641721555
1581,other,minor,female,5.308647515037627
1582,other,minor,female,5.805433117590271
1583,other,minor,female,6.58401650607644
1584,other,minor,female,4.473577394825702
1585,other,minor,female,4.503447988632582
1586,other,minor,female,6.891141032389101
1587,other,minor,female,4.664163457767051
1588,other,minor,female,4.652680202187245
1589,other,minor,female,5.980913763040989
1590,other,minor,female,3.814564808819278
1591,other,minor,female,4.325259240341057
1592,other,minor,female,4.112512956210687
1593,other,minor,female,6.931774756014127
1594,other,minor,female,5.011038648641191
