LINK_ID,ACCESS_ID,FUNCTIONAL_CLASS,TRAVEL_DIRECTION,PRIVATE,TOLLWAY,FROM_SPEED_LIMIT,TO_SPEED_LIMIT,PUBLIC_ACCESS
874857402,32,5,B,N,N,,,Y
574381729,1015,5,B,N,N,30,30,Y
907694508,1023,2,F,N,N,50,,Y
1218684892,34,5,B,N,N,,,Y
1162194649,1023,4,B,N,N,50,50,Y
996904629,34,5,B,N,N,,,Y
931074858,32,5,B,N,N,,,Y
1222000263,32,5,B,N,N,,,Y
53187312,1023,3,F,N,N,60,,Y
53179127,1023,5,B,N,N,30,30,Y
1210908964,1023,2,T,N,N,,70,Y
931017437,34,5,B,N,N,,,Y
1132194904,1023,5,B,N,N,30,30,Y
834099567,1023,5,B,N,N,30,30,Y
931074840,32,5,B,N,N,,,Y
53179669,1023,5,B,N,N,30,30,Y
53186619,1015,5,B,N,N,30,30,Y
53180191,1023,5,B,N,N,30,30,Y
818520414,1023,5,B,N,N,30,30,Y
1215470153,1015,5,B,N,N,,,Y
574376907,1023,5,B,N,N,5,5,Y
1048379281,1023,5,B,N,N,30,30,Y
1134766317,1023,5,B,N,N,50,50,Y
1132277944,32,5,B,N,N,,,Y
802473190,1023,5,B,N,N,30,30,Y
1132901199,999,5,B,N,N,100,100,Y
53191924,1023,5,T,N,N,,50,Y
589256753,1023,3,B,N,N,70,70,Y
53188425,1023,3,T,N,N,,50,Y
53188436,1023,3,F,N,N,50,,Y
53182188,34,5,B,N,N,,,Y
53187383,1023,3,T,N,N,,70,Y
538974814,1007,5,B,N,N,30,30,Y
53187014,1023,4,F,N,N,50,,Y
991923856,32,5,B,N,N,,,Y
1227513757,32,5,B,N,N,,,N
931084261,1023,5,B,N,N,30,30,Y
1038723772,991,1,T,N,N,,100,Y
1228331361,1023,5,B,N,N,10,10,Y
1192446102,1015,5,B,N,N,,,Y
78579938,1023,3,T,N,N,,50,Y
999163122,32,5,B,N,N,,,Y
53184509,34,5,B,N,N,,,Y
1137439367,32,5,B,N,N,,,Y
53192151,1023,5,B,N,N,30,30,Y
724675529,1023,5,B,N,N,30,30,Y
1227516054,32,5,B,N,N,,,N
1192447538,1007,5,B,N,N,30,30,Y
1225464211,991,2,F,N,N,999,,Y
991671976,1023,5,B,N,N,50,50,Y
915011106,1023,5,F,N,N,50,,Y
53178981,32,5,B,N,N,,,Y
930960089,32,5,B,N,N,,,Y
992815202,32,5,B,N,N,,,Y
53182873,1023,3,B,N,N,50,50,Y
1197943322,1023,4,B,N,N,50,50,Y
1220813830,32,5,B,N,N,,,Y
1123409390,1023,5,B,N,N,30,30,Y
53188158,1023,5,B,N,N,30,30,Y
909506530,1023,5,B,N,N,30,30,Y
874855540,32,5,B,N,N,,,Y
1132246208,1023,5,B,N,N,30,30,Y
993965875,1015,5,B,N,N,10,10,Y
574378840,1023,3,B,N,N,50,50,Y
53180833,1023,5,B,N,N,30,30,Y
931106696,32,5,B,N,N,,,Y
1222110921,1023,3,T,N,N,,60,Y
53178664,1023,5,B,N,N,30,30,Y
967670524,1023,5,B,N,N,50,50,Y
950515943,1023,5,B,N,N,30,30,Y
993052307,34,5,B,N,N,,,Y
78632476,1023,5,B,N,N,30,30,Y
1201902938,1023,4,F,N,N,50,,Y
812610083,1023,3,F,N,N,50,,Y
53179595,1023,4,B,N,N,50,50,Y
53184906,1023,5,B,N,N,30,30,Y
1193297984,38,5,B,N,N,,,Y
1191134625,1023,3,F,N,N,50,,Y
53189412,1023,5,B,N,N,10,10,Y
996663092,1023,5,F,N,N,30,,Y
53188750,1023,5,T,N,N,,30,Y
1192458053,1023,5,B,N,N,30,30,Y
1225188992,1023,5,B,N,N,30,30,Y
53181216,1007,5,B,N,N,30,30,Y
1228216941,1023,5,B,Y,N,50,50,Y
53183749,1023,5,B,N,N,30,30,Y
1192646942,32,5,B,N,N,,,Y
1222045017,32,5,B,N,N,,,Y
53180905,34,5,B,N,N,30,30,Y
992788366,32,5,B,N,N,,,Y
53178923,1023,5,B,N,N,30,30,Y
53180889,32,5,B,N,N,,,Y
1190604964,1023,3,B,N,N,50,50,Y
53186338,1015,5,B,N,N,10,10,Y
993965900,1015,5,B,N,N,30,30,Y
991999580,32,5,B,N,N,,,Y
59385397,1023,5,B,N,N,50,50,Y
78578762,1023,4,F,N,N,50,,Y
991663456,32,5,B,N,N,,,Y
1192646934,1007,3,B,N,N,100,70,Y
53180896,1023,5,B,N,N,30,30,Y
1134785565,32,5,B,N,N,,,Y
992434245,1023,5,B,N,N,30,30,Y
53179231,1023,5,B,N,N,30,30,Y
53192037,32,5,B,N,N,,,Y
53186664,1015,5,B,N,N,10,10,Y
1201887501,1023,4,T,N,N,,50,Y
53189079,38,5,B,N,N,,,Y
992515173,1023,5,B,N,N,30,30,Y
931151171,32,5,B,N,N,,,Y
53189109,1023,5,B,N,N,30,30,Y
53191159,1023,5,B,N,N,30,30,Y
53186523,1023,5,B,N,N,30,30,Y
59396823,1023,3,F,N,N,50,,Y
53181578,1023,5,B,N,N,30,30,Y
563886120,991,2,F,N,N,100,,Y
53184927,1023,5,B,N,N,30,30,Y
53178265,1023,5,B,N,N,30,30,Y
53181720,1023,5,B,N,N,30,30,Y
53187608,1023,3,T,N,N,,60,Y
931027291,32,5,B,N,N,,,Y
53181126,1015,5,B,N,N,30,30,Y
53188622,1023,5,B,N,N,30,30,Y
53180302,1023,5,B,N,N,50,50,Y
1215473694,1023,3,T,N,N,,50,Y
563936251,1023,5,B,N,N,30,30,Y
996680493,1023,5,B,N,N,10,10,Y
807858208,1023,4,B,N,N,50,50,Y
1221116450,32,5,B,N,N,,,Y
803013930,1007,3,B,N,N,50,50,Y
994573006,32,5,B,N,N,,,Y
53182889,1023,5,B,N,N,30,30,Y
931248440,1023,5,B,N,N,10,10,Y
930878018,32,5,B,N,N,,,Y
53290979,1015,5,B,N,N,30,30,Y
991659845,32,5,B,N,N,,,Y
1224888072,1023,5,B,N,N,30,30,Y
53290833,1023,5,B,N,N,100,100,Y
931151688,1023,3,T,N,N,,50,Y
1223984559,34,5,B,N,N,,,Y
1179801018,34,5,B,N,N,,,Y
1132274095,1015,5,B,N,N,100,100,Y
1228016300,1023,5,B,N,N,30,30,Y
1190747441,1023,3,B,N,N,50,50,Y
1221863909,1023,5,T,N,N,,30,Y
1188450407,1023,5,B,N,N,50,50,Y
931139985,1015,5,B,Y,N,5,5,N
53181574,1023,4,B,N,N,50,50,Y
53178986,1023,5,B,N,N,30,30,Y
53179288,1023,5,B,N,N,30,30,Y
1212410019,1015,5,B,N,N,,,Y
53181739,1023,5,B,N,N,30,30,Y
1228918302,34,5,B,N,N,,,Y
997219985,1023,5,B,N,N,50,50,Y
808216592,1007,4,B,N,N,30,30,Y
1190247614,32,5,B,N,N,,,Y
992434268,1023,5,B,N,N,30,30,Y
589256724,1023,4,B,N,N,50,50,Y
540924532,991,2,T,N,N,,80,Y
992519919,1023,5,B,N,N,30,30,Y
53180249,1023,5,B,N,N,30,30,Y
53191536,1023,5,B,N,N,30,30,Y
994573053,32,5,B,N,N,,,Y
53181230,1023,5,B,N,N,30,30,Y
53181725,1023,5,B,N,N,30,30,Y
1168333590,1015,5,B,Y,N,,,Y
53185697,1007,5,B,N,N,50,50,Y
808216591,1007,4,B,N,N,30,30,Y
931159536,1015,5,B,Y,N,10,10,Y
818520428,1023,5,B,N,N,30,30,Y
53179934,1023,5,B,N,N,30,30,Y
818520431,1023,5,T,N,N,,30,Y
53191319,1015,5,B,N,N,30,30,Y
909205401,1023,5,B,N,N,30,30,Y
1201941700,1023,4,F,N,N,100,,Y
53181793,1023,5,B,N,N,30,30,Y
1198184819,1023,4,T,N,N,,50,Y
1222045058,32,5,B,N,N,,,Y
1132258207,32,5,B,N,N,,,Y
991999641,32,5,B,N,N,,,Y
991795703,32,5,B,N,N,,,Y
1191126997,1023,3,T,N,N,,50,Y
931436580,32,5,B,N,N,,,Y
78579502,1023,4,F,N,N,50,,Y
53189330,1023,5,F,N,N,30,,Y
78578687,1023,3,F,N,N,50,,Y
808267843,1023,3,T,N,N,,50,Y
53179004,1023,5,B,N,N,30,30,Y
53188123,1015,5,B,Y,N,10,10,Y
1221481388,1015,5,B,N,N,,,Y
1192519950,1015,5,B,N,N,,,Y
1193044457,1007,5,B,N,N,30,30,Y
53188825,1023,5,B,N,N,30,30,Y
907932522,1023,4,B,N,N,50,50,Y
806032619,1023,5,T,N,N,,30,Y
53181005,1023,5,B,N,N,50,50,Y
993022605,1023,5,B,N,N,30,30,Y
931027303,32,5,B,N,N,,,Y
996663096,32,5,B,N,N,,,Y
78582103,1023,3,F,N,N,60,,Y
810263973,1023,4,B,N,N,50,50,Y
53191805,32,5,B,N,N,,,Y
1192519967,1023,5,T,N,N,,50,Y
1156720181,1015,5,B,N,N,50,50,Y
53183121,1023,5,B,N,N,30,30,Y
1221211719,32,5,B,N,N,,,Y
1220815055,1015,5,B,N,N,,,Y
1190887546,1023,3,F,N,N,50,,Y
999150359,32,5,B,N,N,,,Y
704007327,1023,5,F,N,N,50,,Y
1190694120,1023,3,F,N,N,60,,Y
53181770,38,5,B,N,N,,,Y
53188789,1023,3,B,N,N,50,50,Y
53181829,1023,5,B,N,N,30,30,Y
53189721,1023,5,T,N,N,,50,Y
915011114,1023,2,F,N,N,70,,Y
53182097,1023,5,B,N,N,30,30,Y
574361118,1023,5,B,Y,N,50,50,Y
1190747454,1023,3,T,N,N,,70,Y
895140543,34,5,B,N,N,,,Y
53182910,1023,5,B,N,N,30,30,Y
1227514752,1023,5,B,N,N,30,30,Y
1222531566,32,5,B,N,N,,,Y
53179119,1023,5,B,N,N,30,30,Y
931435097,1023,3,F,N,N,50,,Y
988660172,1015,5,B,N,N,10,10,Y
1225191160,1023,5,B,N,N,30,30,Y
53291054,34,5,B,N,N,,,Y
53180983,32,5,B,N,N,,,Y
53189488,1023,5,B,N,N,30,30,Y
992798594,32,5,B,N,N,,,Y
1082902496,1023,3,F,N,N,70,,Y
931210841,32,5,B,N,N,,,Y
53188829,1023,2,F,N,N,50,,Y
1225606823,34,5,B,N,N,,,Y
53189647,1023,5,F,N,N,30,,Y
996678348,1023,2,T,N,N,,120,Y
53183805,1023,5,B,N,N,30,30,Y
53183156,1023,5,B,N,N,30,30,Y
1074849087,991,1,T,N,N,,999,Y
1132271621,1023,5,B,N,N,30,30,Y
53185403,32,5,B,N,N,,,Y
894243732,32,5,B,N,N,,,Y
1156769582,1015,5,B,N,N,50,50,Y
1083841196,1023,2,B,N,N,100,100,Y
53182773,1007,5,B,N,N,10,10,Y
53187362,1023,4,F,N,N,50,,Y
1222533733,32,5,B,N,N,,,Y
991795739,32,5,B,N,N,,,Y
1171319838,991,2,T,N,N,,80,Y
53188393,1023,4,F,N,N,50,,Y
992432877,1023,5,B,N,N,30,30,Y
1136692032,32,5,B,N,N,,,Y
53180256,1023,5,B,N,N,50,50,Y
802521401,1023,3,B,N,N,70,70,Y
988674907,34,5,B,Y,N,30,30,N
53181560,1023,5,B,N,N,30,30,Y
53181963,1023,5,B,N,N,30,30,Y
1082874560,991,2,T,N,N,,999,Y
574418278,1023,4,F,N,N,100,,Y
1218975678,1015,5,B,N,N,50,50,Y
791222865,1023,3,B,N,N,70,70,Y
1192529072,1023,3,B,N,N,50,50,Y
1197943134,1007,4,B,N,N,100,100,Y
931017422,32,5,B,N,N,,,Y
1156737807,1023,5,T,N,N,,,Y
1048354748,991,5,T,N,N,,50,Y
1132173418,1003,3,F,N,N,70,,Y
59390418,1023,5,B,N,N,30,30,Y
991839489,32,5,B,N,N,,,Y
930954602,32,5,B,N,N,,,Y
1082384849,1023,2,T,N,N,,50,Y
1162206708,32,5,B,N,N,,,Y
907112249,1023,2,T,N,N,,70,Y
991795749,32,5,B,N,N,,,Y
574418764,1023,3,T,N,N,,60,Y
53181207,1015,5,B,N,N,30,30,Y
1192773715,1023,5,B,N,N,50,50,Y
53187010,1023,5,F,N,N,50,,Y
589241634,1023,5,B,N,N,30,30,Y
53183585,1023,5,B,N,N,30,30,Y
53179319,1023,5,F,N,N,30,,Y
59385355,1015,5,B,N,N,50,50,Y
992798561,1023,5,B,N,N,30,30,Y
1229439581,1023,5,B,N,N,30,30,Y
53188684,1023,3,B,N,N,50,50,Y
991873422,32,5,B,N,N,,,Y
53188744,1023,3,F,N,N,50,,Y
999171186,1023,5,B,N,N,30,30,Y
1221865514,1015,5,B,Y,N,10,10,N
992802670,1023,5,B,N,N,30,30,Y
931427302,1023,5,F,N,N,50,,Y
53180560,1023,5,B,N,N,30,30,Y
930960082,32,5,B,N,N,,,Y
994471855,32,5,B,N,N,,,Y
53189415,1023,5,F,N,N,30,,Y
53190053,1023,3,F,N,N,50,,Y
53183365,1023,5,B,N,N,30,30,Y
996680506,1015,5,B,N,N,10,10,Y
1133052331,32,5,B,N,N,,,Y
1175118778,32,5,B,N,N,,,Y
574376890,32,5,B,N,N,,,Y
53188857,1023,5,B,N,N,50,50,Y
786412333,991,2,F,N,N,120,,Y
574390628,1023,5,T,N,N,,30,Y
1132834724,1023,3,T,N,N,,50,Y
53178854,1023,5,B,N,N,50,50,Y
1224890052,32,5,B,N,N,,,Y
53179990,1023,5,B,N,N,30,30,Y
1227516050,32,5,B,N,N,,,N
1134759285,1023,5,B,N,N,30,30,Y
53179310,1007,5,B,N,N,30,30,Y
1132311931,1023,4,T,N,N,,50,Y
930857588,32,5,B,N,N,,,Y
53185628,1023,5,B,N,N,50,50,Y
53184578,1023,5,B,N,N,30,30,Y
53188533,1007,5,B,N,N,30,30,Y
996663104,32,5,B,N,N,,,Y
1222532066,1023,5,B,N,N,30,30,Y
53188868,1023,5,F,N,N,30,,Y
53178671,1023,5,B,N,N,50,50,Y
574378686,1023,5,B,N,N,50,50,Y
810166352,991,4,B,N,N,50,50,Y
53180434,1023,5,B,N,N,30,30,Y
1197546990,1015,5,B,N,N,50,50,Y
53184601,1023,5,B,N,N,100,100,Y
991663419,32,5,B,N,N,,,Y
53188312,1023,5,B,N,N,30,30,Y
1090543754,1015,5,B,N,N,50,50,Y
1159615268,1023,5,B,N,N,50,50,Y
53185858,999,5,B,N,N,30,30,Y
53186500,1023,5,B,N,N,30,30,Y
53186580,1015,5,B,N,N,10,10,Y
1222532179,34,5,B,N,N,,,Y
540887422,1023,5,B,N,N,50,50,Y
53182289,34,5,B,N,N,,,Y
1132332866,32,5,B,N,N,,,Y
1210817893,34,5,B,N,N,,,Y
1228327109,1015,5,B,Y,N,50,50,N
1222533456,32,5,B,N,N,,,Y
807858993,1023,3,F,N,N,50,,Y
992515135,1023,5,B,N,N,50,50,Y
78579450,991,2,F,N,N,999,,Y
992519931,1023,5,B,N,N,10,10,Y
53179417,1023,5,B,N,N,30,30,Y
1190862840,1023,3,B,N,N,60,60,Y
53184379,1023,5,B,N,N,50,50,Y
914906253,1023,2,B,N,N,100,100,Y
937971360,1015,5,B,N,N,50,50,Y
53191482,1023,5,B,N,N,30,30,Y
1192768471,1023,5,B,N,N,50,50,Y
53188832,1023,5,B,N,N,30,30,Y
1132284058,32,5,B,N,N,,,Y
1132284057,1023,5,B,N,N,30,30,Y
53190299,1023,5,B,N,N,30,30,Y
59386477,1023,5,B,N,N,30,30,Y
53178666,1023,5,B,N,N,30,30,Y
53190357,1015,5,B,Y,N,10,10,N
909186070,1023,5,F,N,N,10,,Y
1192530672,1023,5,B,N,N,30,30,Y
53178853,1023,5,B,N,N,50,50,Y
996902215,32,5,B,N,N,,,Y
992432908,1023,5,B,N,N,30,30,Y
991671971,32,5,B,N,N,,,Y
53181649,1023,5,B,N,N,30,30,Y
53184354,1015,5,B,N,N,100,100,Y
53180322,1023,4,B,N,N,50,50,Y
1228319533,32,5,B,N,N,,,N
1190670620,1023,3,B,N,N,50,50,Y
53191202,32,5,B,N,N,,,Y
53181775,1023,5,B,N,N,30,30,Y
986377669,1023,5,B,N,N,100,100,Y
991873433,32,5,B,N,N,,,Y
931141927,32,5,B,N,N,,,Y
1201898005,1023,4,B,N,N,50,50,Y
1221913448,1015,5,B,N,N,,,Y
53185297,32,5,B,N,N,,,Y
792256229,1023,3,T,N,N,,70,Y
53182868,1023,5,B,N,N,30,30,Y
1195662091,991,4,B,N,N,50,50,Y
1190660662,1023,2,B,N,N,100,70,Y
59390373,1023,5,B,N,N,30,30,Y
1201936669,1007,4,B,N,N,50,50,Y
1156719339,1015,5,B,N,N,50,50,Y
53187562,1023,5,B,N,N,30,30,Y
53179165,1023,5,B,N,N,30,30,Y
53179166,1023,5,B,N,N,30,30,Y
808141464,1023,3,B,N,N,70,70,Y
1193606029,32,5,B,N,N,,,Y
868914612,1023,5,B,N,N,5,5,Y
808142314,1023,3,B,N,N,100,70,Y
1198220171,991,1,F,N,N,80,,Y
802958902,1023,3,F,N,N,50,,Y
53181108,1023,5,B,N,N,50,50,Y
53188738,1023,5,B,N,N,30,30,Y
991841186,32,5,B,N,N,,,Y
1221939107,34,5,B,N,N,,,Y
1221939110,1023,5,B,N,N,100,100,Y
53183638,1023,5,B,N,N,30,30,Y
53183637,1023,5,B,N,N,30,30,Y
53183947,1023,5,B,N,N,30,30,Y
53183993,1015,5,B,N,N,30,30,Y
783511424,991,1,F,N,N,120,,Y
53289780,1015,5,B,N,N,30,30,Y
808181626,1023,3,F,N,N,50,,Y
1221869576,1015,5,B,N,N,,,Y
1156737804,1015,5,B,N,N,50,50,Y
931139981,1023,5,B,N,N,30,30,Y
53186213,1023,3,F,N,N,70,,Y
908447897,1023,3,T,N,N,,30,Y
53184351,991,3,F,N,N,100,,Y
821647239,1007,4,B,N,N,30,30,Y
53185602,34,5,B,N,N,30,30,Y
1227514743,32,5,B,N,N,,,N
1157768295,1023,4,B,N,N,50,50,Y
1210817634,34,5,B,N,N,,,Y
53181163,1023,5,B,N,N,50,50,Y
991873390,1023,5,B,N,N,30,30,Y
53184476,991,5,F,N,N,100,,Y
1227511023,32,5,B,N,N,,,N
53191667,1023,5,T,N,N,,30,Y
931053058,1015,5,B,N,N,30,30,Y
931041663,1023,4,B,N,N,50,50,Y
53181237,1023,5,B,N,N,30,30,Y
1193055179,1023,5,B,N,N,,,N
53187954,1023,5,T,N,N,,30,Y
1159702453,32,5,B,N,N,,,Y
53178602,1023,5,B,N,N,10,10,Y
807858967,1023,3,B,N,N,60,100,Y
53189218,1023,4,F,N,N,50,,Y
574361116,1023,5,B,Y,N,50,50,Y
53189320,1023,5,T,N,N,,30,Y
1217113485,991,3,F,N,N,50,,Y
993066247,1023,5,B,N,N,30,30,Y
874933756,32,5,B,N,N,,,Y
1225519348,34,5,B,N,N,,,Y
808140845,1023,4,B,N,N,50,50,Y
969887158,991,2,F,N,N,999,,Y
777939324,1023,5,B,N,N,10,10,Y
53179137,32,5,B,N,N,,,Y
724619117,1023,2,B,N,N,70,70,Y
53180787,1023,5,B,N,N,30,30,Y
996678347,1023,2,F,N,N,120,,Y
53183675,1023,5,B,N,N,30,30,Y
1224570733,34,5,B,N,N,,,Y
993059087,1023,5,B,N,N,30,30,Y
994219688,32,5,B,N,N,,,Y
53178126,1023,5,B,N,N,30,30,Y
53179902,1023,5,B,N,N,30,30,Y
53189893,1023,5,T,N,N,,30,Y
1223477837,1023,2,T,N,N,,50,Y
1228781461,34,5,B,N,N,,,Y
53179108,32,5,B,N,N,,,Y
809071776,1023,4,B,N,N,30,30,Y
994219578,1023,5,B,N,N,100,100,Y
1190745147,1023,3,B,N,N,50,50,Y
999125216,1023,5,B,N,N,10,10,Y
993970996,1015,5,B,N,N,50,50,Y
1190858615,1023,3,T,N,N,,50,Y
930960096,1023,5,B,N,N,30,30,Y
53194032,1023,5,B,N,N,30,30,Y
1225601662,1023,5,B,N,N,30,30,Y
53178552,1023,5,B,N,N,50,50,Y
53184257,991,3,F,N,N,999,,Y
53188014,1007,3,T,N,N,,50,Y
1192460120,34,5,B,N,N,,,Y
1192456691,1023,5,B,N,N,30,30,Y
808216278,1007,3,B,N,N,50,50,Y
78580132,991,2,F,N,N,80,,Y
874852542,32,5,B,N,N,,,Y
53188213,1015,5,B,Y,N,50,50,N
1132184448,32,5,B,N,N,,,Y
53178871,1023,5,B,N,N,30,30,Y
53191177,34,5,B,N,N,,,Y
1222150401,1015,5,B,Y,N,,,N
996663099,1023,5,T,N,N,,30,Y
992815224,32,5,B,N,N,,,Y
1132177657,32,5,B,N,N,,,Y
53265005,1023,5,B,N,N,30,30,Y
53181745,1023,5,B,N,N,30,30,Y
994471874,1023,5,B,N,N,30,30,Y
993059109,1023,5,B,N,N,30,30,Y
1222002693,32,5,B,N,N,,,Y
1222150387,1015,5,B,Y,N,10,10,N
53181626,1023,5,B,N,N,50,50,Y
967670523,1023,5,B,N,N,50,50,Y
936378645,290,5,F,N,N,50,,Y
991795702,1023,5,B,N,N,30,30,Y
992815227,32,5,B,N,N,,,Y
791192615,1023,4,B,N,N,50,50,Y
59386459,34,5,B,N,N,,,Y
1134735428,32,5,B,N,N,,,Y
808965501,1023,4,B,N,N,50,50,Y
53181686,1023,5,B,N,N,30,30,Y
53187461,1023,5,B,N,N,30,30,Y
540924612,991,2,T,N,N,,120,Y
1221862514,1023,5,T,N,N,,50,Y
915011119,1023,5,T,N,N,,50,Y
53179490,1023,5,B,N,N,30,30,Y
945561487,1023,5,B,N,N,30,30,N
1191142825,1023,3,T,N,N,,50,Y
1076694043,32,5,B,N,N,,,Y
1225893724,34,5,B,N,N,,,Y
1225893732,1015,5,B,Y,N,10,10,N
1144455385,1023,2,T,N,N,,30,Y
1132200499,32,5,B,N,N,,,Y
1190745165,1023,3,B,N,N,50,50,Y
589257338,1023,4,B,N,N,30,30,Y
53183320,1023,5,B,N,N,30,30,Y
991681912,32,5,B,N,N,,,Y
1227625399,32,5,B,N,N,,,Y
874832614,34,5,B,N,N,,,Y
53180304,1023,5,B,N,N,10,10,Y
53183658,1023,5,B,N,N,30,30,Y
53190180,1023,5,B,N,N,50,50,Y
53181831,1023,3,B,N,N,50,50,Y
53180851,1015,5,B,N,N,30,30,Y
808965502,1023,4,B,N,N,50,50,Y
538974811,1007,5,B,N,N,30,30,Y
53181033,1023,5,B,N,N,30,30,Y
53191184,1023,5,B,N,N,10,10,Y
1225773263,991,2,B,N,N,120,120,Y
53188803,1023,5,B,N,N,50,50,Y
53191602,1015,5,B,Y,N,30,30,Y
930954596,32,5,B,N,N,,,Y
991838198,32,5,B,N,N,,,Y
1227912524,1023,5,B,N,N,10,10,Y
53181280,1023,5,B,N,N,10,10,Y
53181116,1023,5,B,N,N,50,50,Y
1201942628,1023,4,B,N,N,50,50,Y
53181962,1023,5,B,N,N,30,30,Y
991685448,32,5,B,N,N,,,Y
932833912,32,5,B,N,N,,,Y
1171158195,1023,5,B,N,N,30,30,Y
1090543749,1023,5,B,N,N,50,50,Y
53181838,1023,5,B,N,N,30,30,Y
1221863651,1023,5,B,N,N,30,30,Y
993066248,32,5,B,N,N,,,Y
1221913368,1015,5,B,N,N,,,Y
810265735,1007,3,B,N,N,50,50,Y
53190122,32,5,B,N,N,,,Y
1221869130,1023,5,B,N,N,30,30,Y
53180393,1015,5,B,N,N,30,30,Y
1189683699,1023,5,B,N,N,30,30,Y
1227726224,34,5,B,N,N,,,Y
53188559,1023,4,B,N,N,50,50,Y
53191014,1023,5,B,N,N,30,30,Y
1212757745,32,5,B,N,N,,,Y
53189115,1023,2,F,N,N,50,,Y
53183587,1023,5,B,N,N,30,30,Y
1144804417,1023,3,F,N,N,50,,Y
53183348,1023,5,B,N,N,30,30,Y
53190167,1023,3,B,N,N,50,50,Y
1225106547,1015,5,B,N,N,,,Y
1191081618,1023,3,B,N,N,60,60,Y
53178774,1023,5,B,N,N,30,30,Y
994090893,1023,5,B,N,N,30,30,Y
1079703653,1023,3,B,N,N,100,100,Y
1134758140,1023,3,T,N,N,,50,Y
53183716,1023,5,B,N,N,30,30,Y
53178729,1023,5,B,N,N,30,30,Y
908089857,32,5,B,N,N,,,Y
53188135,1023,5,B,N,N,30,30,Y
1225834097,1023,2,F,N,N,70,,Y
1144768476,1023,2,F,N,N,50,,Y
773182205,991,1,T,N,N,,100,Y
991946495,32,5,B,N,N,,,Y
786345001,991,2,F,N,N,999,,Y
53178172,32,5,B,N,N,,,Y
936373787,32,5,B,N,N,,,Y
53188983,1023,3,T,N,N,,50,Y
1220812755,32,5,B,N,N,,,Y
1222003273,32,5,B,N,N,,,Y
1210817635,34,5,B,N,N,,,Y
1222003694,32,5,B,N,N,,,Y
1171680527,991,2,T,N,N,,999,Y
992791676,1023,5,B,N,N,30,30,Y
1210817633,34,5,B,N,N,,,Y
53191248,1023,5,B,N,N,30,30,Y
1090647400,991,1,F,N,N,120,,Y
53190294,1023,4,F,N,N,50,,Y
994219585,1023,5,B,N,N,100,100,Y
930843181,32,5,B,N,N,,,Y
53190155,1023,3,F,N,N,50,,Y
1225609472,991,1,T,N,N,,120,Y
992815216,32,5,B,N,N,,,Y
1223978189,34,5,B,N,N,,,Y
907924760,1023,4,B,N,N,50,50,Y
53181862,1023,5,B,N,N,30,30,Y
1132179370,32,5,B,N,N,,,Y
907690837,1023,2,T,N,N,,100,Y
1132251610,32,5,B,N,N,,,Y
1202078090,1023,4,B,N,N,50,50,Y
1222564651,34,5,B,N,N,,,Y
991960356,1015,5,B,N,N,30,30,Y
810263760,1023,3,B,N,N,30,30,Y
833664591,1023,5,B,N,N,5,5,Y
540924526,991,2,F,N,N,50,,Y
1192459965,32,5,B,N,N,,,Y
1229007655,34,5,B,N,N,,,Y
1132246227,32,5,B,N,N,,,Y
1192973829,1015,5,B,N,N,,,Y
931030060,1015,5,B,N,N,30,30,Y
53185015,1023,5,B,N,N,30,30,Y
1190604545,1023,3,B,N,N,50,100,Y
1222000577,1023,5,B,N,N,30,30,Y
1171569992,1023,3,B,N,N,50,50,Y
53182977,1023,5,B,N,N,30,30,Y
1198859389,1023,3,F,N,N,50,,Y
53183935,991,1,F,N,N,80,,Y
1133051739,1023,5,B,N,N,50,50,Y
1194558159,32,5,B,N,N,,,Y
53184575,34,5,B,N,N,,,Y
1227818671,1015,5,B,N,N,30,30,Y
908455466,1015,5,B,Y,N,10,10,Y
777855711,1023,5,B,N,N,30,30,Y
53192001,1023,4,B,N,N,50,50,Y
53187076,1023,3,T,N,N,,70,Y
53180991,34,5,B,N,N,,,Y
540924610,991,2,F,N,N,80,,Y
791222892,1023,5,B,N,N,50,50,Y
1132902326,1023,5,T,N,N,,30,Y
574415617,1007,3,B,N,N,50,50,Y
53187047,1023,5,B,N,N,30,30,Y
53179386,1023,5,B,N,N,10,10,Y
779351841,1023,4,B,N,N,30,30,Y
1221863490,1023,5,B,N,N,30,30,Y
53290794,34,5,B,N,N,,,Y
53187654,1023,5,F,N,N,50,,Y
1228023514,32,5,B,N,N,,,Y
53180202,1023,5,B,N,N,30,30,Y
53187085,1023,3,F,N,N,50,,Y
1191123375,1023,5,F,N,N,30,,Y
53191391,34,5,B,N,N,,,Y
574418486,991,3,B,N,N,70,70,Y
53181447,1015,5,B,Y,N,10,10,N
1198330163,1023,4,B,N,N,50,50,Y
53182729,1023,5,B,N,N,30,30,Y
78578504,1023,3,T,N,N,,60,Y
803009674,1023,5,F,N,N,50,,Y
1223978073,32,5,B,N,N,,,Y
777849774,1023,5,B,N,N,10,10,Y
53185833,32,5,B,N,N,,,Y
703993798,1015,5,B,N,N,50,50,Y
874857396,32,5,B,N,N,,,Y
53180982,1023,5,B,N,N,50,50,Y
786403657,1023,2,F,N,N,50,,Y
78589576,991,1,T,N,N,,80,Y
1156719270,1023,3,F,N,N,50,,Y
868914593,1023,5,B,N,N,5,5,Y
53183205,1023,5,B,N,N,50,50,Y
53182613,1023,5,B,N,N,30,30,Y
994633718,1023,5,B,N,N,10,10,Y
