topic,category,sub-category,id,value
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_009EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_009MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_010E,21566592
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_010EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_010MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_011E,8072842
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_011EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_011MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_012E,20716651
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_012EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_012MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_013E,12958371
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_013EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_013MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_014E,93119482
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_014EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_014MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_015E,33675022
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_015EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C03_015MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_019E,20425649
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_019EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_019MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_020E,17811430
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_020EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_020MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_021E,6715896
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_021EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C03_021MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_022E,40898331
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_022EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_022MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_023E,35713360
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_023EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_023MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_024E,12356582
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_024EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C03_024MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_025E,22518603
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_025EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_025MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_026E,19185573
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_026EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_026MA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_027E,7366450
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_027EA,
Male,AGE BY EDUCATIONAL ATTAINMENT,Population 65 years and over,S1501_C03_027MA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_059E,48089
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_059EA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_059MA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_060E,28189
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_060EA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_060MA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_061E,37578
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_061EA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_061MA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_062E,45576
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_062EA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_062MA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_063E,67947
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_063EA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_063MA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_064E,92576
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_064EA,
Male,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),Population 25 years and over with earnings,S1501_C03_064MA,
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Bachelor's degree or higher,S1501_C03_058E,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Bachelor's degree or higher,S1501_C03_058EA,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Bachelor's degree or higher,S1501_C03_058MA,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,High school graduate (includes equivalency),S1501_C03_056E,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,High school graduate (includes equivalency),S1501_C03_056EA,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,High school graduate (includes equivalency),S1501_C03_056MA,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Less than high school graduate,S1501_C03_055E,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Less than high school graduate,S1501_C03_055EA,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Less than high school graduate,S1501_C03_055MA,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Some college or associate's degree,S1501_C03_057E,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Some college or associate's degree,S1501_C03_057EA,(X)
Male,POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL,Some college or associate's degree,S1501_C03_057MA,(X)
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_037E,831286
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_037EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_037MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_038E,655900
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_038EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_038MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_039E,111473
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_039EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,American Indian or Alaska Native alone,S1501_C03_039MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_040E,5861895
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_040EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_040MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_041E,5215585
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_041EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_041MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_042E,3319287
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_042EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Asian alone,S1501_C03_042MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_034E,12186150
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_034EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_034MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_035E,10316056
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_035EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_035MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_036E,2299699
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_036EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Black alone,S1501_C03_036MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_052E,16637408
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_052EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_052MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_053E,11195347
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_053EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_053MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_054E,2479920
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_054EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Hispanic or Latino Origin,S1501_C03_054MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_043E,185677
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_043EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_043MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_044E,161755
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_044EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_044MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_045E,32148
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_045EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Native Hawaiian and Other Pacific Islander alone,S1501_C03_045MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_046E,4828142
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_046EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_046MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_047E,2969971
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_047EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_047MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_048E,514851
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_048EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Some other race alone,S1501_C03_048MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_049E,2211687
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_049EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_049MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_050E,1940113
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_050EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_050MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_051E,659986
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_051EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Two or more races,S1501_C03_051MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_028E,80549194
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_028EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_028MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_029E,71860102
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_029EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_029MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_030E,26737578
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_030EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,White alone,S1501_C03_030MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_031E,69661997
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_031EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_031MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_032E,64328175
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_032EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_032MA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_033E,24919504
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_033EA,
Male,RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,"White alone, not Hispanic or Latino",S1501_C03_033MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_001E,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_001EA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_001MA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_002E,12.6
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_002EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_002MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_003E,31.4
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_003EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_003MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_004E,44.8
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_004EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_004MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_005E,11.2
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_005EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 18 to 24 years,S1501_C02_005MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_016E,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_016EA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_016MA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_017E,90.8
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_017EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_017MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_018E,35.7
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_018EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 to 34 years,S1501_C02_018MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_006E,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_006EA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_006MA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_007E,5.1
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_007EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_007MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_008E,6.9
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_008EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_008MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_009E,27
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_009EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_009MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_010E,20.4
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_010EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_010MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_011E,8.5
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_011EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_011MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_012E,19.8
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_012EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_012MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_013E,12.4
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_013EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_013MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_014E,88
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_014EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_014MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_015E,32.1
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_015EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 25 years and over,S1501_C02_015MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_019E,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_019EA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_019MA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_020E,88.6
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_020EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_020MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_021E,36.3
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_021EA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 35 to 44 years,S1501_C02_021MA,
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_022E,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_022EA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_022MA,(X)
Percent,AGE BY EDUCATIONAL ATTAINMENT,Population 45 to 64 years,S1501_C02_023E,88.4
