,SERIALNO,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,HHSIZE,LAT,LON
2717,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.030619999999999,7.502
2718,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.03061,7.502
2719,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.030619999999999,7.502
2720,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.03061,7.502
2721,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.030619999999999,7.502
2722,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.03061,7.502
2723,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.030619999999999,7.502
2724,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.03061,7.502
2725,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.030619999999999,7.502
2726,2020HU0267599,3.0,6,2.0,adult,High-school,female,11,9.03061,7.502
2727,2017001089247,1.0,2,2.0,child,below-high,male,1,8.96854,7.46456
2728,2019HU1206065,2.0,2,0.0,tenager,below-high,male,3,9.08081,7.43103
2729,2019HU1206065,2.0,2,0.0,tenager,below-high,male,3,9.08082,7.43103
2730,2019HU1206065,2.0,2,0.0,tenager,below-high,male,3,9.08081,7.43103
2731,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07398,7.40382
2732,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07399,7.40382
2733,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07398,7.40382
2734,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07399,7.40382
2735,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07398,7.40382
2736,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07399,7.40382
2737,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07398,7.40382
2738,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07399,7.40382
2739,2021HU0901148,3.0,6,1.0,child,below-high,female,9,9.07398,7.40382
2740,2020HU0588889,2.0,5,1.0,child,below-high,female,4,9.0372,7.48506
2741,2020HU0588889,2.0,5,1.0,child,below-high,female,4,9.03721,7.48506
2742,2020HU0588889,2.0,5,1.0,child,below-high,female,4,9.0372,7.48506
2743,2020HU0588889,2.0,5,1.0,child,below-high,female,4,9.03721,7.48506
2744,2019HU0772186,3.0,7,2.0,adult,Bachelor,female,2,9.00009,7.42591
2745,2019HU0772186,3.0,7,2.0,adult,Bachelor,female,2,9.0001,7.42591
2746,2017000670873,2.0,4,2.0,adult,High-school,female,2,8.96609,7.38186
2747,2017000670873,2.0,4,2.0,adult,High-school,female,2,8.966099999999999,7.38186
2748,2018HU0696718,2.0,8,2.0,adult,High-school,female,2,9.07576,7.43018
2749,2018HU0696718,2.0,8,2.0,adult,High-school,female,2,9.07577,7.43018
2750,2021HU0204149,3.0,10,3.0,adult,below-high,female,2,9.06568,7.46812
2751,2021HU0204149,3.0,10,3.0,adult,below-high,female,2,9.06569,7.46812
2752,2021HU0397924,3.0,8,2.0,adult,college,male,1,8.97346,7.18634
2753,2019HU0889811,3.0,8,3.0,adult,Bachelor,male,2,8.9491,7.26208
2754,2019HU0889811,3.0,8,3.0,adult,Bachelor,male,2,8.94911,7.26208
2755,2019HU0751700,1.0,6,1.0,tenager,below-high,male,4,8.99864,7.46502
2756,2019HU0751700,1.0,6,1.0,tenager,below-high,male,4,8.99865,7.46502
2757,2019HU0751700,1.0,6,1.0,tenager,below-high,male,4,8.99864,7.46502
2758,2019HU0751700,1.0,6,1.0,tenager,below-high,male,4,8.99865,7.46502
2759,2020HU0676341,2.0,5,2.0,adult,college,female,1,9.08364,7.48682
2760,2021HU0401393,3.0,6,3.0,adult,below-high,male,1,9.00304,7.45594
2761,2019HU0406526,3.0,7,3.0,adult,college,male,1,9.08714,7.47733
2762,2018HU0938965,3.0,8,2.0,adult,Bachelor,female,1,9.07112,7.40147
2763,2017000982407,3.0,5,,adult,High-school,female,2,9.03217,7.58312
2764,2017000982407,3.0,5,,adult,High-school,female,2,9.03218,7.58312
2765,2018HU0365920,2.0,8,2.0,child,below-high,male,2,9.03546,7.58156
2766,2018HU0365920,2.0,8,2.0,child,below-high,male,2,9.03547,7.58156
2767,2017001344370,2.0,8,2.0,child,below-high,male,1,9.07066,7.44372
2768,2017000766101,3.0,7,2.0,young-adult,college,male,1,9.03265,7.44424
2769,2018HU0414420,3.0,8,2.0,adult,High-school,male,2,9.05889,7.37536
2770,2018HU0414420,3.0,8,2.0,adult,High-school,male,2,9.0589,7.37536
2771,2020HU0827287,3.0,4,1.0,adult,High-school,male,1,9.09205,7.49402
2772,2018HU0506722,2.0,8,1.0,tenager,below-high,male,1,9.04895,7.47441
2773,2017001258849,3.0,7,3.0,adult,college,female,1,9.06452,7.37098
2774,2018HU0836946,2.0,6,1.0,adult,High-school,male,1,9.07853,7.39198
2775,2019HU0389670,3.0,10,3.0,young-adult,Bachelor,female,2,9.0743,7.49162
2776,2019HU0389670,3.0,10,3.0,young-adult,Bachelor,female,2,9.074309999999999,7.49162
2777,2019HU0003946,2.0,5,2.0,child,below-high,male,5,9.03211,7.46999
2778,2019HU0003946,2.0,5,2.0,child,below-high,male,5,9.032119999999999,7.46999
2779,2019HU0003946,2.0,5,2.0,child,below-high,male,5,9.03211,7.46999
2780,2019HU0003946,2.0,5,2.0,child,below-high,male,5,9.032119999999999,7.46999
2781,2019HU0003946,2.0,5,2.0,child,below-high,male,5,9.03211,7.46999
2782,2018HU0974868,1.0,9,2.0,senior,college,male,1,9.03496,7.52302
2783,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12944,7.37041
2784,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12945,7.37041
2785,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12944,7.37041
2786,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12945,7.37041
2787,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12944,7.37041
2788,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12945,7.37041
2789,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12944,7.37041
2790,2018HU0934221,2.0,8,2.0,adult,Bachelor,male,8,9.12945,7.37041
2791,2020HU0550374,2.0,8,2.0,tenager,below-high,female,2,9.05204,7.46103
2792,2020HU0550374,2.0,8,2.0,tenager,below-high,female,2,9.05205,7.46103
2793,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.0493,7.48239
2794,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.04931,7.48239
2795,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.0493,7.48239
2796,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.04931,7.48239
2797,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.0493,7.48239
2798,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.04931,7.48239
2799,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.0493,7.48239
2800,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.04931,7.48239
2801,2020HU0014453,3.0,5,1.0,adult,High-school,female,9,9.0493,7.48239
2802,2018HU0571827,2.0,9,2.0,adult,Graduate,male,3,9.07234,7.48768
2803,2018HU0571827,2.0,9,2.0,adult,Graduate,male,3,9.07235,7.48768
2804,2018HU0571827,2.0,9,2.0,adult,Graduate,male,3,9.07234,7.48768
2805,2018HU0892011,3.0,6,3.0,young-adult,college,male,2,9.04291,7.51468
2806,2018HU0892011,3.0,6,3.0,young-adult,college,male,2,9.042919999999999,7.51468
2807,2018HU0103414,3.0,7,2.0,adult,Bachelor,female,1,9.07001,7.48245
2808,2017000425036,2.0,7,2.0,child,below-high,male,2,9.04076,7.50016
2809,2017000425036,2.0,7,2.0,child,below-high,male,2,9.04077,7.50016
2810,2020HU0212910,3.0,6,1.0,adult,High-school,female,6,9.02774,7.49495
2811,2020HU0212910,3.0,6,1.0,adult,High-school,female,6,9.02775,7.49495
2812,2020HU0212910,3.0,6,1.0,adult,High-school,female,6,9.02774,7.49495
2813,2020HU0212910,3.0,6,1.0,adult,High-school,female,6,9.02775,7.49495
2814,2020HU0212910,3.0,6,1.0,adult,High-school,female,6,9.02774,7.49495
2815,2020HU0212910,3.0,6,1.0,adult,High-school,female,6,9.02775,7.49495
2816,2018HU0240321,3.0,6,2.0,adult,Bachelor,female,2,9.06771,7.43171
2817,2018HU0240321,3.0,6,2.0,adult,Bachelor,female,2,9.06772,7.43171
2818,2020HU0502494,3.0,5,2.0,adult,college,male,1,9.08888,7.47989
2819,2017001243294,2.0,6,2.0,tenager,below-high,male,2,9.09009,7.48274
2820,2017001243294,2.0,6,2.0,tenager,below-high,male,2,9.0901,7.48274
2821,2018HU1357469,2.0,8,2.0,adult,college,female,1,9.045,7.41164
2822,2017000812622,3.0,7,2.0,tenager,below-high,female,3,9.07775,7.47358
2823,2017000812622,3.0,7,2.0,tenager,below-high,female,3,9.07776,7.47358
2824,2017000812622,3.0,7,2.0,tenager,below-high,female,3,9.07775,7.47358
2825,2017000025181,2.0,6,1.0,adult,High-school,male,1,9.07239,7.49055
2826,2017000524700,3.0,9,2.0,tenager,below-high,female,5,9.15086,7.33751
2827,2017000524700,3.0,9,2.0,tenager,below-high,female,5,9.15087,7.33751
2828,2017000524700,3.0,9,2.0,tenager,below-high,female,5,9.15086,7.33751
2829,2017000524700,3.0,9,2.0,tenager,below-high,female,5,9.15087,7.33751
2830,2017000524700,3.0,9,2.0,tenager,below-high,female,5,9.15086,7.33751
2831,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2832,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2833,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2834,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2835,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2836,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2837,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2838,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2839,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2840,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2841,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2842,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2843,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2844,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2845,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2846,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.078579999999999,7.49469
2847,2017001186403,3.0,7,3.0,young-adult,college,male,17,9.07857,7.49469
2848,2018HU0188556,2.0,7,2.0,adult,Bachelor,female,1,9.10528,7.49132
2849,2019HU1378080,3.0,7,2.0,tenager,below-high,female,3,9.04787,7.48515
2850,2019HU1378080,3.0,7,2.0,tenager,below-high,female,3,9.04788,7.48515
2851,2019HU1378080,3.0,7,2.0,tenager,below-high,female,3,9.04787,7.48515
2852,2017000026704,1.0,6,2.0,adult,college,female,2,9.01602,7.4803
2853,2017000026704,1.0,6,2.0,adult,college,female,2,9.016029999999999,7.4803
2854,2021HU0156139,3.0,8,2.0,tenager,below-high,female,1,9.07179,7.48186
2855,2017000294676,3.0,9,3.0,adult,High-school,male,1,9.08898,7.47854
2856,2020HU1001329,3.0,7,2.0,tenager,below-high,male,1,9.07328,7.3134
2857,2017000060829,2.0,6,,adult,college,male,3,9.02933,7.58585
2858,2017000060829,2.0,6,,adult,college,male,3,9.02934,7.58585
2859,2017000060829,2.0,6,,adult,college,male,3,9.02933,7.58585
2860,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00882,7.47166
2861,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00883,7.47166
2862,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00882,7.47166
2863,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00883,7.47166
2864,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00882,7.47166
2865,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00883,7.47166
2866,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00882,7.47166
2867,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00883,7.47166
2868,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00882,7.47166
2869,2018HU0111871,1.0,6,1.0,tenager,below-high,male,10,9.00883,7.47166
2870,2018HU1102681,3.0,7,2.0,adult,college,male,1,9.07951,7.48491
2871,2020HU0892465,2.0,6,2.0,tenager,below-high,male,4,9.07006,7.44913
2872,2020HU0892465,2.0,6,2.0,tenager,below-high,male,4,9.07007,7.44913
2873,2020HU0892465,2.0,6,2.0,tenager,below-high,male,4,9.07006,7.44913
2874,2020HU0892465,2.0,6,2.0,tenager,below-high,male,4,9.07007,7.44913
2875,2019HU0654555,2.0,6,2.0,child,below-high,male,2,9.07488,7.3962
2876,2019HU0654555,2.0,6,2.0,child,below-high,male,2,9.07489,7.3962
2877,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05014,7.50859
2878,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05015,7.50859
2879,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05014,7.50859
2880,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05015,7.50859
2881,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05014,7.50859
2882,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05015,7.50859
2883,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05014,7.50859
2884,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05015,7.50859
2885,2020HU0590406,1.0,5,1.0,adult,below-high,female,9,9.05014,7.50859
2886,2018HU1214930,3.0,8,3.0,adult,Bachelor,male,2,8.96868,7.43814
2887,2018HU1214930,3.0,8,3.0,adult,Bachelor,male,2,8.96869,7.43814
2888,2018HU1018030,3.0,6,1.0,tenager,below-high,male,2,9.08654,7.49035
2889,2018HU1018030,3.0,6,1.0,tenager,below-high,male,2,9.086549999999999,7.49035
2890,2019HU1282161,2.0,7,2.0,adult,college,female,1,9.02057,7.58293
2891,2019HU0822820,3.0,10,2.0,adult,below-high,male,1,9.01345,7.58968
2892,2019HU1055423,2.0,7,2.0,adult,college,male,2,9.08068,7.44793
2893,2019HU1055423,2.0,7,2.0,adult,college,male,2,9.080689999999999,7.44793
2894,2020HU0629985,1.0,5,1.0,child,below-high,female,4,9.07917,7.49092
2895,2020HU0629985,1.0,5,1.0,child,below-high,female,4,9.07918,7.49092
2896,2020HU0629985,1.0,5,1.0,child,below-high,female,4,9.07917,7.49092
2897,2020HU0629985,1.0,5,1.0,child,below-high,female,4,9.07918,7.49092
2898,2021HU0821644,3.0,8,2.0,adult,Bachelor,female,1,9.06535,7.3671
2899,2018HU0252723,2.0,8,2.0,adult,High-school,male,1,9.06145,7.46534
2900,2020HU0501840,2.0,7,2.0,adult,college,female,3,8.99687,7.43188
2901,2020HU0501840,2.0,7,2.0,adult,college,female,3,8.996879999999999,7.43188
2902,2020HU0501840,2.0,7,2.0,adult,college,female,3,8.99687,7.43188
2903,2017000287314,2.0,7,2.0,child,below-high,male,5,9.07097,7.42997
2904,2017000287314,2.0,7,2.0,child,below-high,male,5,9.07098,7.42997
2905,2017000287314,2.0,7,2.0,child,below-high,male,5,9.07097,7.42997
2906,2017000287314,2.0,7,2.0,child,below-high,male,5,9.07098,7.42997
2907,2017000287314,2.0,7,2.0,child,below-high,male,5,9.07097,7.42997
2908,2019HU0408463,3.0,7,3.0,adult,college,female,1,9.07222,7.45426
2909,2021HU0558754,3.0,5,0.0,tenager,below-high,male,2,9.01531,7.49134
2910,2021HU0558754,3.0,5,0.0,tenager,below-high,male,2,9.01532,7.49134
2911,2019HU0305726,2.0,7,2.0,young-adult,High-school,female,1,9.06327,7.4301
2912,2020HU0328028,3.0,8,3.0,adult,Graduate,male,2,9.08278,7.47638
2913,2020HU0328028,3.0,8,3.0,adult,Graduate,male,2,9.08279,7.47638
2914,2017000279465,2.0,8,2.0,adult,college,male,7,9.05126,7.50781
2915,2017000279465,2.0,8,2.0,adult,college,male,7,9.051269999999999,7.50781
2916,2017000279465,2.0,8,2.0,adult,college,male,7,9.05126,7.50781
2917,2017000279465,2.0,8,2.0,adult,college,male,7,9.051269999999999,7.50781
2918,2017000279465,2.0,8,2.0,adult,college,male,7,9.05126,7.50781
2919,2017000279465,2.0,8,2.0,adult,college,male,7,9.051269999999999,7.50781
2920,2017000279465,2.0,8,2.0,adult,college,male,7,9.05126,7.50781
2921,2017000032799,3.0,7,2.0,child,below-high,female,3,9.06583,7.42562
2922,2017000032799,3.0,7,2.0,child,below-high,female,3,9.06584,7.42562
2923,2017000032799,3.0,7,2.0,child,below-high,female,3,9.06583,7.42562
2924,2019HU0572286,3.0,5,1.0,adult,college,female,5,9.05025,7.48701
2925,2019HU0572286,3.0,5,1.0,adult,college,female,5,9.05026,7.48701
2926,2019HU0572286,3.0,5,1.0,adult,college,female,5,9.05025,7.48701
2927,2019HU0572286,3.0,5,1.0,adult,college,female,5,9.05026,7.48701
2928,2019HU0572286,3.0,5,1.0,adult,college,female,5,9.05025,7.48701
2929,2017000063093,3.0,6,2.0,adult,Bachelor,female,2,9.03372,7.46939
2930,2017000063093,3.0,6,2.0,adult,Bachelor,female,2,9.03373,7.46939
2931,2017000078387,3.0,6,2.0,tenager,below-high,male,1,9.05399,7.47439
2932,2019HU0873176,2.0,8,2.0,adult,Bachelor,male,3,9.0741,7.4515
2933,2019HU0873176,2.0,8,2.0,adult,Bachelor,male,3,9.07411,7.4515
2934,2019HU0873176,2.0,8,2.0,adult,Bachelor,male,3,9.0741,7.4515
2935,2019HU0596801,2.0,6,2.0,tenager,below-high,female,1,9.11747,7.40234
2936,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00125,7.45439
2937,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00126,7.45439
2938,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00125,7.45439
2939,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00126,7.45439
2940,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00125,7.45439
2941,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00126,7.45439
2942,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00125,7.45439
2943,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00126,7.45439
2944,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00125,7.45439
2945,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00126,7.45439
2946,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00125,7.45439
2947,2019HU0212936,2.0,8,2.0,adult,High-school,male,12,9.00126,7.45439
2948,2021HU1209100,2.0,7,2.0,adult,Graduate,female,1,9.07638,7.48948
2949,2019HU0485028,2.0,7,2.0,adult,Bachelor,female,1,9.07692,7.49403
2950,2020HU0372518,3.0,5,1.0,tenager,below-high,female,1,9.07523,7.46814
2951,2018HU0247860,3.0,7,2.0,child,below-high,female,4,9.02223,7.48141
2952,2018HU0247860,3.0,7,2.0,child,below-high,female,4,9.02224,7.48141
2953,2018HU0247860,3.0,7,2.0,child,below-high,female,4,9.02223,7.48141
2954,2018HU0247860,3.0,7,2.0,child,below-high,female,4,9.02224,7.48141
2955,2020HU0544499,2.0,8,2.0,adult,college,female,1,9.08479,7.48366
2956,2020HU0303654,3.0,5,1.0,tenager,below-high,female,3,9.10606,7.48348
2957,2020HU0303654,3.0,5,1.0,tenager,below-high,female,3,9.106069999999999,7.48348
2958,2020HU0303654,3.0,5,1.0,tenager,below-high,female,3,9.10606,7.48348
2959,2020HU0106075,3.0,7,1.0,adult,below-high,female,1,9.03772,7.50426
2960,2021HU0784408,2.0,6,1.0,adult,college,male,4,9.11744,7.45528
2961,2021HU0784408,2.0,6,1.0,adult,college,male,4,9.11745,7.45528
2962,2021HU0784408,2.0,6,1.0,adult,college,male,4,9.11744,7.45528
2963,2021HU0784408,2.0,6,1.0,adult,college,male,4,9.11745,7.45528
2964,2017000068209,2.0,6,2.0,adult,High-school,male,1,9.08652,7.49147
2965,2018HU0096897,2.0,8,1.0,adult,college,male,2,8.97729,7.3582
2966,2018HU0096897,2.0,8,1.0,adult,college,male,2,8.9773,7.3582
2967,2021HU0076639,2.0,3,1.0,tenager,below-high,male,5,9.07946,7.50027
2968,2021HU0076639,2.0,3,1.0,tenager,below-high,male,5,9.079469999999999,7.50027
2969,2021HU0076639,2.0,3,1.0,tenager,below-high,male,5,9.07946,7.50027
2970,2021HU0076639,2.0,3,1.0,tenager,below-high,male,5,9.079469999999999,7.50027
2971,2021HU0076639,2.0,3,1.0,tenager,below-high,male,5,9.07946,7.50027
2972,2017000153797,2.0,6,2.0,tenager,below-high,male,1,9.03714,7.58008
2973,2021HU1186113,2.0,5,,child,below-high,female,4,9.0905,7.48394
2974,2021HU1186113,2.0,5,,child,below-high,female,4,9.09051,7.48394
2975,2021HU1186113,2.0,5,,child,below-high,female,4,9.0905,7.48394
2976,2021HU1186113,2.0,5,,child,below-high,female,4,9.09051,7.48394
2977,2021HU0814033,3.0,7,2.0,tenager,below-high,female,1,8.98219,7.56027
2978,2019HU0958881,3.0,4,0.0,adult,college,male,4,9.07502,7.47922
2979,2019HU0958881,3.0,4,0.0,adult,college,male,4,9.07503,7.47922
2980,2019HU0958881,3.0,4,0.0,adult,college,male,4,9.07502,7.47922
2981,2019HU0958881,3.0,4,0.0,adult,college,male,4,9.07503,7.47922
2982,2018HU0639573,3.0,8,2.0,child,below-high,female,1,8.96586,7.43866
2983,2021HU0411411,3.0,6,3.0,adult,High-school,male,2,9.09314,7.48402
2984,2021HU0411411,3.0,6,3.0,adult,High-school,male,2,9.09315,7.48402
2985,2017001117614,3.0,3,3.0,adult,college,male,1,9.08731,7.47848
2986,2021HU0058846,3.0,7,3.0,tenager,High-school,female,3,9.10011,7.47928
2987,2021HU0058846,3.0,7,3.0,tenager,High-school,female,3,9.10012,7.47928
2988,2021HU0058846,3.0,7,3.0,tenager,High-school,female,3,9.10011,7.47928
2989,2020HU0708585,2.0,8,2.0,adult,college,male,1,9.04313,7.53078
2990,2020HU0092761,2.0,10,2.0,adult,Graduate,female,1,9.02846,7.47815
2991,2019HU0531039,3.0,6,2.0,tenager,below-high,male,5,9.03233,7.47146
2992,2019HU0531039,3.0,6,2.0,tenager,below-high,male,5,9.03234,7.47146
2993,2019HU0531039,3.0,6,2.0,tenager,below-high,male,5,9.03233,7.47146
2994,2019HU0531039,3.0,6,2.0,tenager,below-high,male,5,9.03234,7.47146
2995,2019HU0531039,3.0,6,2.0,tenager,below-high,male,5,9.03233,7.47146
2996,2017000988673,0.0,4,0.0,adult,college,female,7,9.05357,7.52575
2997,2017000988673,0.0,4,0.0,adult,college,female,7,9.05358,7.52575
2998,2017000988673,0.0,4,0.0,adult,college,female,7,9.05357,7.52575
2999,2017000988673,0.0,4,0.0,adult,college,female,7,9.05358,7.52575
3000,2017000988673,0.0,4,0.0,adult,college,female,7,9.05357,7.52575
3001,2017000988673,0.0,4,0.0,adult,college,female,7,9.05358,7.52575
3002,2017000988673,0.0,4,0.0,adult,college,female,7,9.05357,7.52575
3003,2021HU1311192,1.0,6,2.0,adult,college,male,4,9.03921,7.41207
3004,2021HU1311192,1.0,6,2.0,adult,college,male,4,9.03922,7.41207
3005,2021HU1311192,1.0,6,2.0,adult,college,male,4,9.03921,7.41207
3006,2021HU1311192,1.0,6,2.0,adult,college,male,4,9.03922,7.41207
3007,2020HU0112874,3.0,7,2.0,adult,High-school,female,5,9.08366,7.46972
3008,2020HU0112874,3.0,7,2.0,adult,High-school,female,5,9.08367,7.46972
3009,2020HU0112874,3.0,7,2.0,adult,High-school,female,5,9.08366,7.46972
3010,2020HU0112874,3.0,7,2.0,adult,High-school,female,5,9.08367,7.46972
3011,2020HU0112874,3.0,7,2.0,adult,High-school,female,5,9.08366,7.46972
3012,2021HU1279458,2.0,4,2.0,adult,High-school,female,1,9.10244,7.48662
3013,2020HU0525140,3.0,7,1.0,senior,college,female,1,9.10306,7.48614
3014,2019HU1326650,3.0,6,2.0,child,below-high,male,1,9.08054,7.48608
3015,2019HU0623159,3.0,9,2.0,tenager,below-high,female,1,9.07489,7.39675
3016,2019HU1280244,2.0,8,2.0,adult,college,male,1,9.06313,7.42727
3017,2019HU0009627,2.0,6,2.0,adult,High-school,female,1,9.07367,7.47846
3018,2019HU0195428,2.0,8,2.0,adult,college,female,3,9.06387,7.47528
3019,2019HU0195428,2.0,8,2.0,adult,college,female,3,9.06388,7.47528
3020,2019HU0195428,2.0,8,2.0,adult,college,female,3,9.06387,7.47528
3021,2021HU0051944,2.0,6,1.0,young-adult,High-school,female,1,9.07224,7.40432
3022,2017000092478,2.0,6,2.0,child,below-high,male,3,9.09543,7.49335
3023,2017000092478,2.0,6,2.0,child,below-high,male,3,9.09544,7.49335
3024,2017000092478,2.0,6,2.0,child,below-high,male,3,9.09543,7.49335
3025,2018HU0422928,2.0,8,2.0,adult,Bachelor,female,1,9.09947,7.40427
3026,2021HU0932978,3.0,6,2.0,tenager,below-high,female,2,9.0326,7.49744
3027,2021HU0932978,3.0,6,2.0,tenager,below-high,female,2,9.03261,7.49744
3028,2021HU1063011,1.0,3,0.0,young-adult,college,male,1,9.05069,7.45185
3029,2021HU1405408,3.0,8,3.0,tenager,below-high,female,1,9.08524,7.48241
3030,2020HU0269363,3.0,8,2.0,tenager,below-high,female,3,9.08675,7.4906
3031,2020HU0269363,3.0,8,2.0,tenager,below-high,female,3,9.08676,7.4906
3032,2020HU0269363,3.0,8,2.0,tenager,below-high,female,3,9.08675,7.4906
3033,2020HU1019859,3.0,8,2.0,adult,Bachelor,female,2,9.0467,7.49441
3034,2020HU1019859,3.0,8,2.0,adult,Bachelor,female,2,9.04671,7.49441
3035,2018HU0999061,2.0,7,1.0,adult,Bachelor,male,1,9.06105,7.42558
3036,2018HU0541466,2.0,8,2.0,adult,High-school,male,1,9.1024,7.49433
3037,2020HU0551803,2.0,8,2.0,tenager,below-high,male,1,9.04048,7.46447
3038,2021HU0728174,2.0,7,2.0,tenager,below-high,male,2,9.07224,7.40448
3039,2021HU0728174,2.0,7,2.0,tenager,below-high,male,2,9.07225,7.40448
3040,2021HU0368606,3.0,8,,tenager,below-high,female,1,9.06515,7.47659
3041,2019HU0322908,2.0,6,1.0,adult,college,male,3,8.94086,7.54921
3042,2019HU0322908,2.0,6,1.0,adult,college,male,3,8.94087,7.54921
3043,2019HU0322908,2.0,6,1.0,adult,college,male,3,8.94086,7.54921
3044,2021HU0232903,3.0,8,2.0,tenager,below-high,male,3,9.02828,7.57791
3045,2021HU0232903,3.0,8,2.0,tenager,below-high,male,3,9.02829,7.57791
3046,2021HU0232903,3.0,8,2.0,tenager,below-high,male,3,9.02828,7.57791
3047,2019HU0959499,2.0,7,2.0,child,below-high,female,1,9.00286,7.56016
3048,2019HU1399871,3.0,6,2.0,adult,High-school,female,2,9.06677,7.44075
3049,2019HU1399871,3.0,6,2.0,adult,High-school,female,2,9.06678,7.44075
3050,2019HU0895218,2.0,5,2.0,child,below-high,female,2,9.07625,7.4716
